cut_in_speed,wind_curve_V0,wind_curve_b,powerScale,error_percent,error_abs,kde_error
3.685,9.367,0.774,0.877,30.1,17033.0,450.0
3.034,9.904,0.973,0.927,30.2,17089.0,511.0
2.254,9.44,0.545,0.859,30.4,17163.0,371.0
2.377,9.326,0.895,0.842,30.6,17316.0,504.0
2.438,8.99,0.783,0.832,30.9,17478.0,501.0
2.217,9.841,1.047,0.93,31.5,17771.0,541.0
2.319,9.318,0.743,0.872,31.5,17802.0,436.0
3.151,9.736,0.499,0.895,31.8,17947.0,328.0
3.872,9.899,0.72,0.967,32.2,18181.0,396.0
2.224,8.92,0.876,0.807,32.2,18212.0,547.0
3.046,9.939,0.644,0.937,32.3,18225.0,343.0
3.438,9.587,0.773,0.902,32.3,18262.0,421.0
2.484,9.338,0.511,0.867,32.7,18452.0,394.0
2.54,9.247,0.83,0.863,32.7,18465.0,484.0
3.487,9.858,0.759,0.927,32.9,18572.0,419.0
3.769,9.732,0.368,0.882,33.0,18648.0,444.0
3.151,9.221,0.896,0.858,33.0,18664.0,514.0
3.333,8.879,0.82,0.809,33.1,18725.0,530.0
2.189,9.5,0.982,0.895,33.4,18857.0,520.0
3.315,9.497,0.908,0.889,33.7,19061.0,492.0
2.598,9.744,1.011,0.932,34.1,19258.0,536.0
2.338,9.623,0.494,0.916,34.4,19431.0,343.0
3.606,9.955,1.185,0.993,34.4,19434.0,597.0
3.226,9.744,0.3,0.92,34.6,19553.0,563.0
3.114,9.428,1.093,0.892,34.8,19644.0,564.0
3.451,8.761,1.11,0.801,35.5,20049.0,643.0
3.465,9.881,0.484,0.928,35.7,20167.0,315.0
3.477,9.42,0.873,0.895,35.7,20177.0,484.0
3.745,9.609,0.279,0.898,35.8,20230.0,631.0
2.541,9.253,0.234,0.877,35.9,20298.0,788.0
3.594,9.512,0.494,0.882,36.1,20382.0,371.0
2.346,9.196,0.427,0.857,36.1,20394.0,461.0
3.975,8.726,1.138,0.826,36.2,20467.0,654.0
2.838,9.163,0.427,0.853,36.4,20569.0,470.0
2.154,9.804,0.231,0.924,36.6,20665.0,742.0
3.674,9.913,0.893,0.983,37.0,20925.0,501.0
3.301,9.933,0.829,0.995,37.0,20927.0,471.0
3.528,9.331,1.054,0.893,37.3,21053.0,560.0
3.44,9.059,0.296,0.876,37.3,21066.0,666.0
2.243,9.872,1.029,0.997,37.3,21070.0,555.0
2.7,9.015,1.175,0.863,37.3,21083.0,618.0
3.57,8.668,0.685,0.833,37.6,21238.0,522.0
3.661,9.881,0.347,0.959,37.8,21350.0,446.0
2.613,9.005,0.958,0.873,37.9,21406.0,555.0
3.743,9.987,0.552,0.998,38.8,21948.0,342.0
2.948,8.613,0.841,0.821,38.9,21973.0,565.0
3.588,9.403,0.382,0.9,39.0,22020.0,471.0
3.604,8.971,0.71,0.871,39.1,22065.0,474.0
3.167,8.958,0.516,0.873,39.9,22533.0,459.0
2.174,8.909,1.104,0.842,39.9,22564.0,609.0
2.796,8.94,0.418,0.853,40.5,22894.0,515.0
3.413,8.897,0.389,0.862,40.6,22935.0,551.0
2.996,9.294,0.505,0.923,40.8,23062.0,397.0
3.978,9.211,0.744,0.915,41.0,23186.0,451.0
3.185,8.865,0.893,0.834,41.2,23281.0,547.0
2.05,8.499,0.692,0.813,41.4,23376.0,545.0
3.259,8.847,0.687,0.838,41.9,23678.0,487.0
3.819,8.82,0.754,0.875,42.3,23872.0,510.0
3.586,9.172,0.66,0.922,42.4,23933.0,433.0
2.856,8.456,1.031,0.821,42.4,23933.0,650.0
3.462,8.819,0.62,0.849,42.5,23996.0,479.0
2.097,9.275,0.398,0.893,42.5,24011.0,461.0
2.397,8.45,1.13,0.815,42.5,24023.0,678.0
2.542,8.84,0.418,0.857,42.5,24037.0,530.0
3.643,8.121,0.312,0.826,42.8,24160.0,753.0
3.219,9.136,0.759,0.896,42.9,24247.0,464.0
3.024,8.794,0.824,0.849,42.9,24257.0,529.0
2.065,9.409,0.889,0.927,43.1,24356.0,517.0
3.992,8.348,0.595,0.827,43.3,24488.0,568.0
2.959,8.788,0.554,0.834,43.4,24497.0,476.0
2.102,9.229,0.386,0.918,43.5,24555.0,479.0
2.781,9.403,0.822,0.957,43.6,24613.0,489.0
2.902,9.114,0.674,0.899,43.8,24742.0,442.0
2.065,9.663,0.32,0.947,43.9,24818.0,510.0
2.839,9.078,0.845,0.908,44.0,24877.0,504.0
2.506,8.371,1.059,0.818,44.3,25023.0,667.0
3.949,9.728,0.585,0.975,44.3,25025.0,393.0
2.961,9.046,1.008,0.884,44.4,25096.0,573.0
2.145,8.722,0.799,0.851,44.7,25231.0,532.0
3.393,8.712,0.985,0.849,44.7,25239.0,593.0
2.798,8.711,0.683,0.842,45.0,25398.0,506.0
3.473,9.6,0.925,0.994,45.0,25419.0,538.0
2.381,8.313,0.622,0.807,45.0,25428.0,564.0
2.434,9.116,0.438,0.914,45.1,25488.0,460.0
3.204,8.663,0.435,0.846,45.3,25621.0,553.0
3.029,8.673,0.49,0.87,45.5,25732.0,516.0
2.064,9.268,1.096,0.929,46.0,26005.0,604.0
2.034,8.646,0.558,0.86,46.5,26294.0,493.0
3.741,8.63,1.115,0.84,46.6,26311.0,639.0
2.243,9.53,0.95,0.99,46.8,26417.0,554.0
3.117,9.437,0.308,0.961,46.9,26513.0,574.0
2.392,9.038,0.351,0.899,46.9,26521.0,555.0
2.375,8.621,0.73,0.872,47.0,26533.0,531.0
3.725,8.612,0.902,0.838,47.0,26540.0,578.0
2.698,8.24,0.88,0.827,47.0,26563.0,632.0
2.892,9.254,0.863,0.945,47.1,26621.0,522.0
3.577,7.694,0.28,0.811,47.3,26746.0,855.0
2.101,8.598,0.502,0.846,47.4,26805.0,518.0
2.91,8.951,0.297,0.923,47.6,26901.0,670.0
2.884,8.533,0.416,0.878,47.8,27029.0,584.0
2.016,8.574,1.155,0.853,47.9,27083.0,655.0
2.535,8.192,0.857,0.812,48.0,27134.0,635.0
2.116,8.18,0.789,0.804,48.2,27222.0,620.0
3.165,9.617,0.5,0.993,48.3,27273.0,389.0
3.058,9.182,1.105,0.947,48.3,27276.0,616.0
3.717,8.554,0.839,0.861,48.3,27280.0,572.0
3.842,8.877,0.427,0.9,48.3,27314.0,523.0
3.388,7.908,0.378,0.833,48.6,27448.0,714.0
3.652,8.545,1.168,0.838,48.6,27456.0,661.0
2.271,8.069,0.457,0.829,48.6,27458.0,631.0
2.02,8.881,0.201,0.881,49.0,27704.0,920.0
2.461,8.162,1.128,0.804,49.0,27708.0,707.0
3.106,9.843,0.215,0.982,49.0,27709.0,790.0
2.909,8.855,1.094,0.911,49.1,27730.0,620.0
3.241,8.869,0.77,0.91,49.1,27766.0,509.0
3.494,8.844,0.389,0.922,49.3,27843.0,555.0
2.122,9.735,0.334,0.983,49.4,27925.0,480.0
3.879,9.077,0.222,0.97,49.6,28000.0,836.0
2.032,8.896,0.41,0.888,49.7,28072.0,515.0
2.895,8.853,0.675,0.913,49.7,28101.0,484.0
2.037,9.172,0.692,0.927,50.0,28232.0,471.0
2.865,8.82,1.069,0.884,50.0,28235.0,616.0
3.142,8.057,0.718,0.811,50.4,28476.0,628.0
3.25,9.689,0.237,0.973,50.5,28558.0,730.0
2.314,8.793,1.079,0.897,50.6,28613.0,622.0
2.667,8.039,0.736,0.802,50.9,28782.0,632.0
3.111,8.434,0.987,0.842,51.2,28935.0,622.0
3.296,9.118,0.233,0.945,51.3,28967.0,800.0
3.584,7.919,0.537,0.803,51.3,28986.0,642.0
2.183,8.76,1.122,0.919,51.5,29068.0,638.0
3.938,7.855,0.517,0.815,51.7,29187.0,662.0
3.303,8.759,0.581,0.889,51.8,29257.0,485.0
3.238,9.043,1.125,0.95,51.9,29322.0,636.0
2.742,8.752,0.437,0.915,52.1,29409.0,523.0
3.542,7.666,0.378,0.805,52.1,29463.0,752.0
2.887,7.947,0.238,0.842,52.2,29486.0,908.0
2.043,8.172,0.277,0.85,52.3,29534.0,801.0
3.749,7.994,0.936,0.801,52.3,29564.0,686.0
3.516,9.482,0.343,0.976,52.5,29639.0,522.0
2.315,8.734,0.729,0.905,52.5,29656.0,516.0
3.264,8.713,1.187,0.917,52.6,29719.0,661.0
2.641,9.016,0.847,0.963,53.2,30049.0,544.0
2.099,8.701,0.757,0.921,53.2,30076.0,530.0
2.867,8.685,0.446,0.892,53.3,30117.0,528.0
3.973,9.355,0.491,0.981,53.5,30254.0,446.0
3.317,8.232,0.473,0.848,53.6,30283.0,602.0
2.78,7.88,0.663,0.804,53.8,30404.0,646.0
2.432,8.953,0.975,0.932,54.5,30806.0,596.0
3.243,8.991,0.352,0.958,54.6,30838.0,562.0
3.354,8.292,1.028,0.857,54.6,30839.0,650.0
3.45,7.865,0.866,0.821,55.0,31052.0,692.0
3.378,8.249,0.749,0.852,55.1,31103.0,600.0
2.259,9.001,0.251,0.929,55.3,31235.0,762.0
3.9,8.781,0.28,0.933,55.3,31268.0,725.0
3.241,8.264,1.161,0.868,55.4,31280.0,688.0
3.768,8.597,0.791,0.911,55.4,31324.0,561.0
3.072,8.918,0.853,0.95,55.6,31432.0,562.0
2.105,8.914,0.901,0.972,55.7,31455.0,575.0
2.674,9.256,0.628,0.997,55.7,31467.0,473.0
2.197,8.186,0.518,0.874,55.7,31467.0,580.0
3.18,8.909,0.946,0.965,55.7,31468.0,591.0
3.217,8.23,0.911,0.843,55.9,31585.0,637.0
3.828,8.574,1.084,0.894,56.1,31698.0,648.0
3.84,9.198,0.787,0.986,56.1,31705.0,535.0
2.974,7.852,0.299,0.853,56.3,31820.0,802.0
3.678,8.198,0.844,0.852,56.4,31852.0,630.0
2.87,8.874,0.855,0.939,56.8,32064.0,569.0
3.472,9.248,0.374,0.983,56.9,32157.0,527.0
3.872,8.326,0.355,0.904,57.0,32187.0,670.0
2.174,8.914,0.46,0.933,57.0,32194.0,483.0
3.854,8.538,1.139,0.885,57.0,32214.0,668.0
2.17,9.149,0.91,0.981,57.1,32267.0,576.0
3.133,9.16,0.783,0.985,57.2,32341.0,537.0
2.446,8.84,1.096,0.949,57.3,32378.0,648.0
3.282,8.862,0.598,0.936,57.4,32436.0,498.0
2.436,7.597,0.486,0.83,57.4,32445.0,695.0
3.87,9.149,0.73,0.973,57.6,32522.0,526.0
3.054,7.363,0.373,0.823,57.7,32591.0,795.0
3.87,7.752,0.999,0.8,57.7,32624.0,739.0
3.279,9.148,0.706,0.998,57.8,32683.0,515.0
2.996,7.65,0.632,0.831,58.1,32812.0,685.0
2.292,8.037,0.475,0.848,58.2,32865.0,624.0
2.602,8.444,0.442,0.882,58.3,32915.0,568.0
3.792,8.467,0.936,0.886,58.7,33160.0,621.0
3.118,7.447,0.248,0.854,58.8,33207.0,946.0
3.522,6.132,0.208,0.823,59.1,33386.0,1119.0
3.376,8.009,0.577,0.864,59.1,33387.0,616.0
2.555,7.33,0.381,0.818,59.2,33431.0,791.0
2.877,8.794,0.53,0.959,59.2,33442.0,497.0
2.476,7.917,0.409,0.846,59.2,33462.0,681.0
2.064,8.731,0.227,0.934,59.2,33474.0,854.0
2.27,8.763,1.032,0.956,59.4,33568.0,636.0
2.586,8.738,1.077,0.938,60.0,33924.0,653.0
3.893,8.573,0.332,0.934,60.2,34004.0,658.0
2.908,7.157,0.354,0.816,60.2,34005.0,837.0
3.992,7.756,0.253,0.913,60.3,34086.0,893.0
2.843,8.398,0.841,0.887,60.4,34129.0,604.0
3.775,8.662,0.414,0.93,60.5,34155.0,566.0
2.051,8.736,0.344,0.967,60.6,34217.0,599.0
2.047,7.386,0.445,0.833,60.6,34222.0,742.0
2.82,8.523,0.23,0.941,60.7,34280.0,872.0
2.239,7.157,0.203,0.877,60.8,34355.0,1056.0
2.37,8.38,0.873,0.892,60.9,34411.0,615.0
3.016,7.634,0.334,0.842,61.1,34501.0,787.0
2.345,7.591,0.891,0.815,61.1,34509.0,738.0
2.646,7.552,0.751,0.821,61.1,34535.0,717.0
3.501,7.39,0.544,0.818,61.3,34617.0,734.0
3.898,7.885,0.629,0.85,61.7,34862.0,647.0
3.883,6.849,0.351,0.83,61.9,34954.0,892.0
3.747,8.665,0.833,0.959,62.0,35002.0,598.0
2.839,7.991,1.189,0.836,62.0,35003.0,727.0
3.861,8.806,0.263,0.998,62.3,35187.0,756.0
3.703,8.65,1.075,0.962,62.3,35205.0,663.0
2.906,7.581,0.348,0.865,62.6,35362.0,780.0
3.861,8.615,0.625,0.951,62.8,35472.0,553.0
2.774,7.577,0.347,0.843,62.8,35481.0,781.0
3.541,8.947,0.536,0.985,63.1,35675.0,511.0
3.006,7.235,0.486,0.813,63.4,35818.0,757.0
3.749,6.704,0.227,0.879,63.4,35829.0,1046.0
3.121,7.837,0.677,0.843,63.8,36024.0,652.0
3.341,7.392,0.717,0.83,63.8,36073.0,745.0
3.339,8.269,1.199,0.88,63.9,36111.0,713.0
2.578,8.088,0.371,0.913,64.0,36135.0,677.0
2.081,8.477,0.28,0.972,64.2,36279.0,748.0
2.056,8.235,0.842,0.893,64.4,36386.0,629.0
2.564,7.856,0.986,0.869,64.8,36599.0,709.0
2.719,8.144,0.56,0.9,65.3,36903.0,586.0
2.122,8.851,0.233,0.986,65.5,36979.0,818.0
3.935,8.816,0.5,0.992,65.6,37081.0,541.0
2.921,8.524,0.902,0.968,65.7,37104.0,637.0
3.292,8.708,0.259,0.986,65.7,37127.0,771.0
2.308,7.798,0.857,0.837,65.7,37140.0,693.0
3.703,8.136,0.714,0.925,66.0,37285.0,617.0
3.623,6.511,0.33,0.823,66.1,37369.0,951.0
2.189,7.223,0.596,0.813,66.3,37441.0,752.0
3.837,7.051,0.322,0.868,66.8,37716.0,887.0
2.102,8.475,0.595,0.944,66.8,37736.0,557.0
3.072,8.477,1.185,0.931,67.0,37838.0,713.0
2.53,8.063,0.575,0.916,67.3,38010.0,599.0
3.794,8.764,0.799,0.994,67.4,38098.0,607.0
2.235,8.42,0.471,0.928,67.5,38145.0,566.0
2.626,8.452,0.981,0.948,67.6,38182.0,667.0
2.922,7.626,0.608,0.872,67.6,38212.0,681.0
3.748,8.295,0.414,0.952,67.7,38240.0,627.0
2.545,7.215,0.735,0.806,67.9,38363.0,774.0
3.35,8.019,0.603,0.895,68.0,38432.0,615.0
3.412,7.622,0.682,0.847,68.2,38536.0,694.0
3.706,7.702,1.006,0.863,68.3,38563.0,739.0
3.711,7.276,1.065,0.805,68.3,38597.0,828.0
3.627,8.055,0.876,0.884,68.6,38772.0,671.0
2.019,6.713,0.377,0.807,69.4,39197.0,878.0
3.097,7.586,0.708,0.855,69.4,39222.0,701.0
3.083,7.388,0.463,0.872,69.5,39256.0,736.0
2.213,7.052,0.307,0.867,70.0,39530.0,889.0
2.45,7.617,0.899,0.877,70.0,39551.0,731.0
2.556,7.841,0.447,0.89,70.2,39676.0,661.0
2.094,7.491,0.264,0.912,70.3,39700.0,905.0
3.037,8.008,1.059,0.923,70.3,39731.0,722.0
2.865,7.969,0.782,0.886,70.5,39830.0,658.0
3.165,7.342,0.481,0.864,70.7,39941.0,737.0
3.207,8.334,1.111,0.934,70.7,39966.0,717.0
3.536,8.305,0.741,0.964,70.8,40011.0,631.0
2.407,7.995,1.195,0.903,70.9,40038.0,751.0
2.918,8.322,0.92,0.958,70.9,40045.0,673.0
3.176,8.327,1.09,0.926,70.9,40066.0,713.0
3.99,7.126,0.433,0.858,71.0,40118.0,799.0
3.186,7.59,1.065,0.859,71.1,40193.0,765.0
2.432,8.227,0.464,0.941,71.5,40375.0,603.0
3.473,7.849,0.282,0.966,71.5,40377.0,827.0
2.218,8.62,0.754,0.99,71.5,40387.0,612.0
2.323,7.91,0.682,0.904,71.5,40391.0,640.0
3.956,7.083,0.975,0.833,71.8,40573.0,848.0
2.302,8.593,0.502,0.993,72.1,40710.0,562.0
2.472,7.338,0.528,0.861,72.5,40942.0,726.0
2.752,8.577,0.862,0.977,72.5,40976.0,650.0
3.851,6.755,0.348,0.873,72.7,41047.0,906.0
2.07,7.821,0.6,0.89,72.9,41213.0,640.0
2.324,8.229,0.881,0.929,73.3,41398.0,678.0
2.98,8.534,0.808,0.981,73.7,41611.0,643.0
3.112,8.224,1.117,0.957,73.7,41621.0,735.0
2.542,6.988,0.892,0.823,73.8,41670.0,843.0
3.975,7.453,0.997,0.835,73.8,41701.0,780.0
2.066,7.511,0.342,0.909,73.8,41703.0,783.0
2.283,7.941,0.315,0.93,74.0,41808.0,751.0
3.197,8.309,0.303,0.998,74.1,41846.0,743.0
3.452,8.509,0.728,0.992,74.1,41865.0,627.0
2.291,7.03,1.198,0.83,74.2,41932.0,887.0
3.262,8.19,0.939,0.937,74.3,41968.0,700.0
3.563,7.406,0.24,0.971,74.6,42121.0,954.0
2.836,7.791,0.769,0.885,74.6,42155.0,684.0
3.836,7.381,0.867,0.851,74.7,42199.0,771.0
3.414,8.15,0.75,0.949,74.7,42203.0,659.0
2.435,8.495,0.792,0.979,74.7,42225.0,644.0
3.009,7.166,0.289,0.895,74.9,42305.0,896.0
3.075,8.122,0.676,0.961,75.2,42472.0,641.0
2.735,6.525,0.201,0.893,75.6,42732.0,1107.0
3.952,8.113,1.013,0.948,76.3,43117.0,731.0
3.384,5.348,0.204,0.847,76.4,43143.0,1184.0
3.286,7.329,0.91,0.879,76.4,43157.0,783.0
3.084,7.406,0.399,0.903,76.5,43206.0,758.0
2.943,8.095,0.896,0.931,76.7,43313.0,704.0
3.922,7.575,0.596,0.909,76.8,43383.0,702.0
2.515,6.377,0.278,0.841,76.9,43430.0,1006.0
3.973,8.071,0.879,0.961,77.0,43488.0,708.0
2.804,7.944,0.457,0.927,77.0,43491.0,657.0
2.821,7.681,0.756,0.897,77.1,43553.0,700.0
2.043,8.317,0.378,0.994,77.3,43676.0,655.0
2.158,6.845,1.06,0.827,77.7,43874.0,897.0
2.608,7.71,1.054,0.914,77.7,43895.0,768.0
3.825,6.775,0.92,0.8,77.7,43919.0,893.0
2.596,6.594,0.606,0.81,78.0,44091.0,863.0
2.053,6.738,0.805,0.805,78.3,44210.0,869.0
3.224,4.791,0.238,0.809,78.4,44278.0,1193.0
3.655,5.998,0.283,0.866,78.4,44285.0,1045.0
2.554,6.503,0.321,0.863,78.4,44289.0,951.0
3.839,7.996,0.807,0.954,78.6,44393.0,702.0
3.421,7.151,0.241,0.945,78.7,44448.0,978.0
3.229,8.104,0.333,0.988,78.7,44457.0,740.0
3.083,7.256,1.088,0.835,78.9,44575.0,824.0
2.383,8.27,0.449,0.998,79.0,44614.0,632.0
3.244,7.081,0.227,0.957,79.1,44707.0,1008.0
2.316,7.475,0.519,0.88,79.1,44708.0,702.0
3.428,7.996,0.953,0.942,79.3,44801.0,735.0
3.482,6.727,0.965,0.829,79.3,44810.0,906.0
2.681,7.101,0.72,0.841,80.0,45195.0,787.0
2.297,7.616,1.071,0.901,80.1,45238.0,786.0
3.233,6.7,1.008,0.821,80.2,45329.0,916.0
2.746,6.425,0.23,0.908,80.3,45360.0,1073.0
3.469,6.217,0.504,0.826,80.3,45365.0,922.0
2.996,7.108,0.78,0.876,80.4,45396.0,798.0
3.888,7.801,0.566,0.959,80.6,45552.0,690.0
2.47,5.587,0.225,0.871,80.8,45648.0,1153.0
2.431,7.565,0.933,0.888,80.8,45666.0,762.0
2.974,4.54,0.232,0.824,81.0,45754.0,1220.0
3.876,6.534,0.83,0.815,81.4,45996.0,924.0
3.753,6.659,1.129,0.821,81.5,46046.0,945.0
2.512,7.346,0.512,0.907,81.5,46058.0,726.0
3.39,7.405,0.628,0.881,81.6,46097.0,728.0
3.212,6.611,0.43,0.859,81.7,46166.0,864.0
2.932,6.396,0.364,0.866,82.1,46398.0,932.0
3.277,7.066,0.933,0.879,82.4,46527.0,833.0
2.687,4.704,0.247,0.813,82.5,46617.0,1198.0
3.61,7.038,0.907,0.87,82.6,46683.0,836.0
3.447,7.022,0.855,0.842,82.7,46698.0,829.0
2.663,6.915,0.641,0.879,82.8,46761.0,809.0
2.915,7.249,0.513,0.911,83.1,46969.0,747.0
2.219,7.462,0.9,0.908,83.2,46987.0,770.0
3.594,7.772,0.682,0.947,83.2,47012.0,709.0
2.584,7.056,1.027,0.879,83.2,47024.0,847.0
2.774,3.785,0.201,0.829,83.3,47041.0,1290.0
2.081,7.068,1.145,0.869,83.4,47138.0,867.0
3.942,6.569,1.182,0.813,83.5,47155.0,968.0
3.515,7.026,1.003,0.845,83.6,47216.0,852.0
3.082,7.046,1.095,0.863,83.7,47273.0,861.0
2.747,7.832,0.984,0.95,83.7,47282.0,766.0
3.337,6.968,0.265,0.962,83.9,47404.0,957.0
2.091,6.8,0.313,0.89,84.0,47452.0,909.0
2.766,7.798,0.884,0.97,84.2,47575.0,748.0
2.483,8.102,0.61,0.99,84.2,47592.0,661.0
2.148,7.025,1.106,0.855,84.3,47611.0,866.0
3.7,7.407,0.925,0.916,84.3,47615.0,791.0
3.792,6.525,1.164,0.814,84.4,47668.0,972.0
3.896,6.909,0.835,0.857,84.5,47716.0,851.0
2.881,6.849,0.675,0.846,84.5,47743.0,826.0
2.326,7.416,0.956,0.922,84.5,47746.0,792.0
2.519,7.777,0.865,0.947,84.7,47851.0,746.0
2.021,6.969,0.233,0.962,84.8,47896.0,1007.0
2.418,7.385,0.972,0.899,85.3,48203.0,801.0
3.539,6.274,0.739,0.816,85.4,48261.0,948.0
2.988,7.773,1.075,0.936,85.5,48280.0,796.0
2.423,6.576,0.479,0.869,85.5,48287.0,851.0
2.672,7.585,0.498,0.953,85.5,48314.0,711.0
3.707,6.515,0.334,0.898,85.6,48377.0,937.0
3.609,5.005,0.249,0.873,86.0,48567.0,1160.0
2.167,6.902,0.384,0.897,86.1,48668.0,833.0
2.447,6.148,0.243,0.92,86.3,48747.0,1078.0
2.82,6.351,0.874,0.811,86.3,48754.0,951.0
2.794,7.89,0.432,0.992,86.5,48846.0,705.0
3.348,6.176,0.202,0.95,86.5,48865.0,1117.0
2.985,6.973,0.451,0.904,86.6,48899.0,797.0
2.099,6.02,0.326,0.87,86.8,49018.0,1006.0
2.456,7.3,0.874,0.892,86.8,49052.0,792.0
2.476,7.681,0.91,0.933,87.3,49335.0,773.0
3.724,7.507,0.567,0.928,87.4,49363.0,740.0
3.526,4.724,0.237,0.863,87.7,49525.0,1185.0
3.975,5.888,0.28,0.917,87.7,49527.0,1050.0
2.202,7.56,0.277,0.982,87.7,49545.0,871.0
3.934,7.298,1.166,0.902,87.9,49685.0,860.0
3.816,7.643,0.935,0.963,88.1,49761.0,790.0
2.221,6.428,0.296,0.923,88.2,49804.0,974.0
3.075,6.832,1.086,0.84,88.4,49954.0,896.0
3.6,7.153,0.742,0.893,88.5,50013.0,796.0
2.769,7.662,1.175,0.961,88.6,50057.0,834.0
2.737,7.94,0.746,0.986,89.1,50312.0,722.0
2.885,6.123,0.408,0.841,89.1,50360.0,942.0
2.986,7.611,0.996,0.93,89.4,50500.0,804.0
2.864,6.634,0.712,0.842,89.4,50536.0,870.0
3.781,7.477,0.659,0.972,89.6,50613.0,760.0
3.162,5.313,0.214,0.881,89.7,50664.0,1179.0
2.365,4.082,0.245,0.829,89.7,50686.0,1256.0
2.679,7.526,0.703,0.967,89.8,50711.0,749.0
2.43,6.799,0.431,0.921,89.8,50712.0,823.0
2.536,6.88,0.478,0.885,89.8,50727.0,805.0
3.46,7.584,0.962,0.96,89.8,50761.0,804.0
3.023,6.513,0.614,0.858,89.9,50775.0,877.0
3.22,7.173,0.955,0.921,90.2,50937.0,835.0
2.737,5.412,0.291,0.844,90.2,50981.0,1102.0
3.866,7.431,0.663,0.956,90.5,51150.0,771.0
2.665,6.539,0.658,0.88,90.6,51166.0,876.0
2.48,6.485,0.608,0.861,90.7,51265.0,876.0
3.466,4.911,0.207,0.912,91.0,51403.0,1204.0
2.833,7.083,0.802,0.888,91.2,51523.0,815.0
2.918,6.407,0.587,0.877,91.3,51580.0,891.0
3.168,7.497,0.839,0.932,91.4,51649.0,788.0
3.418,6.57,0.824,0.869,91.8,51878.0,904.0
2.391,7.116,0.994,0.915,91.8,51890.0,852.0
3.294,6.681,1.139,0.863,91.9,51936.0,934.0
3.974,5.156,0.33,0.851,92.0,51968.0,1106.0
3.684,6.535,0.806,0.836,92.0,52002.0,910.0
2.315,6.103,0.969,0.817,92.1,52022.0,1008.0
3.959,7.431,0.81,0.961,92.3,52140.0,801.0
3.19,7.12,1.192,0.893,92.5,52243.0,892.0
2.212,6.071,0.941,0.805,92.5,52260.0,1008.0
3.901,4.515,0.369,0.832,92.6,52294.0,1167.0
3.016,4.836,0.361,0.818,92.7,52351.0,1137.0
2.884,6.965,0.704,0.886,92.7,52370.0,815.0
3.459,6.552,0.893,0.87,92.9,52491.0,919.0
3.376,7.003,0.831,0.898,93.0,52555.0,840.0
2.161,3.637,0.234,0.816,93.0,52564.0,1292.0
2.155,7.016,0.821,0.894,93.1,52581.0,828.0
3.94,6.491,0.846,0.839,93.1,52586.0,928.0
3.037,6.565,0.287,0.93,93.1,52614.0,968.0
2.352,7.088,1.195,0.9,93.3,52715.0,897.0
3.614,6.609,1.149,0.874,93.4,52774.0,950.0
3.937,5.533,0.399,0.833,93.5,52840.0,1029.0
2.964,6.083,1.18,0.81,93.6,52854.0,1042.0
