cut_in_speed,wind_curve_V0,wind_curve_b,powerScale,error_percent,error_abs,kde_error
3.285,5.71,0.635,0.816,84.7,50263.0,1003.0
3.925,4.664,0.217,0.895,85.0,50423.0,1141.0
3.041,7.034,0.386,0.93,85.1,50487.0,804.0
2.592,6.072,1.108,0.826,85.1,50497.0,1005.0
2.41,5.414,0.307,0.862,85.2,50535.0,1051.0
3.567,5.801,0.219,0.947,85.2,50589.0,1061.0
3.775,5.845,0.456,0.848,85.4,50657.0,959.0
3.553,6.608,0.31,0.943,85.4,50668.0,909.0
3.591,7.092,0.454,0.948,85.5,50719.0,785.0
2.684,6.04,1.074,0.804,85.5,50722.0,1006.0
3.283,7.095,0.281,0.978,86.2,51153.0,898.0
3.667,7.419,1.17,0.945,86.3,51218.0,834.0
3.438,6.483,0.212,0.973,86.3,51229.0,1025.0
3.067,5.883,0.297,0.903,86.3,51234.0,995.0
2.159,7.112,0.421,0.969,86.4,51286.0,772.0
2.039,5.338,0.301,0.853,86.5,51325.0,1061.0
2.107,3.628,0.246,0.827,87.1,51700.0,1265.0
3.381,6.536,0.316,0.954,87.5,51938.0,912.0
2.267,5.959,0.209,0.943,87.7,52019.0,1074.0
3.956,5.918,0.36,0.894,87.7,52052.0,965.0
3.551,6.943,1.123,0.916,87.8,52097.0,870.0
3.953,5.474,0.424,0.861,87.9,52140.0,1014.0
3.283,5.937,0.511,0.874,87.9,52191.0,942.0
3.517,7.68,0.827,0.987,88.0,52197.0,750.0
2.631,3.971,0.215,0.879,88.0,52216.0,1233.0
3.27,6.867,0.863,0.904,88.0,52248.0,832.0
2.445,4.482,0.339,0.813,88.2,52318.0,1161.0
3.835,5.74,0.49,0.867,88.3,52381.0,977.0
3.103,6.515,0.496,0.902,88.5,52532.0,847.0
2.724,6.4,0.985,0.859,88.7,52621.0,914.0
2.23,6.142,0.605,0.87,88.9,52777.0,906.0
2.914,5.549,0.691,0.815,89.1,52860.0,1036.0
3.704,7.239,0.844,0.931,89.1,52880.0,800.0
2.284,7.582,0.587,0.972,89.2,52930.0,717.0
2.422,6.447,0.455,0.893,89.3,53004.0,853.0
2.973,7.221,0.347,0.974,89.3,53008.0,827.0
3.923,6.658,0.698,0.891,89.5,53100.0,850.0
3.841,6.798,0.923,0.913,89.6,53175.0,861.0
2.728,5.734,0.914,0.818,89.6,53190.0,1037.0
2.947,6.871,1.152,0.904,89.7,53205.0,885.0
2.83,6.996,0.49,0.93,89.8,53279.0,789.0
2.38,4.981,0.219,0.888,89.8,53312.0,1144.0
3.284,6.631,0.251,0.975,89.9,53339.0,978.0
3.939,7.632,1.186,0.997,90.1,53448.0,837.0
2.63,6.022,0.583,0.871,90.1,53452.0,927.0
2.059,5.727,0.284,0.897,90.1,53485.0,1016.0
3.366,5.793,1.177,0.805,90.2,53556.0,1067.0
3.449,6.327,1.065,0.866,90.4,53626.0,942.0
3.211,5.483,0.424,0.863,90.5,53735.0,1005.0
3.931,5.69,0.357,0.89,90.6,53743.0,995.0
3.991,7.139,0.805,0.941,90.8,53875.0,815.0
3.338,6.873,0.482,0.944,90.9,53955.0,818.0
2.487,7.36,0.434,0.999,91.0,53997.0,764.0
2.819,6.756,0.263,0.983,91.1,54084.0,949.0
3.233,5.573,0.461,0.855,91.2,54144.0,995.0
3.421,7.199,1.086,0.943,91.4,54269.0,854.0
2.555,5.519,0.421,0.856,91.7,54390.0,994.0
3.232,5.579,0.237,0.937,92.1,54673.0,1071.0
2.858,4.252,0.202,0.887,92.1,54675.0,1215.0
3.091,6.162,0.877,0.878,92.2,54697.0,944.0
2.924,7.063,0.702,0.968,92.2,54698.0,798.0
3.31,3.281,0.302,0.803,92.3,54771.0,1282.0
3.281,6.801,0.305,0.977,92.5,54865.0,915.0
2.204,6.021,0.687,0.86,92.7,55030.0,935.0
2.693,7.472,0.882,0.982,93.5,55515.0,793.0
2.879,6.962,0.646,0.936,93.6,55553.0,807.0
2.554,5.571,0.481,0.851,93.9,55704.0,990.0
3.978,5.22,0.805,0.833,94.0,55760.0,1118.0
2.268,5.697,0.234,0.951,94.0,55804.0,1061.0
2.845,7.446,0.86,0.98,94.0,55812.0,793.0
3.925,4.965,0.305,0.926,94.1,55864.0,1090.0
2.447,5.558,1.094,0.803,94.2,55922.0,1092.0
2.437,5.036,0.359,0.866,94.2,55925.0,1076.0
2.955,4.917,0.362,0.835,94.4,56008.0,1087.0
3.886,3.386,0.268,0.846,94.5,56052.0,1246.0
3.71,7.313,0.639,0.999,94.6,56123.0,787.0
3.874,7.075,0.46,1.0,94.6,56127.0,827.0
3.733,6.057,1.005,0.852,94.8,56283.0,985.0
2.026,6.57,0.877,0.914,94.9,56293.0,878.0
3.814,5.423,1.051,0.81,94.9,56321.0,1121.0
3.956,3.293,0.37,0.8,95.0,56371.0,1274.0
3.849,7.382,0.843,0.981,95.1,56411.0,809.0
2.15,5.769,0.353,0.914,95.1,56435.0,974.0
3.944,5.368,0.365,0.882,95.2,56523.0,1034.0
3.861,5.412,0.545,0.874,95.2,56524.0,1033.0
2.848,6.859,0.618,0.953,95.3,56561.0,820.0
3.233,5.593,0.566,0.843,95.4,56587.0,1001.0
3.796,6.522,0.919,0.925,95.4,56617.0,908.0
3.328,6.58,0.464,0.958,95.5,56680.0,867.0
2.515,5.722,0.363,0.901,95.6,56751.0,976.0
2.254,5.851,0.698,0.876,95.9,56914.0,967.0
3.926,6.564,0.507,0.943,95.9,56926.0,877.0
2.364,6.563,1.037,0.909,96.0,56989.0,913.0
2.415,6.087,1.171,0.862,96.1,57003.0,996.0
2.75,6.003,0.952,0.848,96.1,57049.0,979.0
2.617,4.33,0.222,0.923,96.2,57085.0,1193.0
3.887,5.861,0.855,0.866,96.3,57162.0,1001.0
2.107,5.967,0.882,0.837,96.4,57195.0,972.0
2.492,4.753,0.53,0.83,96.4,57202.0,1125.0
3.094,6.937,0.859,0.942,96.4,57209.0,850.0
2.558,7.368,0.967,0.976,96.5,57254.0,830.0
3.402,6.939,0.943,0.965,96.8,57461.0,870.0
2.821,4.132,0.417,0.823,96.8,57474.0,1188.0
2.497,6.943,0.957,0.93,97.1,57622.0,867.0
2.441,5.044,0.282,0.882,97.4,57795.0,1094.0
3.787,5.99,1.19,0.857,97.5,57867.0,1025.0
2.968,6.353,0.764,0.893,97.7,57978.0,900.0
3.643,6.142,0.626,0.893,97.9,58083.0,923.0
2.656,5.028,0.42,0.834,98.2,58252.0,1064.0
2.622,3.755,0.203,0.883,98.2,58278.0,1245.0
3.873,4.941,0.48,0.851,98.2,58287.0,1092.0
2.142,6.118,0.329,0.926,98.3,58318.0,949.0
3.843,5.539,0.724,0.863,99.1,58819.0,1039.0
3.59,5.823,0.988,0.834,99.1,58834.0,1023.0
3.761,5.422,0.654,0.855,99.3,58916.0,1045.0
3.727,4.044,0.352,0.876,99.3,58928.0,1186.0
3.395,4.882,0.771,0.806,99.5,59036.0,1161.0
2.637,6.507,0.501,0.93,99.6,59096.0,868.0
2.164,6.865,1.1,0.965,99.6,59137.0,910.0
2.597,4.984,0.434,0.846,99.7,59154.0,1072.0
3.089,5.333,0.369,0.891,99.8,59235.0,1029.0
3.794,3.735,0.331,0.873,99.8,59242.0,1213.0
3.959,4.375,0.651,0.814,100.1,59434.0,1215.0
2.889,4.705,0.287,0.913,100.2,59450.0,1129.0
3.278,5.629,0.454,0.88,100.5,59628.0,989.0
2.643,5.509,0.206,0.978,100.6,59678.0,1123.0
2.558,5.252,0.348,0.883,100.9,59908.0,1040.0
3.365,6.294,0.977,0.914,101.0,59922.0,954.0
2.756,3.541,0.278,0.841,101.1,60013.0,1252.0
2.609,5.46,0.653,0.878,101.2,60079.0,1029.0
3.502,5.518,0.772,0.835,101.3,60124.0,1046.0
3.042,4.674,0.226,0.931,101.4,60148.0,1159.0
2.444,5.782,1.094,0.874,101.5,60239.0,1035.0
3.65,3.947,0.21,0.952,101.9,60477.0,1206.0
3.816,5.571,0.908,0.839,102.1,60613.0,1059.0
3.96,5.451,0.83,0.871,102.4,60789.0,1069.0
3.505,5.676,1.05,0.878,102.5,60799.0,1056.0
2.139,4.463,0.573,0.813,102.5,60810.0,1176.0
3.291,5.908,0.618,0.891,102.5,60831.0,956.0
2.409,5.627,0.305,0.964,102.6,60897.0,1021.0
3.691,3.61,0.342,0.87,102.7,60957.0,1226.0
2.105,5.008,0.32,0.914,102.8,61032.0,1080.0
2.387,6.346,0.315,0.998,102.9,61089.0,959.0
2.943,4.616,0.429,0.841,103.0,61104.0,1121.0
2.523,6.605,0.76,0.946,103.0,61127.0,884.0
3.723,4.382,0.442,0.864,103.0,61148.0,1161.0
2.994,4.811,0.865,0.813,103.1,61183.0,1185.0
3.367,3.439,0.448,0.826,103.1,61188.0,1281.0
3.737,5.863,0.651,0.9,103.1,61197.0,976.0
3.486,4.983,0.378,0.898,103.3,61302.0,1080.0
2.263,3.674,0.221,0.893,103.8,61605.0,1246.0
2.017,6.067,0.761,0.89,103.9,61632.0,940.0
3.888,6.502,0.764,0.963,103.9,61651.0,920.0
3.788,5.329,0.788,0.851,103.9,61682.0,1080.0
2.575,4.158,0.356,0.837,104.1,61791.0,1178.0
3.707,5.329,0.791,0.85,104.2,61845.0,1081.0
3.647,6.636,1.032,0.944,104.2,61866.0,942.0
2.831,5.507,0.882,0.841,104.3,61918.0,1058.0
2.358,4.804,0.235,0.936,104.4,61950.0,1146.0
2.119,3.387,0.208,0.903,104.6,62062.0,1270.0
3.933,5.11,0.707,0.853,104.7,62117.0,1104.0
3.066,4.935,0.553,0.86,104.9,62248.0,1099.0
3.285,4.021,0.589,0.829,104.9,62254.0,1245.0
2.825,4.097,0.369,0.879,105.0,62308.0,1181.0
3.817,5.228,0.471,0.883,105.1,62363.0,1053.0
2.457,5.334,0.732,0.874,105.2,62444.0,1062.0
2.346,6.119,1.017,0.917,105.3,62511.0,983.0
2.18,6.734,0.494,0.994,105.4,62537.0,859.0
2.077,3.845,0.318,0.874,105.4,62563.0,1220.0
3.626,5.073,0.431,0.905,105.5,62621.0,1069.0
3.325,4.424,0.324,0.89,105.6,62669.0,1143.0
3.325,3.098,0.233,0.898,105.6,62681.0,1269.0
3.8,6.392,0.732,0.968,105.7,62715.0,932.0
3.62,3.141,0.476,0.81,105.8,62762.0,1322.0
3.803,5.875,0.464,0.946,105.8,62782.0,984.0
2.218,6.126,1.111,0.886,105.8,62798.0,999.0
3.214,6.592,1.121,0.953,106.0,62898.0,963.0
3.515,4.956,0.301,0.946,106.3,63098.0,1109.0
2.959,3.864,0.364,0.841,106.4,63117.0,1205.0
3.352,4.085,0.664,0.806,106.4,63171.0,1256.0
3.763,4.892,0.65,0.847,106.5,63225.0,1127.0
2.468,4.821,1.157,0.813,106.6,63242.0,1224.0
3.262,5.955,0.874,0.887,106.7,63322.0,992.0
2.933,4.34,0.73,0.817,106.8,63368.0,1232.0
3.668,5.424,1.077,0.835,106.9,63415.0,1106.0
2.671,5.226,0.747,0.84,107.1,63541.0,1083.0
2.098,4.776,1.115,0.817,107.1,63583.0,1223.0
3.282,4.341,0.248,0.964,107.3,63706.0,1179.0
3.468,4.004,0.427,0.858,107.4,63720.0,1202.0
3.495,6.52,1.11,0.96,107.5,63778.0,975.0
3.627,3.937,0.694,0.817,107.5,63790.0,1282.0
3.886,4.516,1.1,0.828,107.5,63810.0,1272.0
3.475,4.677,1.192,0.82,107.6,63843.0,1259.0
3.843,4.495,1.084,0.812,107.7,63913.0,1272.0
3.1,3.994,0.403,0.84,107.7,63923.0,1194.0
3.282,5.313,0.933,0.87,107.7,63924.0,1102.0
2.987,6.321,0.724,0.952,108.1,64151.0,932.0
2.817,4.708,1.193,0.809,108.2,64232.0,1250.0
2.464,5.983,1.043,0.903,108.3,64265.0,1010.0
2.408,5.731,0.686,0.901,108.6,64465.0,987.0
3.923,4.895,0.752,0.87,108.7,64529.0,1144.0
3.327,4.363,0.915,0.818,108.8,64591.0,1266.0
3.446,4.972,0.451,0.924,108.9,64621.0,1084.0
2.04,4.946,0.613,0.854,108.9,64653.0,1100.0
2.654,4.576,1.03,0.825,109.0,64678.0,1247.0
3.353,5.836,0.487,0.942,109.2,64793.0,985.0
3.715,4.045,0.846,0.821,109.5,64971.0,1300.0
2.407,4.057,0.652,0.819,109.5,64982.0,1252.0
3.049,4.702,0.386,0.883,109.5,65001.0,1109.0
3.022,3.034,0.469,0.814,109.8,65137.0,1328.0
2.912,6.554,0.557,0.996,109.9,65218.0,900.0
2.077,4.973,0.401,0.891,110.0,65286.0,1069.0
2.334,5.304,0.5,0.907,110.1,65347.0,1032.0
3.205,5.512,0.645,0.888,110.2,65409.0,1025.0
2.588,4.554,1.133,0.809,110.2,65411.0,1265.0
3.917,6.747,0.882,0.988,110.3,65435.0,930.0
3.074,3.954,0.714,0.83,110.4,65516.0,1281.0
3.142,6.305,0.889,0.954,110.6,65643.0,967.0
3.96,5.787,1.066,0.9,111.2,65981.0,1063.0
3.707,5.01,0.521,0.903,111.2,66015.0,1088.0
3.514,5.37,0.635,0.895,111.3,66045.0,1050.0
2.975,6.757,0.966,0.991,111.4,66112.0,936.0
3.228,5.583,0.445,0.94,111.4,66124.0,1018.0
3.522,4.627,0.671,0.877,111.5,66166.0,1169.0
3.711,5.585,0.81,0.891,111.7,66269.0,1050.0
2.226,5.212,0.501,0.909,111.8,66329.0,1045.0
3.072,5.131,1.043,0.866,112.2,66604.0,1147.0
3.569,5.784,1.165,0.895,112.5,66791.0,1075.0
3.756,3.227,0.702,0.82,112.8,66941.0,1371.0
2.077,5.38,0.605,0.915,113.1,67100.0,1031.0
2.515,3.302,0.355,0.84,113.3,67217.0,1268.0
3.139,5.534,0.823,0.883,113.9,67621.0,1053.0
3.001,5.609,0.917,0.883,114.1,67701.0,1056.0
3.062,6.129,0.867,0.945,114.1,67718.0,992.0
3.069,6.208,0.495,0.983,114.1,67733.0,957.0
2.606,6.386,0.571,0.995,114.2,67748.0,926.0
3.759,5.515,0.893,0.897,114.2,67789.0,1077.0
3.296,3.742,0.333,0.902,114.2,67791.0,1215.0
3.537,3.351,0.745,0.827,114.3,67813.0,1366.0
3.463,4.009,0.278,0.938,114.3,67832.0,1202.0
2.345,5.078,1.147,0.834,114.5,67945.0,1164.0
3.959,5.406,0.358,0.991,114.5,67968.0,1088.0
2.697,5.631,1.001,0.92,114.8,68140.0,1064.0
3.339,3.209,0.677,0.83,114.9,68205.0,1366.0
2.743,5.188,0.596,0.899,114.9,68217.0,1065.0
3.442,3.723,0.92,0.818,115.1,68326.0,1354.0
2.816,4.04,0.261,0.944,115.2,68346.0,1204.0
2.655,3.638,0.709,0.83,115.2,68360.0,1319.0
2.086,6.184,1.184,0.958,115.8,68701.0,1038.0
2.784,5.65,1.189,0.883,115.8,68734.0,1094.0
3.599,3.598,0.96,0.829,116.0,68829.0,1378.0
3.952,3.343,1.007,0.805,116.0,68830.0,1414.0
3.164,3.623,0.474,0.87,116.1,68925.0,1253.0
2.578,3.213,0.383,0.849,116.5,69140.0,1276.0
2.309,5.369,0.432,0.944,116.5,69149.0,1038.0
2.534,4.275,0.587,0.838,116.6,69169.0,1196.0
3.38,6.342,0.679,0.987,116.6,69190.0,958.0
3.61,3.405,0.261,0.948,116.7,69273.0,1253.0
2.891,3.956,1.082,0.831,116.9,69357.0,1351.0
2.327,5.422,0.839,0.885,117.0,69444.0,1065.0
2.936,3.603,0.47,0.869,117.1,69494.0,1253.0
3.673,5.495,0.57,0.972,117.4,69688.0,1053.0
2.382,5.189,0.29,0.978,117.5,69719.0,1106.0
2.942,5.51,0.526,0.943,117.5,69752.0,1033.0
2.137,4.322,0.387,0.907,117.6,69769.0,1149.0
2.3,3.839,0.332,0.883,117.7,69857.0,1204.0
3.768,3.175,0.347,0.914,117.9,69985.0,1272.0
3.492,5.09,0.709,0.889,117.9,69990.0,1107.0
2.383,3.965,0.521,0.874,118.0,70034.0,1220.0
2.552,6.471,0.929,0.982,118.0,70045.0,975.0
3.954,3.057,1.098,0.817,118.3,70232.0,1457.0
2.451,3.973,0.36,0.917,118.5,70303.0,1187.0
2.764,3.897,0.364,0.902,118.5,70309.0,1199.0
3.309,3.943,0.611,0.862,118.5,70350.0,1248.0
2.029,3.472,0.42,0.869,118.7,70430.0,1256.0
2.22,4.585,0.82,0.865,118.8,70512.0,1195.0
3.911,3.126,1.16,0.813,118.9,70540.0,1457.0
2.81,4.325,0.434,0.882,118.9,70562.0,1161.0
3.575,4.933,0.678,0.897,119.1,70659.0,1125.0
2.765,4.003,0.585,0.867,119.2,70710.0,1233.0
3.142,3.405,0.914,0.811,119.4,70874.0,1393.0
2.037,5.036,0.625,0.906,119.4,70885.0,1088.0
2.974,5.236,0.833,0.889,119.5,70942.0,1101.0
2.389,3.799,1.068,0.817,119.6,70975.0,1368.0
3.037,3.546,1.018,0.804,120.0,71185.0,1394.0
2.61,3.732,1.085,0.833,120.1,71284.0,1380.0
3.61,4.701,0.621,0.882,120.3,71371.0,1148.0
2.181,3.836,1.178,0.827,120.3,71399.0,1377.0
3.21,3.466,1.053,0.812,120.3,71405.0,1409.0
3.094,5.515,0.611,0.95,120.4,71441.0,1048.0
3.783,4.146,0.847,0.843,120.5,71493.0,1270.0
2.672,3.7,1.131,0.802,120.8,71672.0,1390.0
3.056,5.314,0.537,0.945,121.0,71789.0,1066.0
2.962,3.582,1.128,0.831,121.0,71812.0,1405.0
3.639,6.124,0.699,0.978,121.1,71841.0,1003.0
3.386,5.879,0.543,0.99,121.3,71989.0,1018.0
2.882,4.339,0.842,0.857,121.5,72105.0,1239.0
2.009,5.872,1.027,0.929,121.6,72153.0,1059.0
2.811,5.898,1.129,0.961,121.6,72156.0,1076.0
2.63,4.326,0.804,0.877,121.6,72167.0,1234.0
2.0,4.503,0.925,0.869,121.8,72266.0,1224.0
2.975,4.241,0.473,0.9,121.8,72297.0,1179.0
2.997,3.491,1.138,0.817,121.8,72299.0,1417.0
2.384,5.487,0.601,0.94,121.9,72325.0,1042.0
2.368,3.897,0.39,0.895,122.3,72600.0,1200.0
2.962,5.702,0.838,0.972,122.4,72661.0,1058.0
2.831,6.192,0.786,0.995,122.5,72697.0,995.0
2.039,5.433,0.578,0.968,122.5,72723.0,1044.0
3.702,5.656,0.514,0.996,122.8,72888.0,1054.0
3.957,4.061,0.548,0.897,122.8,72889.0,1222.0
2.942,4.987,0.473,0.953,123.1,73040.0,1102.0
2.668,3.67,0.582,0.841,123.2,73136.0,1271.0
3.929,3.438,0.744,0.867,123.5,73317.0,1340.0
3.211,3.964,0.465,0.884,123.5,73320.0,1214.0
2.667,5.164,1.012,0.923,123.6,73325.0,1142.0
3.172,4.71,0.672,0.881,123.6,73361.0,1152.0
2.46,4.258,0.864,0.859,123.9,73508.0,1253.0
2.602,5.783,1.101,0.927,123.9,73524.0,1089.0
3.816,3.033,0.625,0.85,124.0,73562.0,1360.0
3.825,4.881,0.528,0.926,124.0,73588.0,1139.0
3.164,4.786,0.729,0.9,124.1,73671.0,1152.0
2.258,4.108,0.447,0.892,124.3,73775.0,1185.0
2.65,6.081,0.744,0.993,124.4,73798.0,1003.0
3.643,5.79,0.602,0.998,124.5,73885.0,1042.0
2.159,5.742,1.069,0.97,124.6,73952.0,1088.0
2.726,4.917,0.802,0.881,124.7,74002.0,1141.0
3.597,3.432,0.698,0.858,124.7,74018.0,1331.0
2.472,4.414,1.152,0.852,124.9,74116.0,1275.0
2.744,4.792,0.728,0.884,125.0,74201.0,1147.0
3.159,4.937,0.889,0.904,125.1,74250.0,1161.0
3.154,4.945,0.919,0.92,125.5,74450.0,1165.0
3.934,3.429,0.344,0.969,125.5,74462.0,1271.0
2.36,5.695,1.062,0.956,125.5,74474.0,1096.0
3.105,5.669,1.046,0.935,125.5,74482.0,1104.0
3.422,3.049,0.288,0.967,125.5,74485.0,1288.0
2.493,4.862,0.783,0.898,125.6,74508.0,1143.0
2.185,5.995,0.704,0.981,125.7,74620.0,1006.0
3.534,3.72,0.846,0.853,125.9,74712.0,1328.0
3.111,5.029,1.068,0.882,126.0,74759.0,1179.0
3.805,4.888,1.016,0.895,126.0,74771.0,1201.0
3.751,5.011,1.173,0.922,126.1,74806.0,1206.0
2.231,5.012,0.972,0.919,126.1,74819.0,1154.0
3.253,3.104,0.388,0.902,126.2,74878.0,1292.0
2.02,3.34,1.193,0.823,126.2,74884.0,1442.0
3.824,4.76,0.919,0.908,126.2,74920.0,1202.0
2.183,3.242,1.109,0.83,126.3,74960.0,1440.0
3.941,3.226,0.816,0.85,126.6,75106.0,1378.0
2.847,3.813,0.774,0.836,126.7,75198.0,1300.0
3.208,3.62,0.457,0.903,126.8,75243.0,1252.0
3.989,4.853,1.094,0.908,126.9,75299.0,1222.0
3.335,3.173,0.303,0.935,127.1,75408.0,1281.0
3.851,4.299,0.71,0.888,127.1,75418.0,1227.0
2.871,4.115,1.029,0.864,127.2,75467.0,1304.0
3.2,3.507,0.725,0.857,127.2,75508.0,1328.0
2.744,4.985,0.37,0.986,127.4,75591.0,1125.0
3.59,5.133,0.446,0.999,127.5,75680.0,1120.0
3.859,4.485,0.811,0.912,127.5,75689.0,1223.0
2.324,6.048,0.925,0.981,127.7,75792.0,1043.0
2.374,5.978,0.807,0.987,127.8,75825.0,1031.0
3.124,5.554,1.054,0.933,127.9,75879.0,1124.0
3.51,6.013,0.951,0.984,127.9,75909.0,1066.0
2.335,4.179,1.121,0.842,128.1,76024.0,1308.0
3.786,5.298,0.843,0.936,128.3,76152.0,1136.0
2.232,5.993,0.877,0.994,128.4,76217.0,1042.0
2.255,3.362,0.221,0.997,128.5,76237.0,1289.0
3.482,5.09,0.681,0.937,128.6,76310.0,1132.0
2.671,4.912,1.099,0.9,128.8,76407.0,1197.0
3.369,3.925,1.131,0.842,128.8,76463.0,1349.0
3.126,5.99,0.963,0.992,129.0,76547.0,1067.0
3.078,4.761,0.958,0.912,129.1,76589.0,1200.0
2.548,4.671,0.821,0.912,129.2,76691.0,1181.0
2.788,3.769,0.869,0.835,129.3,76728.0,1326.0
2.984,3.772,0.927,0.872,129.5,76833.0,1336.0
2.493,4.083,1.158,0.848,129.5,76866.0,1329.0
3.171,4.68,0.918,0.881,129.5,76876.0,1205.0
3.403,3.773,1.081,0.872,129.7,76947.0,1362.0
2.215,4.555,0.441,0.948,129.7,76965.0,1147.0
3.161,4.754,0.38,0.982,129.9,77062.0,1159.0
3.141,5.453,1.086,0.948,130.1,77217.0,1146.0
3.113,5.233,0.479,0.995,130.2,77245.0,1103.0
2.082,3.08,0.271,0.955,130.2,77267.0,1287.0
3.903,3.079,0.987,0.873,130.3,77351.0,1425.0
2.695,4.852,1.194,0.888,130.5,77431.0,1220.0
3.943,5.312,1.017,0.929,130.5,77449.0,1170.0
3.621,5.837,0.887,0.99,130.6,77507.0,1086.0
3.283,3.641,0.37,0.965,130.7,77570.0,1251.0
3.455,4.262,0.758,0.886,130.8,77639.0,1238.0
3.137,4.504,0.851,0.914,131.0,77749.0,1219.0
2.395,3.592,0.46,0.924,131.0,77763.0,1250.0
2.33,4.016,0.375,0.927,131.3,77900.0,1203.0
3.308,3.532,0.986,0.857,131.3,77933.0,1377.0
2.18,4.496,0.766,0.919,131.4,77960.0,1196.0
3.009,4.279,0.453,0.93,131.5,78047.0,1193.0
3.335,4.711,1.175,0.922,131.7,78151.0,1246.0
2.39,4.741,1.125,0.894,132.0,78345.0,1224.0
3.405,5.868,1.047,0.984,132.2,78475.0,1108.0
2.947,4.983,0.696,0.95,132.4,78555.0,1143.0
2.77,5.018,0.706,0.958,132.5,78615.0,1138.0
2.661,3.771,0.369,0.942,132.6,78699.0,1231.0
3.649,4.963,0.778,0.943,132.7,78769.0,1174.0
3.983,3.557,0.448,0.952,133.5,79209.0,1288.0
3.485,4.828,0.714,0.94,133.6,79309.0,1178.0
3.648,4.381,1.034,0.881,133.8,79389.0,1278.0
3.978,3.698,0.766,0.912,134.1,79567.0,1321.0
3.053,3.265,0.942,0.85,134.4,79754.0,1402.0
3.29,3.286,0.54,0.901,134.4,79784.0,1310.0
3.067,3.491,1.173,0.878,134.9,80066.0,1410.0
3.097,4.014,0.788,0.882,136.3,80859.0,1276.0
2.932,4.422,1.129,0.919,136.4,80948.0,1278.0
3.925,4.202,1.193,0.891,136.4,80953.0,1333.0
3.723,3.504,0.728,0.88,136.5,80983.0,1333.0
2.622,5.068,0.958,0.962,136.5,81006.0,1180.0
2.221,4.305,0.911,0.918,136.7,81133.0,1252.0
3.611,4.127,1.031,0.885,137.0,81278.0,1314.0
3.269,3.837,0.77,0.88,137.1,81345.0,1295.0
3.918,4.115,1.167,0.919,137.1,81377.0,1341.0
2.772,3.168,0.516,0.903,137.3,81500.0,1315.0
2.478,3.372,0.537,0.917,137.6,81645.0,1295.0
2.172,5.062,1.019,0.935,137.6,81655.0,1187.0
3.964,5.346,0.82,0.974,137.8,81772.0,1161.0
2.349,3.868,0.691,0.893,138.0,81874.0,1273.0
2.344,4.642,0.655,0.965,138.0,81889.0,1179.0
3.226,5.592,1.021,0.992,138.0,81895.0,1147.0
3.186,3.997,0.515,0.933,138.3,82050.0,1243.0
2.433,4.365,1.195,0.888,138.5,82191.0,1292.0
2.415,5.567,0.977,0.987,138.7,82282.0,1134.0
2.416,3.246,1.109,0.852,139.0,82485.0,1431.0
2.554,4.413,0.403,0.994,139.3,82653.0,1195.0
2.782,5.331,0.753,0.978,139.5,82791.0,1131.0
3.966,4.786,0.61,0.998,139.9,83014.0,1202.0
3.813,3.985,0.637,0.929,140.4,83300.0,1284.0
3.836,4.2,0.718,0.966,140.6,83414.0,1275.0
3.51,3.846,1.058,0.894,140.8,83551.0,1354.0
2.031,4.743,0.826,0.938,140.8,83555.0,1198.0
3.623,4.846,1.158,0.969,140.8,83585.0,1263.0
2.582,3.917,0.878,0.89,140.9,83646.0,1306.0
2.847,5.266,0.768,0.984,141.0,83652.0,1146.0
3.656,3.424,0.872,0.923,141.0,83671.0,1374.0
2.107,4.151,1.096,0.888,141.2,83791.0,1305.0
2.204,4.046,0.969,0.898,141.3,83830.0,1303.0
3.005,4.037,1.172,0.911,142.0,84262.0,1342.0
2.222,3.112,0.373,0.966,142.2,84380.0,1300.0
3.23,5.223,0.836,0.994,142.5,84537.0,1173.0
3.664,5.414,1.193,0.973,142.7,84689.0,1213.0
3.932,3.047,0.522,0.97,143.0,84888.0,1365.0
3.783,5.089,0.834,0.974,143.2,84970.0,1201.0
3.967,3.548,0.623,0.942,143.2,84973.0,1337.0
2.522,3.386,0.317,0.976,143.2,84984.0,1293.0
3.016,3.939,1.177,0.881,143.2,84997.0,1357.0
2.561,3.43,0.443,0.967,143.2,85009.0,1283.0
2.444,4.813,1.19,0.939,143.4,85117.0,1257.0
2.426,3.693,0.842,0.885,143.5,85161.0,1330.0
2.238,3.963,0.373,0.991,143.7,85302.0,1239.0
2.135,4.492,0.464,0.992,143.9,85383.0,1191.0
3.526,3.644,1.194,0.917,144.1,85506.0,1402.0
3.804,4.318,0.548,0.981,144.1,85542.0,1251.0
2.682,3.733,0.978,0.899,144.6,85799.0,1348.0
3.51,3.073,0.877,0.91,144.6,85840.0,1414.0
3.386,3.082,0.831,0.88,144.7,85869.0,1402.0
2.804,3.604,0.917,0.89,144.7,85889.0,1355.0
2.045,4.622,0.515,0.981,145.0,86041.0,1182.0
3.171,4.213,0.756,0.965,145.0,86048.0,1272.0
3.668,4.839,0.735,0.991,145.1,86101.0,1216.0
3.536,3.184,0.528,0.96,145.2,86182.0,1346.0
3.401,4.272,0.876,0.931,145.9,86570.0,1294.0
3.888,3.734,0.479,0.989,146.2,86790.0,1307.0
2.707,4.079,0.683,0.965,146.4,86868.0,1268.0
3.872,5.175,1.155,0.989,146.5,86914.0,1250.0
