cut_in_speed,wind_curve_V0,wind_curve_b,powerScale,error_percent,error_abs,kde_error
2.673,8.002,1.07,0.899,57.4,28915.0,524.0
3.591,7.645,0.396,0.878,57.7,29018.0,742.0
2.717,8.078,0.359,0.922,58.2,29284.0,718.0
3.947,7.687,0.667,0.834,58.4,29404.0,530.0
3.403,8.216,0.8,0.938,59.1,29737.0,463.0
2.8,8.023,0.244,0.915,59.1,29763.0,986.0
3.368,7.938,0.97,0.882,59.8,30088.0,519.0
2.766,8.357,0.364,0.963,59.8,30096.0,666.0
3.54,8.276,0.399,0.964,59.8,30120.0,630.0
3.888,6.737,0.293,0.816,60.2,30324.0,1014.0
2.01,7.326,0.66,0.827,60.8,30580.0,591.0
2.399,7.17,0.379,0.802,60.8,30599.0,838.0
2.867,7.288,0.212,0.84,60.8,30620.0,1134.0
2.249,7.629,0.461,0.854,60.8,30628.0,639.0
2.831,8.338,0.275,0.959,61.4,30903.0,875.0
2.012,7.146,0.37,0.811,61.5,30967.0,853.0
3.334,7.623,1.199,0.843,61.5,30972.0,595.0
2.609,8.432,0.62,0.983,61.6,31017.0,441.0
2.593,8.314,0.281,0.947,62.4,31408.0,861.0
2.746,7.888,0.44,0.922,62.5,31468.0,622.0
2.998,7.574,1.05,0.877,63.1,31784.0,578.0
2.902,6.384,0.21,0.825,63.5,31977.0,1190.0
3.802,6.155,0.227,0.819,63.6,32022.0,1160.0
2.001,6.973,0.327,0.812,63.7,32062.0,938.0
3.53,8.06,0.826,0.939,64.2,32317.0,501.0
2.859,7.282,0.29,0.879,64.3,32349.0,960.0
3.21,7.231,0.975,0.803,64.4,32418.0,625.0
2.901,8.269,0.948,0.973,64.4,32420.0,510.0
2.392,7.808,0.886,0.902,64.4,32423.0,527.0
2.503,8.702,0.225,0.983,64.9,32649.0,981.0
3.687,7.224,1.151,0.811,64.9,32685.0,653.0
2.223,8.72,0.231,0.999,65.0,32710.0,965.0
2.386,6.503,0.224,0.81,65.0,32712.0,1169.0
2.488,7.209,0.974,0.831,65.2,32820.0,626.0
3.229,8.282,0.69,0.984,65.5,32990.0,470.0
3.493,8.001,0.259,0.932,65.6,33002.0,944.0
2.541,7.502,1.145,0.856,65.6,33020.0,609.0
3.396,8.386,0.312,0.998,66.3,33373.0,783.0
2.799,7.11,0.267,0.837,66.4,33433.0,1025.0
3.82,7.648,0.458,0.918,66.6,33544.0,661.0
2.511,7.732,0.554,0.888,67.0,33741.0,556.0
2.858,7.726,0.871,0.916,67.1,33755.0,543.0
3.496,7.718,0.915,0.902,67.2,33804.0,555.0
2.733,7.714,0.735,0.886,67.5,33988.0,527.0
2.376,6.924,0.44,0.815,67.7,34078.0,796.0
2.87,7.705,0.96,0.885,67.7,34095.0,565.0
3.759,7.413,0.883,0.877,67.8,34115.0,587.0
3.931,7.425,1.101,0.872,67.9,34160.0,621.0
2.398,8.0,0.54,0.93,67.9,34189.0,532.0
2.367,7.633,0.309,0.897,68.2,34313.0,877.0
2.226,7.242,0.351,0.846,68.2,34349.0,859.0
3.722,8.179,0.78,0.986,68.3,34366.0,503.0
3.241,6.688,0.224,0.852,68.6,34522.0,1129.0
3.611,7.362,0.74,0.876,68.7,34588.0,587.0
2.76,5.919,0.202,0.833,69.3,34871.0,1234.0
3.259,7.899,1.137,0.948,69.4,34910.0,592.0
3.609,8.136,0.906,0.986,69.4,34911.0,531.0
3.148,7.643,0.824,0.899,69.7,35101.0,555.0
3.9,7.035,0.956,0.829,69.8,35146.0,668.0
2.764,8.234,0.405,0.987,70.3,35405.0,649.0
3.001,7.353,1.078,0.845,70.4,35437.0,628.0
3.413,7.302,0.714,0.873,70.5,35484.0,599.0
2.361,6.998,0.785,0.823,70.6,35549.0,648.0
3.45,6.413,0.337,0.832,70.9,35665.0,1006.0
3.096,7.34,1.145,0.872,70.9,35694.0,642.0
2.587,7.605,1.119,0.895,71.2,35823.0,616.0
3.836,7.515,0.544,0.904,71.3,35890.0,624.0
3.277,7.853,0.804,0.953,71.4,35944.0,541.0
3.75,7.304,0.971,0.854,71.5,35993.0,622.0
3.075,6.833,0.554,0.806,71.6,36028.0,741.0
2.556,7.829,1.087,0.966,72.0,36254.0,596.0
3.341,7.826,0.946,0.942,72.2,36339.0,571.0
2.195,7.866,0.39,0.943,72.3,36407.0,703.0
3.896,8.054,0.405,0.99,72.4,36438.0,694.0
3.308,7.798,0.526,0.94,72.9,36714.0,593.0
2.055,6.8,0.257,0.87,73.1,36803.0,1077.0
2.427,7.802,0.32,0.972,73.3,36907.0,829.0
2.171,8.025,0.892,0.978,73.7,37107.0,548.0
3.666,7.247,1.122,0.876,73.8,37150.0,658.0
2.001,8.053,0.645,0.983,74.0,37259.0,514.0
2.705,8.009,0.946,0.997,74.1,37285.0,562.0
3.683,6.629,0.518,0.827,74.2,37338.0,809.0
2.161,7.302,0.275,0.904,74.2,37348.0,982.0
3.384,7.495,0.86,0.913,74.5,37508.0,592.0
2.469,6.903,1.021,0.806,74.6,37561.0,694.0
2.964,7.16,0.694,0.844,74.9,37677.0,626.0
2.142,6.906,1.119,0.805,74.9,37692.0,708.0
2.084,7.205,0.961,0.858,75.1,37777.0,633.0
2.224,6.717,0.541,0.814,75.1,37808.0,763.0
3.782,7.842,0.251,0.985,75.2,37828.0,963.0
3.215,6.375,0.248,0.854,75.4,37935.0,1118.0
3.984,5.004,0.221,0.817,75.7,38093.0,1227.0
3.176,7.197,1.198,0.837,75.7,38113.0,680.0
3.772,6.81,0.89,0.805,76.1,38282.0,706.0
2.089,7.434,0.607,0.902,76.1,38300.0,595.0
2.887,7.991,0.244,0.989,76.2,38362.0,986.0
2.647,7.934,1.141,0.99,76.5,38499.0,614.0
2.808,7.432,0.89,0.9,76.9,38694.0,607.0
2.414,6.792,0.842,0.825,77.0,38737.0,695.0
2.378,7.423,1.02,0.926,77.4,38980.0,633.0
2.918,6.879,0.457,0.877,78.2,39384.0,793.0
3.945,7.608,0.742,0.935,79.0,39754.0,595.0
2.102,7.087,1.145,0.876,79.3,39923.0,691.0
3.848,6.277,0.47,0.827,79.4,39957.0,907.0
3.854,6.528,0.673,0.83,80.4,40462.0,771.0
2.351,5.668,0.261,0.83,80.8,40645.0,1168.0
3.708,6.641,0.443,0.855,81.1,40816.0,857.0
2.571,6.487,0.573,0.819,81.2,40887.0,796.0
3.067,7.281,0.767,0.913,81.3,40897.0,623.0
3.853,6.794,0.566,0.846,81.3,40903.0,748.0
3.439,5.676,0.31,0.808,81.3,40908.0,1118.0
2.191,6.924,0.629,0.87,81.4,40954.0,680.0
2.599,6.686,1.098,0.812,81.5,41030.0,749.0
3.611,5.096,0.249,0.809,81.6,41055.0,1206.0
3.93,6.995,1.049,0.835,81.6,41060.0,702.0
3.0,6.862,0.585,0.865,81.7,41115.0,714.0
3.848,7.153,0.31,0.958,81.9,41225.0,932.0
2.206,6.598,0.797,0.819,82.2,41361.0,732.0
3.378,7.537,0.857,0.929,82.3,41407.0,617.0
3.023,7.161,0.528,0.901,82.3,41416.0,694.0
3.251,7.538,0.874,0.938,82.3,41427.0,619.0
2.529,6.973,0.969,0.837,82.4,41489.0,683.0
3.3,6.893,0.712,0.845,82.5,41517.0,686.0
3.515,6.024,0.281,0.863,82.8,41687.0,1103.0
3.743,6.604,0.996,0.815,82.9,41733.0,760.0
3.131,6.919,0.815,0.837,83.0,41772.0,677.0
2.602,6.881,0.704,0.85,83.3,41927.0,681.0
2.774,6.812,0.587,0.867,83.3,41941.0,720.0
2.385,7.429,0.41,0.963,83.4,41959.0,757.0
2.485,6.385,0.555,0.815,83.4,41974.0,824.0
2.066,7.498,0.719,0.952,83.7,42139.0,600.0
2.84,5.561,0.296,0.82,84.3,42421.0,1145.0
2.221,6.777,0.579,0.858,84.6,42589.0,726.0
3.062,7.196,0.929,0.896,84.8,42698.0,665.0
2.762,6.78,0.644,0.855,85.2,42902.0,713.0
3.22,6.753,0.344,0.889,85.3,42919.0,941.0
2.226,6.359,0.33,0.853,85.3,42928.0,1009.0
3.203,6.652,0.539,0.851,85.6,43110.0,782.0
2.032,6.848,0.333,0.915,85.8,43198.0,935.0
2.553,6.395,0.678,0.809,85.8,43208.0,782.0
3.857,5.644,0.278,0.864,86.3,43435.0,1124.0
3.434,6.85,1.051,0.856,86.5,43538.0,727.0
3.117,6.469,0.989,0.825,87.2,43898.0,782.0
3.381,7.401,1.086,0.965,87.5,44062.0,684.0
3.796,7.64,1.136,0.974,87.7,44139.0,675.0
3.151,7.372,0.81,0.933,87.9,44247.0,642.0
3.214,6.036,0.497,0.812,88.0,44272.0,927.0
2.426,5.569,0.322,0.825,88.0,44313.0,1116.0
3.319,6.061,0.519,0.818,88.1,44339.0,911.0
2.92,5.961,0.454,0.813,88.3,44443.0,961.0
3.736,7.589,0.65,0.991,88.3,44461.0,629.0
3.882,5.568,0.399,0.812,88.4,44474.0,1063.0
3.718,6.232,0.686,0.802,88.5,44568.0,828.0
2.404,7.363,0.909,0.947,88.7,44660.0,657.0
3.082,7.396,0.299,0.983,88.8,44711.0,942.0
2.672,7.038,0.807,0.898,89.5,45033.0,676.0
2.567,6.025,0.211,0.884,89.6,45102.0,1217.0
3.13,6.755,1.061,0.868,89.7,45142.0,746.0
2.468,6.463,0.285,0.89,89.8,45197.0,1048.0
2.052,7.413,0.253,0.994,89.8,45199.0,1013.0
3.22,6.392,1.05,0.818,89.8,45223.0,805.0
2.626,6.325,0.423,0.856,90.4,45478.0,915.0
2.283,6.595,0.332,0.896,90.7,45630.0,972.0
3.239,7.306,1.124,0.971,91.1,45843.0,709.0
3.208,7.114,0.471,0.968,91.5,46047.0,770.0
3.499,7.527,0.84,0.974,91.6,46118.0,648.0
2.291,4.16,0.201,0.82,92.4,46494.0,1356.0
3.389,6.548,0.729,0.857,92.5,46561.0,760.0
2.917,7.238,0.828,0.958,92.7,46638.0,672.0
2.614,6.683,0.433,0.926,92.8,46695.0,850.0
2.811,7.242,1.044,0.93,93.3,46969.0,707.0
3.566,6.688,0.318,0.944,93.3,46983.0,985.0
2.515,7.206,0.756,0.93,93.5,47061.0,667.0
3.596,6.601,0.971,0.862,93.7,47176.0,768.0
3.574,6.909,0.415,0.933,93.9,47243.0,859.0
3.514,7.347,0.48,0.996,93.9,47284.0,751.0
3.019,6.584,0.937,0.857,94.3,47479.0,760.0
2.851,6.053,0.269,0.888,94.4,47513.0,1116.0
2.104,5.944,0.341,0.844,94.4,47514.0,1043.0
3.271,4.625,0.212,0.843,94.6,47592.0,1287.0
3.723,6.23,1.116,0.802,94.7,47674.0,852.0
2.952,6.897,0.922,0.888,94.7,47688.0,725.0
3.57,4.718,0.305,0.827,94.8,47701.0,1209.0
2.437,5.405,0.26,0.876,95.2,47933.0,1192.0
3.071,6.539,1.081,0.84,96.7,48676.0,793.0
3.335,6.758,0.719,0.913,96.8,48718.0,737.0
3.625,6.487,0.478,0.911,96.8,48738.0,864.0
3.774,7.018,0.639,0.968,96.9,48754.0,726.0
2.576,5.919,0.385,0.873,97.0,48810.0,1006.0
