cut_in_speed,wind_curve_V0,wind_curve_b,powerScale,error_percent,error_abs,kde_error
2.988,6.912,1.016,0.892,96.9,51287.0,786.0
2.639,6.8,0.221,0.999,97.1,51367.0,1064.0
3.683,7.384,0.485,0.991,97.2,51412.0,748.0
3.783,6.401,0.817,0.856,97.3,51486.0,830.0
2.836,5.67,0.254,0.893,97.3,51505.0,1105.0
2.077,4.25,0.256,0.821,97.4,51523.0,1257.0
3.06,7.065,0.516,0.952,97.4,51550.0,756.0
2.864,6.008,0.92,0.825,97.5,51570.0,907.0
3.36,5.415,0.495,0.819,97.5,51577.0,1008.0
3.627,7.23,0.975,0.943,97.5,51591.0,758.0
2.919,6.918,0.42,0.936,97.9,51779.0,825.0
3.146,6.347,0.721,0.87,98.0,51830.0,824.0
2.039,6.445,0.393,0.913,98.0,51877.0,879.0
3.577,4.895,0.22,0.924,98.2,51971.0,1186.0
3.497,6.147,0.585,0.837,98.4,52071.0,864.0
2.906,5.768,0.401,0.849,98.5,52135.0,980.0
2.542,5.846,0.407,0.837,98.6,52185.0,963.0
2.004,7.209,1.133,0.966,98.8,52266.0,787.0
2.911,7.517,1.128,0.99,98.8,52271.0,765.0
3.824,5.845,0.248,0.945,98.8,52272.0,1082.0
3.92,6.817,0.998,0.903,99.0,52374.0,808.0
3.248,7.505,1.092,0.999,99.1,52433.0,760.0
2.064,5.994,1.051,0.827,99.1,52455.0,921.0
2.947,5.76,0.699,0.832,99.3,52555.0,933.0
2.589,6.847,0.25,0.975,99.3,52560.0,1022.0
3.105,4.886,0.397,0.823,100.5,53181.0,1119.0
3.774,7.241,0.499,0.981,100.8,53360.0,769.0
2.518,6.405,1.186,0.857,100.8,53360.0,873.0
2.798,6.792,0.267,0.993,101.1,53490.0,1007.0
3.539,7.03,0.711,0.962,101.2,53559.0,754.0
2.9,6.175,0.675,0.847,101.3,53599.0,853.0
2.04,5.717,0.272,0.909,101.6,53768.0,1082.0
3.285,6.17,0.726,0.855,101.9,53934.0,858.0
3.647,4.937,0.463,0.828,102.0,53967.0,1087.0
2.501,6.464,0.314,0.96,102.0,53970.0,966.0
2.073,5.175,0.3,0.87,102.1,54014.0,1109.0
3.309,6.698,0.916,0.902,102.1,54029.0,809.0
3.606,5.759,0.253,0.938,102.1,54046.0,1093.0
3.573,6.433,0.572,0.924,102.5,54214.0,839.0
3.102,5.787,0.964,0.813,102.8,54379.0,957.0
3.818,7.018,0.869,0.954,102.9,54426.0,781.0
2.101,6.621,0.755,0.917,103.3,54639.0,793.0
3.008,6.859,0.55,0.944,103.4,54686.0,787.0
3.803,6.692,1.167,0.893,103.5,54741.0,857.0
3.47,5.85,0.2,0.992,103.5,54743.0,1147.0
2.63,6.739,0.28,0.987,103.7,54855.0,998.0
3.072,7.348,1.013,0.995,104.0,55023.0,771.0
3.977,5.703,1.035,0.806,104.1,55067.0,991.0
2.759,7.029,1.13,0.939,104.2,55127.0,817.0
2.442,5.835,0.506,0.839,104.2,55144.0,920.0
2.208,3.76,0.203,0.846,104.4,55265.0,1320.0
3.333,5.894,0.602,0.861,104.6,55353.0,907.0
2.52,6.897,0.65,0.944,104.9,55504.0,768.0
3.951,4.742,0.352,0.869,105.0,55574.0,1132.0
3.422,4.801,0.462,0.815,105.1,55590.0,1106.0
2.087,6.96,0.818,0.939,105.1,55590.0,768.0
2.924,6.83,0.588,0.95,105.1,55611.0,788.0
2.53,5.75,1.103,0.826,105.2,55636.0,975.0
2.059,6.931,0.738,0.935,105.2,55679.0,762.0
3.486,4.605,0.434,0.804,105.7,55936.0,1139.0
3.387,4.962,0.265,0.911,105.8,55960.0,1143.0
2.64,6.702,0.299,0.986,105.9,56042.0,981.0
3.314,4.78,0.466,0.802,106.1,56150.0,1108.0
3.073,6.132,0.976,0.864,106.4,56318.0,896.0
3.379,4.707,0.329,0.847,106.7,56447.0,1148.0
3.692,5.976,0.464,0.882,106.8,56525.0,941.0
3.424,3.796,0.336,0.826,107.0,56633.0,1257.0
2.455,5.055,0.51,0.821,107.2,56710.0,1057.0
2.632,4.396,0.272,0.864,107.3,56762.0,1212.0
2.584,6.565,1.142,0.906,107.3,56771.0,869.0
3.458,6.604,0.334,0.974,107.4,56823.0,969.0
3.935,6.007,0.262,0.975,107.4,56834.0,1084.0
3.402,6.543,1.119,0.89,107.6,56925.0,873.0
3.481,4.971,0.562,0.818,107.8,57046.0,1074.0
2.168,7.154,0.621,0.978,107.8,57057.0,745.0
3.125,6.87,0.904,0.955,107.9,57073.0,806.0
2.06,6.893,1.042,0.943,108.1,57197.0,824.0
2.514,6.419,0.393,0.937,108.1,57221.0,914.0
3.974,3.782,0.289,0.877,108.4,57378.0,1229.0
2.067,5.605,1.119,0.823,108.7,57526.0,1003.0
3.52,6.104,0.264,0.974,108.8,57561.0,1084.0
3.992,6.491,1.179,0.884,109.0,57648.0,899.0
3.717,6.124,0.583,0.923,109.2,57800.0,897.0
3.093,7.191,1.195,0.978,109.3,57844.0,833.0
3.489,5.111,0.664,0.821,109.5,57937.0,1055.0
2.829,5.605,0.26,0.951,109.6,57970.0,1110.0
3.777,5.085,0.688,0.825,109.7,58022.0,1064.0
3.688,4.914,0.607,0.814,109.9,58130.0,1087.0
2.846,6.507,0.494,0.969,110.3,58339.0,860.0
3.124,5.6,0.208,0.991,110.3,58378.0,1169.0
2.773,6.17,0.58,0.894,110.3,58384.0,875.0
3.779,6.675,0.724,0.948,110.5,58442.0,831.0
3.508,7.134,1.062,0.995,110.7,58588.0,819.0
2.822,7.123,0.943,0.982,110.9,58653.0,797.0
3.834,5.647,0.323,0.93,111.2,58812.0,1066.0
2.743,7.123,1.18,0.987,111.5,59010.0,840.0
3.901,5.421,1.166,0.817,111.7,59078.0,1058.0
3.209,6.214,0.415,0.934,111.7,59096.0,945.0
2.87,6.887,0.509,0.999,111.9,59199.0,819.0
2.472,6.505,0.522,0.927,111.9,59221.0,849.0
3.851,4.676,0.597,0.818,112.1,59339.0,1128.0
3.515,5.421,1.155,0.826,112.2,59386.0,1053.0
2.854,6.758,1.179,0.94,112.5,59543.0,873.0
3.879,5.776,0.512,0.888,112.5,59548.0,969.0
2.793,4.482,0.327,0.868,112.7,59630.0,1174.0
2.747,4.565,0.482,0.802,112.8,59693.0,1134.0
3.971,6.413,0.59,0.934,112.8,59709.0,882.0
2.43,6.716,1.006,0.96,113.1,59867.0,849.0
3.756,5.12,0.36,0.906,113.2,59894.0,1091.0
2.507,5.587,0.276,0.946,113.3,59938.0,1098.0
3.377,5.224,0.516,0.864,113.6,60105.0,1031.0
3.933,6.983,0.846,0.986,113.7,60154.0,816.0
2.827,6.318,1.072,0.899,113.8,60201.0,906.0
2.902,4.849,0.295,0.896,114.2,60435.0,1146.0
3.785,4.402,0.549,0.805,114.2,60444.0,1164.0
2.963,6.695,1.154,0.97,114.3,60483.0,880.0
2.555,6.687,1.102,0.957,114.4,60537.0,872.0
2.149,4.634,0.507,0.803,114.8,60736.0,1120.0
3.562,3.88,0.319,0.846,115.0,60867.0,1227.0
2.933,4.966,0.441,0.877,115.1,60893.0,1072.0
3.641,4.758,0.323,0.903,115.1,60905.0,1142.0
3.673,6.156,0.871,0.904,115.4,61054.0,918.0
3.697,4.481,0.586,0.825,115.5,61110.0,1156.0
2.557,6.232,0.459,0.935,115.6,61147.0,916.0
3.256,5.248,1.083,0.805,115.6,61151.0,1073.0
3.723,5.98,0.434,0.929,115.6,61189.0,981.0
2.817,3.167,0.318,0.821,115.6,61191.0,1324.0
2.771,6.606,0.933,0.952,115.8,61266.0,858.0
3.113,4.412,0.523,0.804,116.1,61445.0,1153.0
2.668,6.622,1.064,0.959,116.1,61455.0,878.0
3.546,3.566,0.407,0.809,116.2,61508.0,1261.0
3.258,4.775,0.435,0.84,116.4,61580.0,1101.0
3.676,6.555,0.916,0.953,116.5,61632.0,875.0
2.409,6.354,0.549,0.958,116.5,61655.0,871.0
2.199,6.58,0.936,0.97,116.7,61756.0,861.0
2.222,3.146,0.231,0.838,117.0,61908.0,1346.0
3.845,6.029,0.824,0.911,117.3,62080.0,939.0
3.177,4.641,0.416,0.839,117.3,62087.0,1123.0
3.857,5.207,0.318,0.97,117.4,62100.0,1122.0
3.729,6.673,0.588,0.982,117.9,62368.0,860.0
3.041,5.224,0.583,0.86,118.0,62448.0,1024.0
3.151,3.218,0.272,0.863,118.5,62697.0,1299.0
2.121,5.545,0.79,0.863,118.6,62751.0,968.0
2.506,4.021,0.439,0.812,118.7,62825.0,1215.0
2.07,4.457,0.262,0.903,118.8,62869.0,1204.0
2.065,4.868,0.726,0.817,118.8,62877.0,1092.0
3.693,4.538,0.256,0.934,118.9,62913.0,1196.0
2.76,4.0,0.454,0.815,119.1,63027.0,1212.0
2.58,6.843,0.915,0.988,119.4,63151.0,840.0
2.29,6.192,0.527,0.94,119.8,63385.0,903.0
2.799,6.843,1.022,0.977,119.9,63423.0,860.0
2.846,6.377,0.742,0.936,119.9,63436.0,878.0
3.155,5.501,0.887,0.854,120.2,63585.0,1001.0
3.235,5.622,1.142,0.862,120.2,63618.0,1020.0
2.047,4.788,0.73,0.825,120.5,63732.0,1106.0
3.452,4.123,0.29,0.885,120.5,63750.0,1209.0
2.24,5.463,0.809,0.876,120.7,63869.0,986.0
3.849,6.795,1.042,0.974,120.9,63993.0,880.0
3.779,6.472,0.541,0.994,121.0,64018.0,901.0
2.811,5.73,0.39,0.93,121.0,64028.0,1020.0
3.077,5.041,1.185,0.809,121.1,64049.0,1121.0
2.602,6.051,0.492,0.928,121.1,64055.0,938.0
3.164,4.359,0.304,0.9,121.2,64145.0,1194.0
2.638,5.859,0.726,0.904,121.5,64308.0,938.0
3.906,4.824,0.591,0.855,121.8,64423.0,1102.0
3.507,4.788,0.541,0.858,121.9,64487.0,1101.0
2.924,4.957,0.553,0.865,121.9,64513.0,1069.0
3.908,3.743,0.557,0.827,122.0,64557.0,1256.0
3.773,5.421,0.995,0.849,122.4,64744.0,1043.0
2.554,6.335,0.839,0.926,122.6,64876.0,896.0
3.093,4.902,0.384,0.907,122.6,64881.0,1109.0
3.421,6.365,1.01,0.969,122.9,65032.0,924.0
3.051,4.762,0.906,0.808,123.0,65086.0,1140.0
2.148,5.507,1.101,0.864,123.2,65191.0,1025.0
2.197,5.939,0.999,0.91,123.6,65382.0,965.0
2.781,6.685,0.86,0.996,123.6,65402.0,862.0
3.848,3.289,0.214,0.953,123.6,65412.0,1278.0
3.734,4.692,0.3,0.932,123.6,65415.0,1176.0
2.566,5.782,0.742,0.886,123.8,65504.0,954.0
2.701,5.006,0.399,0.903,123.8,65519.0,1088.0
3.291,4.653,0.279,0.962,123.9,65540.0,1193.0
2.6,6.716,1.084,0.998,124.1,65687.0,893.0
3.156,3.581,0.342,0.862,124.4,65819.0,1259.0
3.806,4.46,0.527,0.875,124.6,65914.0,1152.0
2.785,5.836,0.882,0.902,124.7,65956.0,968.0
2.466,4.068,0.371,0.856,124.9,66069.0,1207.0
2.793,4.852,0.565,0.867,124.9,66082.0,1085.0
2.267,4.97,0.391,0.888,125.3,66299.0,1090.0
2.011,6.486,0.583,0.999,125.3,66308.0,871.0
3.688,6.173,0.821,0.955,125.4,66360.0,939.0
3.889,5.877,1.18,0.917,125.5,66415.0,1021.0
3.661,6.622,0.988,0.988,126.0,66665.0,903.0
2.003,5.801,0.902,0.924,126.2,66772.0,972.0
2.363,5.259,0.875,0.855,126.3,66808.0,1032.0
2.617,5.752,0.858,0.915,126.5,66944.0,978.0
2.226,3.894,0.521,0.828,126.8,67084.0,1222.0
2.096,4.317,0.42,0.843,126.9,67125.0,1164.0
3.157,5.68,0.481,0.954,126.9,67168.0,1011.0
2.78,3.72,0.36,0.849,127.0,67180.0,1246.0
2.604,4.671,1.005,0.81,127.0,67201.0,1168.0
3.934,3.528,0.246,0.951,127.2,67299.0,1268.0
2.128,5.825,1.079,0.919,127.2,67315.0,998.0
3.783,3.843,0.329,0.916,127.3,67340.0,1232.0
2.244,6.587,0.949,0.984,127.4,67423.0,892.0
2.583,4.03,0.398,0.843,127.6,67497.0,1203.0
2.547,5.509,0.648,0.908,127.7,67584.0,993.0
3.345,4.252,0.273,0.928,128.1,67761.0,1228.0
2.108,3.184,0.228,0.915,128.5,67973.0,1328.0
2.719,4.813,0.631,0.859,128.6,68024.0,1094.0
2.112,3.0,0.283,0.847,128.6,68063.0,1326.0
3.041,3.622,0.559,0.827,129.2,68370.0,1265.0
3.181,5.865,0.413,0.984,129.5,68540.0,1029.0
2.245,3.839,0.559,0.801,129.6,68565.0,1229.0
2.931,5.478,0.323,0.979,129.7,68604.0,1114.0
3.569,5.45,0.756,0.882,129.8,68680.0,1029.0
2.864,5.203,1.098,0.865,129.9,68717.0,1082.0
3.777,4.926,0.869,0.872,130.0,68765.0,1112.0
2.583,5.219,1.124,0.86,130.0,68769.0,1081.0
3.722,4.214,0.39,0.919,130.0,68779.0,1199.0
3.758,5.106,0.314,0.982,130.1,68859.0,1162.0
2.888,5.571,0.483,0.931,130.2,68871.0,1024.0
3.723,5.689,1.15,0.889,130.3,68927.0,1049.0
3.843,3.7,0.471,0.836,130.4,68970.0,1245.0
2.818,5.038,0.87,0.835,130.4,68984.0,1077.0
3.829,3.352,0.314,0.915,130.5,69023.0,1272.0
2.604,5.722,1.182,0.922,130.6,69078.0,1036.0
3.348,5.01,0.938,0.849,131.1,69344.0,1099.0
3.78,4.176,0.988,0.805,131.2,69422.0,1261.0
2.27,5.746,0.557,0.929,131.3,69487.0,979.0
3.3,5.637,1.098,0.9,131.6,69644.0,1045.0
3.533,3.644,0.691,0.805,131.9,69779.0,1291.0
3.636,4.197,0.572,0.872,131.9,69815.0,1192.0
3.259,5.087,1.112,0.846,132.1,69880.0,1110.0
2.642,6.282,0.67,0.996,132.3,69986.0,918.0
3.922,3.164,0.431,0.843,132.5,70102.0,1294.0
2.722,4.824,0.339,0.937,132.6,70170.0,1155.0
2.96,5.957,0.852,0.96,132.6,70175.0,976.0
2.107,4.818,0.725,0.849,132.6,70176.0,1099.0
3.311,5.868,0.765,0.95,132.8,70249.0,983.0
2.932,3.143,0.357,0.87,132.8,70272.0,1303.0
3.167,4.314,1.051,0.802,132.8,70273.0,1245.0
2.235,4.35,0.991,0.819,133.1,70433.0,1223.0
2.521,5.814,0.674,0.942,133.2,70479.0,971.0
2.101,5.875,0.736,0.936,133.5,70617.0,964.0
3.924,6.113,0.66,0.976,133.6,70672.0,968.0
3.747,5.221,0.49,0.967,133.9,70870.0,1092.0
2.306,6.029,1.18,0.964,134.1,70957.0,1009.0
2.863,3.02,0.503,0.804,134.1,70960.0,1330.0
2.809,4.681,0.746,0.853,134.6,71222.0,1129.0
2.942,4.205,0.564,0.85,135.1,71463.0,1184.0
2.425,6.286,0.84,0.984,135.2,71551.0,936.0
2.45,5.72,0.414,0.979,135.3,71580.0,1041.0
3.831,4.897,1.177,0.853,135.3,71584.0,1162.0
2.206,3.028,0.255,0.908,135.3,71591.0,1323.0
3.376,5.681,0.706,0.947,135.6,71767.0,1011.0
2.048,3.41,0.282,0.901,136.3,72108.0,1286.0
3.259,4.773,0.967,0.84,136.5,72200.0,1147.0
2.737,4.854,0.286,0.974,136.5,72209.0,1201.0
3.911,5.728,0.849,0.968,136.5,72246.0,1033.0
2.724,4.018,0.28,0.94,136.6,72276.0,1251.0
3.892,5.623,0.494,0.981,137.0,72464.0,1061.0
2.102,3.707,0.314,0.918,137.0,72502.0,1252.0
2.673,5.257,0.804,0.913,137.2,72577.0,1057.0
3.698,5.445,0.434,0.996,137.2,72611.0,1093.0
3.32,5.359,1.016,0.885,137.4,72686.0,1082.0
3.517,4.105,0.437,0.92,137.5,72769.0,1213.0
2.534,4.185,0.581,0.836,137.9,72944.0,1186.0
3.547,4.713,1.062,0.859,138.3,73163.0,1178.0
3.115,4.786,0.405,0.934,138.4,73222.0,1150.0
2.088,5.781,0.896,0.941,138.5,73306.0,1007.0
2.906,3.912,0.977,0.802,138.6,73323.0,1301.0
2.036,4.098,1.063,0.805,138.6,73337.0,1279.0
3.358,5.365,1.141,0.889,138.6,73354.0,1100.0
3.001,3.871,0.55,0.869,139.0,73542.0,1229.0
2.952,3.634,0.358,0.922,139.4,73766.0,1261.0
2.693,5.761,0.975,0.962,139.7,73916.0,1029.0
2.349,4.349,0.442,0.902,140.0,74063.0,1168.0
2.358,4.708,1.051,0.853,140.5,74321.0,1163.0
3.072,4.677,0.583,0.894,140.5,74344.0,1139.0
3.209,3.775,0.401,0.897,140.7,74430.0,1248.0
3.86,5.022,0.399,0.978,140.7,74434.0,1162.0
3.678,4.99,0.83,0.917,140.9,74547.0,1125.0
2.535,5.257,1.051,0.881,141.1,74667.0,1095.0
3.23,3.251,0.788,0.803,141.2,74692.0,1361.0
3.744,3.214,0.955,0.804,141.2,74736.0,1396.0
2.264,4.476,0.488,0.887,141.4,74819.0,1151.0
3.259,4.485,0.948,0.86,141.4,74836.0,1198.0
2.626,6.152,1.091,0.993,141.5,74861.0,1002.0
3.058,3.642,0.292,0.967,141.5,74867.0,1287.0
3.174,4.586,0.584,0.895,141.7,74985.0,1155.0
3.653,3.587,1.18,0.828,141.7,74986.0,1378.0
3.332,4.39,0.391,0.941,142.1,75211.0,1207.0
2.551,3.197,0.247,0.962,142.2,75233.0,1327.0
2.919,5.297,0.61,0.944,142.2,75239.0,1066.0
2.946,3.638,0.294,0.961,142.6,75469.0,1288.0
2.756,5.248,0.588,0.93,142.8,75573.0,1071.0
3.94,3.041,0.301,0.952,142.9,75591.0,1320.0
2.736,3.831,0.59,0.852,143.0,75677.0,1237.0
3.155,3.354,0.518,0.836,143.1,75693.0,1293.0
2.872,3.712,0.573,0.858,143.2,75762.0,1252.0
2.062,4.868,0.684,0.889,143.3,75840.0,1107.0
3.371,4.215,0.86,0.845,143.6,75992.0,1230.0
3.702,4.037,0.524,0.91,143.8,76089.0,1233.0
3.824,4.097,0.911,0.852,144.0,76195.0,1266.0
2.092,3.1,0.419,0.879,144.1,76269.0,1308.0
2.663,4.595,0.599,0.913,144.2,76290.0,1149.0
2.13,4.885,0.733,0.887,144.3,76368.0,1111.0
3.291,4.691,0.714,0.882,144.8,76591.0,1156.0
3.654,3.589,0.339,0.943,144.9,76667.0,1292.0
3.389,5.575,0.578,0.993,144.9,76694.0,1053.0
2.153,3.981,0.424,0.926,145.0,76746.0,1215.0
2.221,4.777,0.691,0.885,145.2,76830.0,1125.0
2.416,3.491,0.926,0.822,145.3,76856.0,1351.0
3.197,3.311,1.013,0.806,145.4,76908.0,1391.0
3.119,5.955,0.951,0.976,145.6,77045.0,1023.0
2.1,4.873,0.473,0.964,145.9,77172.0,1124.0
3.878,3.132,0.258,0.998,146.5,77526.0,1332.0
2.116,3.556,1.039,0.8,146.7,77629.0,1357.0
3.682,3.775,0.818,0.835,146.9,77710.0,1295.0
3.445,4.637,0.769,0.886,146.9,77744.0,1176.0
3.992,3.111,0.454,0.9,147.0,77756.0,1329.0
2.204,5.449,0.922,0.934,147.5,78043.0,1070.0
3.854,4.958,0.461,0.975,147.6,78072.0,1164.0
2.146,4.375,1.08,0.837,147.6,78093.0,1226.0
2.497,5.247,0.704,0.966,147.6,78115.0,1076.0
3.339,3.068,1.089,0.821,147.7,78128.0,1437.0
3.836,3.765,0.394,0.961,147.7,78173.0,1280.0
2.11,3.059,0.763,0.814,148.0,78297.0,1375.0
2.609,3.394,1.069,0.8,148.1,78368.0,1388.0
2.31,4.759,0.796,0.887,148.3,78480.0,1145.0
3.722,3.791,0.901,0.844,148.5,78573.0,1307.0
2.181,3.22,0.354,0.921,148.6,78628.0,1296.0
3.109,4.086,0.942,0.854,148.6,78641.0,1264.0
2.542,3.1,0.274,0.944,148.7,78705.0,1333.0
3.883,3.23,0.351,0.949,148.8,78725.0,1323.0
3.262,3.06,1.133,0.806,148.9,78781.0,1444.0
3.515,4.39,0.71,0.907,148.9,78788.0,1209.0
2.592,4.792,0.876,0.896,149.0,78833.0,1154.0
3.25,3.063,0.576,0.845,149.1,78873.0,1341.0
2.523,3.441,0.302,0.928,149.3,78975.0,1306.0
2.346,4.23,1.025,0.86,149.4,79057.0,1247.0
3.708,3.121,0.681,0.857,149.4,79065.0,1355.0
3.699,5.555,0.707,0.99,149.5,79094.0,1069.0
2.801,5.198,0.75,0.958,149.5,79110.0,1094.0
3.816,5.358,1.07,0.961,149.6,79146.0,1128.0
2.348,5.714,0.767,0.979,149.9,79327.0,1030.0
3.894,3.056,0.468,0.926,150.0,79383.0,1340.0
2.368,4.312,0.594,0.896,150.0,79391.0,1187.0
3.404,4.014,0.417,0.945,150.1,79417.0,1253.0
3.085,3.057,1.13,0.803,150.2,79474.0,1444.0
3.49,4.661,0.923,0.92,150.2,79487.0,1198.0
3.847,3.091,0.741,0.859,150.2,79498.0,1374.0
2.604,3.173,0.546,0.851,150.3,79510.0,1316.0
2.293,4.76,0.905,0.92,150.6,79675.0,1162.0
3.619,4.613,0.412,0.984,150.8,79816.0,1210.0
2.508,3.639,0.447,0.902,150.9,79863.0,1260.0
2.159,3.372,0.576,0.855,151.1,79938.0,1293.0
3.678,4.038,0.459,0.945,151.7,80262.0,1257.0
2.435,5.13,0.756,0.948,151.9,80360.0,1104.0
2.984,4.499,0.794,0.919,151.9,80366.0,1198.0
2.173,4.2,1.187,0.858,152.0,80423.0,1273.0
3.599,3.523,0.385,0.942,152.1,80487.0,1305.0
3.44,5.321,1.138,0.935,152.2,80515.0,1139.0
3.538,5.251,1.027,0.928,152.2,80551.0,1136.0
3.427,3.068,0.263,0.992,152.5,80709.0,1351.0
2.057,5.347,0.554,0.985,152.5,80712.0,1077.0
3.851,4.725,0.683,0.954,152.8,80858.0,1188.0
3.051,3.136,0.652,0.838,153.2,81057.0,1346.0
3.356,4.803,0.666,0.968,153.2,81082.0,1164.0
3.917,3.461,1.067,0.862,153.3,81108.0,1384.0
3.849,3.906,0.361,0.995,153.9,81429.0,1288.0
3.055,3.022,0.65,0.875,154.4,81669.0,1360.0
2.434,3.971,1.068,0.859,154.4,81719.0,1298.0
2.368,4.557,0.888,0.91,154.4,81720.0,1197.0
2.713,5.531,0.795,0.994,154.9,81967.0,1070.0
2.756,5.26,1.192,0.972,155.0,82003.0,1148.0
2.423,3.997,0.412,0.946,155.6,82318.0,1243.0
3.602,3.259,0.921,0.852,155.6,82330.0,1383.0
3.678,3.807,0.469,0.937,155.9,82512.0,1286.0
3.132,4.17,0.491,0.929,156.0,82533.0,1235.0
3.017,4.129,0.722,0.887,156.1,82586.0,1246.0
2.376,5.639,1.066,0.984,156.3,82702.0,1091.0
3.516,3.535,1.092,0.855,156.4,82770.0,1372.0
3.514,4.152,0.828,0.914,156.6,82853.0,1269.0
2.955,4.093,0.735,0.905,157.4,83260.0,1253.0
3.135,3.582,0.578,0.924,157.4,83271.0,1296.0
2.074,5.049,0.519,0.997,157.4,83308.0,1127.0
2.675,4.841,0.48,0.977,157.5,83342.0,1165.0
2.991,5.357,0.748,0.997,157.6,83377.0,1099.0
2.732,5.516,0.916,0.989,157.6,83380.0,1092.0
3.285,4.864,0.826,0.957,157.6,83384.0,1175.0
3.968,4.543,0.752,0.97,157.8,83469.0,1232.0
3.433,4.235,0.911,0.895,157.8,83479.0,1267.0
2.028,5.112,0.55,0.981,157.8,83492.0,1117.0
3.82,4.845,0.907,0.939,157.9,83523.0,1198.0
2.521,5.043,0.987,0.937,158.3,83751.0,1154.0
2.129,3.127,0.669,0.842,158.5,83878.0,1345.0
2.613,3.699,1.083,0.844,158.5,83890.0,1343.0
3.551,4.284,0.602,0.928,158.6,83931.0,1241.0
3.643,4.809,0.876,0.927,158.6,83934.0,1198.0
2.892,4.002,0.353,0.99,158.7,83951.0,1278.0
2.384,5.034,1.024,0.97,159.1,84199.0,1160.0
2.986,3.076,0.8,0.875,159.2,84208.0,1384.0
2.33,3.499,0.92,0.839,159.7,84477.0,1346.0
3.259,3.956,0.787,0.902,159.8,84569.0,1288.0
3.327,4.865,0.567,0.992,159.9,84597.0,1173.0
3.111,5.466,1.02,0.993,160.0,84644.0,1121.0
2.543,4.653,0.694,0.971,160.2,84764.0,1182.0
3.766,3.952,0.415,0.98,160.6,84974.0,1292.0
3.228,3.35,0.6,0.897,160.9,85141.0,1332.0
3.318,4.303,0.63,0.933,161.0,85204.0,1238.0
3.364,4.023,0.894,0.925,161.1,85239.0,1298.0
2.405,4.996,1.12,0.942,161.2,85269.0,1180.0
2.553,3.366,0.948,0.859,161.3,85365.0,1370.0
2.406,3.413,0.958,0.845,161.4,85406.0,1364.0
2.765,4.142,0.936,0.907,162.5,85988.0,1279.0
2.018,4.801,0.893,0.971,162.9,86177.0,1181.0
3.542,3.903,0.95,0.922,163.1,86312.0,1329.0
2.971,4.861,1.089,0.93,163.3,86422.0,1209.0
3.058,5.248,0.883,0.979,163.4,86459.0,1139.0
3.767,3.513,0.831,0.908,163.4,86473.0,1367.0
3.798,3.886,1.055,0.897,163.6,86575.0,1350.0
3.951,3.72,0.606,0.931,163.8,86659.0,1329.0
3.132,4.791,1.049,0.937,164.1,86818.0,1219.0
2.404,3.79,0.725,0.904,164.2,86888.0,1289.0
2.236,4.866,1.115,0.935,164.3,86943.0,1202.0
3.502,4.033,1.113,0.913,164.4,86994.0,1332.0
2.768,4.409,0.707,0.938,164.9,87243.0,1228.0
3.098,3.543,0.731,0.898,164.9,87266.0,1332.0
2.355,4.15,1.059,0.909,165.3,87444.0,1293.0
3.095,3.035,1.156,0.848,165.3,87481.0,1445.0
3.131,3.879,0.934,0.89,165.5,87549.0,1324.0
2.695,3.244,1.176,0.871,165.5,87565.0,1420.0
2.785,4.19,0.625,0.948,165.5,87571.0,1247.0
2.106,3.03,0.872,0.846,165.7,87649.0,1399.0
2.387,3.745,0.746,0.89,165.7,87676.0,1299.0
2.164,4.297,0.635,0.962,165.9,87783.0,1226.0
2.073,3.12,0.94,0.878,165.9,87787.0,1400.0
3.174,4.99,0.754,0.99,165.9,87804.0,1170.0
2.74,4.049,0.584,0.943,166.0,87851.0,1259.0
2.245,3.382,0.423,0.955,166.9,88326.0,1316.0
2.893,3.86,0.957,0.882,167.2,88460.0,1328.0
3.882,5.175,1.139,0.99,167.3,88523.0,1203.0
3.834,3.603,1.111,0.905,167.4,88580.0,1401.0
3.992,3.07,0.56,0.94,168.1,88937.0,1397.0
2.692,3.891,0.997,0.9,168.1,88938.0,1327.0
2.439,3.932,0.402,0.996,168.4,89088.0,1282.0
2.024,4.087,1.196,0.887,168.4,89099.0,1320.0
2.854,3.579,0.822,0.914,168.6,89191.0,1343.0
3.287,3.977,0.691,0.96,169.5,89671.0,1298.0
2.353,3.068,0.598,0.919,169.7,89764.0,1358.0
2.813,5.057,1.002,0.986,170.7,90335.0,1186.0
3.095,3.686,1.087,0.905,171.3,90611.0,1375.0
3.172,3.969,0.726,0.944,171.7,90867.0,1303.0
3.478,4.459,1.174,0.949,171.7,90871.0,1302.0
2.95,4.086,0.757,0.964,171.9,90929.0,1289.0
2.565,3.612,0.932,0.925,171.9,90949.0,1353.0
2.263,3.287,0.463,0.947,172.0,90987.0,1334.0
2.014,3.765,1.015,0.892,172.1,91046.0,1341.0
3.353,4.785,0.848,0.983,172.5,91290.0,1224.0
3.906,3.972,0.932,0.944,172.7,91377.0,1352.0
3.189,3.38,0.981,0.917,172.9,91473.0,1401.0
3.308,3.702,0.681,0.943,173.1,91569.0,1335.0
2.634,3.762,0.625,0.971,173.4,91762.0,1307.0
3.418,4.302,1.09,0.938,173.7,91892.0,1316.0
2.915,3.024,0.772,0.894,173.7,91931.0,1408.0
3.405,4.067,0.902,0.942,174.1,92095.0,1325.0
2.878,3.566,1.098,0.911,174.1,92137.0,1390.0
3.73,4.208,1.167,0.944,175.0,92568.0,1347.0
