cut_in_speed,wind_curve_V0,wind_curve_b,powerScale,error_percent,error_abs,kde_error
3.301,8.099,0.624,0.873,54.9,29069.0,487.0
2.118,8.443,0.693,0.893,55.0,29090.0,448.0
3.446,8.825,0.317,0.951,55.0,29115.0,655.0
3.186,7.934,0.311,0.84,55.2,29184.0,806.0
2.072,8.379,1.063,0.906,55.2,29211.0,550.0
2.315,8.456,0.558,0.897,55.3,29277.0,437.0
3.911,8.648,1.063,0.96,55.4,29300.0,548.0
2.304,7.933,0.248,0.853,55.5,29365.0,943.0
3.238,8.062,0.537,0.846,55.6,29413.0,516.0
2.634,9.057,0.527,0.996,56.0,29623.0,395.0
3.879,8.684,0.663,0.951,56.2,29712.0,444.0
2.104,8.031,1.154,0.844,56.3,29770.0,588.0
3.482,8.597,1.186,0.935,56.5,29904.0,585.0
3.384,8.38,0.511,0.886,56.5,29913.0,477.0
2.784,7.516,0.404,0.809,56.9,30094.0,731.0
3.334,6.942,0.243,0.814,57.0,30135.0,1038.0
2.761,8.013,0.963,0.86,57.0,30172.0,549.0
3.352,8.003,0.836,0.835,57.3,30327.0,524.0
3.728,8.897,0.764,0.973,57.4,30352.0,467.0
3.143,8.354,0.454,0.912,57.4,30356.0,518.0
2.95,8.2,0.23,0.883,57.7,30555.0,945.0
2.378,7.015,0.229,0.83,58.2,30808.0,1065.0
3.393,8.595,0.769,0.967,58.3,30824.0,479.0
2.194,8.555,0.993,0.949,58.4,30926.0,541.0
3.283,8.531,1.179,0.96,58.5,30952.0,588.0
2.109,8.264,1.029,0.92,58.6,30986.0,559.0
3.287,9.116,0.206,0.975,58.8,31109.0,930.0
3.381,7.937,0.778,0.879,59.0,31221.0,526.0
3.976,8.804,0.926,0.975,59.0,31221.0,524.0
4.0,8.559,0.436,0.949,59.4,31412.0,538.0
2.739,7.546,0.736,0.828,59.7,31574.0,591.0
3.669,7.049,0.33,0.819,60.0,31726.0,895.0
3.956,7.741,0.441,0.848,60.0,31729.0,653.0
2.788,8.205,1.104,0.922,60.0,31762.0,585.0
3.088,7.69,0.326,0.857,60.1,31782.0,808.0
3.312,8.072,0.281,0.894,60.1,31805.0,835.0
3.481,8.475,1.2,0.927,60.1,31809.0,600.0
2.984,8.196,1.058,0.904,60.4,31950.0,577.0
3.745,8.506,0.355,0.937,60.6,32078.0,642.0
3.008,7.47,0.257,0.872,60.8,32179.0,958.0
2.576,8.45,1.134,0.959,61.1,32304.0,588.0
2.919,8.205,0.629,0.916,61.1,32323.0,488.0
2.436,8.576,0.464,0.963,61.1,32324.0,489.0
3.656,6.632,0.265,0.81,61.5,32549.0,1031.0
3.17,8.177,0.538,0.911,61.6,32592.0,503.0
2.485,7.452,0.671,0.811,61.7,32644.0,602.0
2.491,8.879,0.452,0.993,61.7,32662.0,472.0
3.871,7.385,0.306,0.871,61.7,32664.0,880.0
3.841,7.461,0.891,0.821,61.8,32674.0,632.0
3.103,8.716,0.905,0.973,61.9,32745.0,528.0
2.996,8.503,0.347,0.929,62.3,32970.0,646.0
2.77,8.132,0.448,0.901,62.7,33175.0,558.0
2.573,8.148,0.525,0.926,62.7,33193.0,507.0
3.113,8.391,1.091,0.936,62.9,33296.0,587.0
2.487,7.788,1.082,0.849,63.0,33333.0,614.0
2.514,7.431,0.957,0.811,63.0,33342.0,640.0
3.955,8.413,0.762,0.955,63.1,33372.0,510.0
3.695,7.137,0.257,0.857,63.1,33391.0,981.0
2.283,7.738,0.471,0.866,63.2,33422.0,608.0
2.137,7.748,0.487,0.872,63.2,33425.0,593.0
2.49,8.12,0.444,0.881,63.3,33468.0,561.0
3.685,7.361,0.819,0.802,64.0,33859.0,640.0
2.895,8.364,0.916,0.943,64.3,34012.0,550.0
3.57,7.302,0.665,0.804,64.3,34045.0,642.0
2.249,7.739,0.957,0.87,64.4,34063.0,593.0
2.714,7.729,1.19,0.872,64.5,34144.0,645.0
3.09,8.029,0.953,0.918,65.3,34546.0,580.0
2.966,7.695,0.765,0.834,65.3,34551.0,565.0
3.305,7.965,0.464,0.898,65.8,34824.0,584.0
3.582,8.312,0.79,0.927,66.0,34924.0,530.0
3.608,8.311,0.683,0.931,66.2,35053.0,511.0
2.556,7.984,1.166,0.9,66.3,35069.0,633.0
2.782,7.657,0.81,0.863,66.4,35141.0,579.0
3.622,8.18,0.31,0.934,66.5,35168.0,749.0
2.924,8.279,0.895,0.927,66.8,35352.0,557.0
3.285,8.526,1.086,0.985,66.9,35380.0,601.0
3.149,6.586,0.2,0.84,67.5,35697.0,1141.0
2.707,8.224,1.132,0.947,67.8,35889.0,620.0
2.57,7.944,0.796,0.882,67.9,35925.0,557.0
2.406,7.94,0.675,0.889,68.1,36014.0,536.0
2.501,7.594,0.982,0.87,68.3,36124.0,623.0
2.699,7.223,1.01,0.817,68.4,36170.0,685.0
2.451,7.917,0.771,0.915,68.7,36330.0,556.0
2.563,7.567,0.952,0.87,69.0,36483.0,622.0
2.571,7.557,1.14,0.841,69.3,36673.0,664.0
3.439,8.166,1.019,0.932,69.8,36906.0,606.0
3.823,8.166,0.968,0.938,69.8,36919.0,596.0
3.54,8.175,0.609,0.96,69.9,37000.0,531.0
2.35,7.382,0.429,0.866,70.0,37016.0,707.0
2.213,8.197,0.446,0.931,70.2,37166.0,572.0
3.281,7.825,0.225,0.95,70.2,37168.0,977.0
2.782,8.147,1.038,0.926,70.4,37227.0,612.0
2.273,7.039,0.275,0.843,70.5,37297.0,963.0
3.152,8.159,0.693,0.953,70.6,37369.0,536.0
2.984,8.402,1.082,0.975,70.7,37432.0,616.0
3.342,7.478,0.818,0.866,70.8,37478.0,616.0
3.959,7.403,0.202,0.943,70.8,37486.0,1040.0
2.483,6.751,0.237,0.866,71.5,37834.0,1067.0
3.35,6.899,0.307,0.872,71.5,37854.0,934.0
2.804,7.085,1.054,0.804,72.0,38072.0,716.0
3.322,7.785,0.925,0.919,72.1,38140.0,616.0
2.983,7.359,0.584,0.873,72.3,38268.0,631.0
3.688,7.38,0.332,0.9,72.9,38583.0,825.0
2.362,8.088,0.561,0.928,73.0,38600.0,539.0
2.275,7.576,0.333,0.882,73.0,38639.0,785.0
3.341,7.408,0.953,0.844,73.0,38651.0,653.0
3.41,8.362,0.415,0.973,73.1,38680.0,616.0
2.203,8.355,0.817,0.977,73.2,38745.0,555.0
2.316,7.936,0.268,0.957,73.3,38776.0,857.0
3.159,8.053,0.692,0.95,73.5,38909.0,555.0
3.479,7.241,0.535,0.85,73.6,38927.0,671.0
3.838,7.637,0.551,0.908,73.6,38943.0,617.0
3.631,8.32,0.91,0.978,73.7,39006.0,587.0
2.137,7.335,0.651,0.856,74.1,39181.0,620.0
2.787,7.396,0.304,0.915,74.2,39245.0,860.0
3.156,7.836,0.315,0.93,74.5,39419.0,789.0
2.483,7.351,0.891,0.87,74.6,39476.0,647.0
2.845,5.649,0.237,0.828,74.7,39527.0,1164.0
2.442,7.337,0.885,0.84,75.0,39675.0,649.0
2.04,8.261,1.147,0.995,75.0,39690.0,651.0
2.782,7.219,0.536,0.865,75.0,39709.0,666.0
3.688,7.973,0.641,0.969,75.2,39780.0,571.0
3.979,5.288,0.255,0.813,75.3,39857.0,1145.0
3.888,7.029,0.475,0.871,75.5,39930.0,745.0
2.58,6.521,0.409,0.826,75.7,40077.0,881.0
3.044,7.129,0.502,0.862,76.0,40206.0,701.0
2.253,6.553,0.417,0.825,76.0,40219.0,868.0
3.229,7.392,0.382,0.923,76.2,40328.0,757.0
3.039,6.967,0.406,0.851,76.3,40389.0,802.0
2.294,6.558,0.256,0.87,76.4,40412.0,1044.0
3.819,7.624,1.176,0.89,76.6,40553.0,696.0
2.227,8.208,1.104,0.999,76.8,40641.0,648.0
3.808,7.926,0.894,0.949,76.9,40665.0,620.0
2.699,6.629,0.51,0.818,77.0,40746.0,798.0
3.425,6.307,0.406,0.808,77.2,40824.0,922.0
3.419,7.92,0.885,0.955,77.2,40836.0,618.0
3.9,7.899,0.983,0.939,77.6,41073.0,644.0
3.242,7.537,0.719,0.901,78.4,41464.0,622.0
3.188,6.975,0.282,0.885,78.6,41602.0,944.0
2.898,7.714,0.357,0.966,78.8,41671.0,752.0
2.182,8.149,1.05,0.995,78.8,41689.0,644.0
3.316,7.864,0.959,0.939,78.8,41702.0,642.0
2.939,7.195,1.014,0.863,79.0,41791.0,701.0
2.457,7.859,0.755,0.948,79.2,41900.0,596.0
3.156,5.923,0.232,0.84,79.5,42048.0,1129.0
3.203,6.726,0.833,0.802,79.6,42104.0,757.0
2.179,6.502,0.495,0.813,79.8,42197.0,825.0
3.501,6.35,0.487,0.824,80.0,42337.0,866.0
3.569,7.974,0.348,0.976,80.2,42420.0,762.0
2.364,6.34,0.434,0.818,80.5,42596.0,891.0
2.453,6.653,0.716,0.83,80.6,42634.0,759.0
2.345,7.99,0.256,0.999,80.6,42639.0,886.0
3.517,6.714,0.985,0.833,80.8,42746.0,777.0
2.079,7.799,0.691,0.968,80.9,42793.0,595.0
2.466,7.467,0.851,0.894,81.0,42860.0,653.0
3.7,6.679,0.945,0.833,81.2,42983.0,781.0
3.68,7.291,0.296,0.958,81.6,43156.0,884.0
2.121,6.593,0.684,0.831,81.7,43211.0,769.0
3.215,7.366,0.29,0.96,81.7,43231.0,885.0
3.171,7.179,0.412,0.889,81.8,43271.0,759.0
2.996,7.018,0.702,0.837,81.8,43272.0,688.0
2.391,6.978,0.296,0.911,82.0,43407.0,920.0
3.336,7.739,0.717,0.968,82.1,43434.0,617.0
2.321,7.214,0.396,0.911,82.1,43444.0,760.0
3.705,7.408,0.91,0.918,82.4,43609.0,682.0
3.032,6.526,0.685,0.823,82.5,43670.0,790.0
3.208,7.042,0.914,0.854,82.6,43716.0,711.0
3.781,7.579,0.469,0.931,82.7,43747.0,690.0
3.538,6.609,0.93,0.811,82.9,43879.0,792.0
3.604,7.532,0.241,0.974,83.0,43901.0,959.0
3.371,7.047,1.073,0.84,83.0,43942.0,741.0
2.927,7.461,0.34,0.928,83.2,44034.0,810.0
2.607,6.913,0.605,0.858,83.3,44083.0,711.0
2.17,6.891,0.563,0.866,83.4,44153.0,716.0
3.878,5.547,0.356,0.816,83.7,44266.0,1055.0
2.509,6.576,0.864,0.811,83.8,44321.0,784.0
2.312,6.498,0.225,0.904,84.0,44449.0,1094.0
3.368,6.273,0.237,0.9,84.2,44547.0,1076.0
3.859,5.112,0.303,0.802,84.3,44584.0,1130.0
3.978,5.945,0.32,0.875,84.3,44620.0,1009.0
2.226,7.657,0.613,0.949,84.5,44696.0,616.0
3.256,5.998,0.291,0.838,84.5,44722.0,1049.0
2.146,6.706,0.462,0.842,85.1,45001.0,792.0
2.101,6.747,0.278,0.891,85.4,45200.0,970.0
2.134,7.314,1.136,0.904,85.8,45384.0,738.0
2.872,7.108,0.473,0.905,85.8,45388.0,729.0
2.549,6.508,0.953,0.804,86.0,45509.0,808.0
3.685,7.219,0.352,0.948,86.2,45615.0,837.0
2.95,7.296,1.128,0.889,86.2,45631.0,740.0
2.287,5.501,0.308,0.829,86.3,45686.0,1087.0
3.438,6.653,0.549,0.839,86.7,45891.0,776.0
2.573,6.471,0.947,0.827,86.9,45959.0,814.0
3.791,6.498,0.488,0.872,86.9,45974.0,824.0
3.802,6.524,0.502,0.845,86.9,45976.0,815.0
2.392,7.64,0.275,0.974,87.6,46341.0,896.0
3.326,7.226,0.992,0.906,87.9,46503.0,728.0
2.535,5.96,0.454,0.809,88.1,46606.0,939.0
2.925,7.545,0.83,0.931,88.1,46621.0,669.0
2.602,6.453,1.123,0.808,88.2,46683.0,839.0
3.342,7.549,1.076,0.932,88.3,46697.0,720.0
2.893,6.662,0.584,0.857,88.3,46733.0,764.0
2.284,6.743,0.665,0.862,88.4,46791.0,737.0
2.383,7.486,0.569,0.966,88.6,46855.0,656.0
2.563,7.211,1.021,0.92,88.6,46858.0,733.0
3.471,6.186,0.39,0.84,88.6,46903.0,934.0
3.525,6.738,0.753,0.871,88.7,46929.0,752.0
2.04,5.596,0.239,0.864,88.8,46994.0,1156.0
2.868,6.84,1.175,0.838,89.0,47114.0,793.0
2.996,7.757,0.48,0.994,89.2,47178.0,670.0
3.088,6.856,0.27,0.951,89.5,47356.0,970.0
2.627,7.147,0.805,0.891,89.5,47369.0,702.0
3.755,6.774,0.985,0.879,89.7,47462.0,776.0
3.38,6.137,0.66,0.804,89.9,47554.0,867.0
2.033,6.734,0.791,0.853,90.1,47673.0,742.0
3.829,5.64,0.471,0.805,90.6,47942.0,987.0
3.174,5.7,0.458,0.808,91.3,48296.0,980.0
3.436,5.945,0.374,0.848,91.8,48568.0,977.0
2.922,5.115,0.331,0.812,92.0,48664.0,1120.0
2.791,7.069,0.899,0.924,92.1,48729.0,734.0
3.738,6.766,0.498,0.907,92.2,48758.0,793.0
3.925,7.048,0.922,0.91,92.2,48777.0,753.0
3.121,6.943,0.623,0.897,92.5,48965.0,734.0
2.431,7.075,1.074,0.923,92.6,48986.0,766.0
3.287,6.399,0.556,0.866,92.7,49033.0,819.0
2.733,6.077,0.388,0.838,92.8,49112.0,944.0
2.62,6.335,0.308,0.894,93.3,49358.0,973.0
2.498,6.26,0.289,0.923,93.3,49385.0,1007.0
3.328,7.684,1.159,0.991,93.4,49404.0,743.0
3.703,6.54,0.782,0.88,93.6,49528.0,797.0
3.32,5.105,0.267,0.864,93.7,49594.0,1155.0
3.08,7.368,1.105,0.968,93.8,49643.0,756.0
3.533,7.003,0.949,0.913,93.9,49660.0,761.0
2.202,6.184,0.994,0.814,94.2,49832.0,875.0
3.227,6.924,0.733,0.886,94.5,49980.0,741.0
3.65,5.714,0.572,0.807,94.7,50115.0,947.0
3.271,7.141,0.293,0.989,94.9,50213.0,939.0
2.974,6.169,0.474,0.854,95.0,50248.0,878.0
2.262,6.971,0.945,0.912,95.1,50325.0,759.0
2.297,6.625,0.26,0.953,95.2,50396.0,1006.0
3.934,6.14,1.195,0.821,95.7,50610.0,919.0
2.632,7.511,0.474,0.997,95.7,50648.0,714.0
3.265,6.09,0.975,0.833,95.8,50690.0,899.0
2.777,6.948,0.996,0.887,95.9,50730.0,775.0
3.108,7.599,0.875,0.974,95.9,50760.0,700.0
3.57,4.068,0.215,0.87,96.0,50782.0,1263.0
3.005,6.85,0.358,0.962,96.0,50791.0,881.0
2.131,7.599,1.159,0.981,96.2,50891.0,756.0
3.321,6.276,0.59,0.845,96.2,50908.0,839.0
2.146,5.569,0.474,0.808,96.8,51237.0,990.0
2.678,5.185,0.275,0.852,96.8,51240.0,1140.0
2.587,6.929,1.144,0.886,96.9,51280.0,806.0
