2,10,50,80,120,dir
4.248,5.493,7.606,8.253,8.812,-148.57
3.444,4.94,6.99,7.585,8.098,-168.72
3.052,4.328,5.769,6.26,6.684,176.44
2.708,3.698,5.001,5.427,5.794,152.25
2.551,3.481,4.558,4.946,5.281,116.75
2.514,3.521,4.492,4.874,5.204,71.58
3.146,4.302,5.723,6.21,6.63,34.95
3.829,4.875,6.367,6.909,7.377,17.57
3.742,4.715,5.978,6.487,6.926,8.02
3.214,4.132,5.529,6.0,6.406,5.06
2.659,3.534,5.019,5.446,5.815,1.3
2.102,2.916,4.223,4.582,4.893,4.67
1.864,2.603,3.702,4.017,4.289,21.27
1.948,2.651,3.795,4.118,4.397,33.48
1.896,2.543,3.761,4.081,4.357,41.57
1.563,2.119,3.488,3.785,4.041,54.28
1.313,1.88,3.357,3.643,3.889,73.44
1.411,2.091,3.738,4.056,4.331,92.63
1.84,2.637,4.681,5.079,5.423,102.75
2.388,3.281,5.549,6.021,6.429,103.02
2.972,3.904,6.049,6.564,7.008,97.59
3.661,4.668,6.276,6.81,7.271,89.16
4.475,5.596,6.865,7.449,7.953,78.23
4.781,5.889,6.871,7.456,7.96,74.13
4.941,6.028,6.864,7.448,7.952,255.24
5.133,6.254,7.075,7.677,8.197,252.55
5.401,6.582,7.364,7.991,8.532,245.76
5.569,6.781,7.433,8.066,8.612,236.98
5.558,6.753,7.198,7.811,8.339,229.38
5.358,6.494,6.763,7.339,7.835,225.41
5.179,6.267,6.428,6.975,7.447,221.56
5.052,6.11,6.23,6.76,7.218,218.36
5.009,6.074,6.269,6.803,7.263,215.33
4.978,6.073,6.446,6.995,7.468,213.0
4.636,5.695,6.271,6.805,7.265,209.52
3.807,4.67,5.405,5.865,6.262,209.92
3.107,3.782,4.448,4.827,5.153,218.86
3.429,4.179,5.005,5.431,5.799,237.71
4.468,5.498,6.695,7.265,7.757,253.41
5.019,6.203,7.798,8.462,9.034,265.8
5.228,6.472,8.223,8.923,9.527,277.03
5.308,6.569,8.402,9.117,9.734,284.99
5.387,6.67,8.482,9.204,9.827,290.0
5.502,6.822,8.614,9.347,9.98,294.18
5.74,7.134,8.869,9.624,10.275,296.59
6.068,7.536,9.012,9.779,10.441,297.06
6.638,8.259,9.768,10.599,11.317,292.53
7.141,8.92,10.526,11.422,12.195,286.68
7.391,9.259,11.018,11.956,12.765,282.44
7.629,9.612,11.66,12.653,13.509,277.82
8.114,10.277,12.579,13.65,14.573,272.33
8.635,10.954,13.269,14.398,15.373,264.87
9.053,11.472,13.579,14.735,15.732,258.37
9.388,11.886,13.819,14.995,16.01,254.28
9.522,12.056,13.946,15.133,16.157,253.0
9.488,12.015,13.959,15.147,16.172,254.65
9.396,11.899,13.912,15.096,16.118,256.3
9.388,11.931,14.086,15.285,16.319,257.37
9.283,11.827,14.187,15.395,16.436,259.45
9.035,11.494,13.955,15.143,16.168,262.61
9.058,11.52,13.99,15.181,16.208,264.07
9.021,11.455,13.907,15.091,16.112,263.51
9.008,11.425,13.823,15.0,16.015,261.52
8.901,11.272,13.571,14.726,15.723,259.75
8.767,11.084,13.337,14.472,15.452,258.29
8.624,10.89,13.118,14.235,15.198,256.79
8.334,10.495,12.646,13.722,14.651,255.82
8.03,10.09,12.175,13.211,14.105,255.51
7.869,9.872,11.942,12.959,13.835,255.21
7.707,9.647,11.533,12.515,13.362,255.23
7.873,9.834,11.634,12.624,13.479,254.99
8.108,10.127,11.847,12.855,13.725,252.85
7.96,9.92,11.54,12.522,13.37,250.43
7.58,9.371,10.759,11.675,12.465,249.74
7.334,9.0,10.24,11.112,11.864,247.9
7.405,9.088,10.254,11.127,11.88,244.07
7.41,9.098,10.173,11.039,11.786,241.19
7.297,8.952,9.954,10.801,11.532,238.95
7.074,8.661,9.601,10.418,11.123,236.98
6.724,8.213,9.077,9.85,10.516,235.75
6.303,7.675,8.479,9.201,9.823,235.2
5.777,7.017,7.777,8.439,9.01,234.71
5.113,6.204,6.952,7.544,8.054,233.54
4.167,5.035,6.01,6.522,6.963,231.12
3.356,4.013,5.02,5.447,5.816,231.92
2.756,3.301,4.122,4.473,4.776,236.78
2.335,2.765,3.234,3.509,3.747,247.91
1.977,2.251,2.512,2.726,2.91,270.75
1.911,2.193,2.449,2.657,2.837,307.14
2.202,2.69,3.217,3.491,3.727,334.81
2.668,3.297,4.137,4.489,4.793,345.76
2.975,3.667,4.67,5.068,5.41,348.82
2.979,3.684,4.659,5.056,5.398,348.04
3.021,3.609,4.321,4.689,5.006,346.19
3.251,3.757,4.073,4.42,4.719,352.43
3.157,3.625,3.929,4.263,4.552,2.61
3.04,3.483,3.844,4.171,4.453,13.15
2.933,3.364,3.76,4.08,4.356,22.82
2.965,3.421,3.733,4.051,4.325,43.65
3.573,4.199,4.432,4.809,5.135,66.62
4.607,5.493,5.745,6.234,6.656,80.73
5.611,6.748,7.034,7.633,8.149,86.87
6.374,7.743,8.127,8.819,9.416,88.62
7.018,8.631,9.214,9.998,10.675,88.03
7.578,9.444,10.343,11.223,11.983,85.7
7.84,9.876,11.11,12.056,12.872,81.51
7.704,9.744,11.171,12.122,12.942,79.0
7.238,9.142,10.67,11.578,12.362,77.7
7.125,8.987,10.775,11.692,12.483,75.57
7.173,9.066,11.067,12.009,12.822,72.71
7.217,9.137,11.152,12.101,12.92,68.87
6.939,8.769,10.837,11.759,12.555,67.22
6.915,8.749,10.852,11.776,12.573,68.98
7.079,8.976,11.155,12.105,12.924,68.89
7.311,9.283,11.526,12.507,13.354,64.13
7.391,9.401,12.002,13.024,13.905,52.4
8.015,10.253,13.486,14.634,15.624,34.41
7.562,9.694,12.868,13.963,14.908,30.09
7.22,9.264,12.201,13.24,14.136,28.32
7.131,9.268,12.724,13.807,14.741,27.04
6.739,9.007,12.994,14.1,15.054,20.45
6.18,8.535,12.754,13.84,14.776,11.35
6.202,8.697,13.317,14.451,15.429,353.49
6.187,8.667,13.221,14.346,15.317,332.35
5.906,8.172,12.377,13.431,14.339,310.61
4.556,6.451,9.673,10.496,11.207,296.83
3.279,4.913,6.976,7.57,8.082,289.5
2.599,3.904,5.294,5.745,6.133,292.47
2.063,3.031,4.033,4.376,4.672,308.07
1.273,1.825,2.432,2.639,2.818,333.27
0.666,0.965,1.376,1.493,1.594,42.49
1.286,1.935,2.991,3.246,3.465,77.93
2.693,3.51,5.132,5.569,5.946,78.64
3.726,4.658,6.001,6.512,6.953,75.38
3.578,4.452,5.722,6.209,6.629,74.32
3.138,3.928,5.21,5.653,6.036,75.46
2.784,3.521,4.813,5.223,5.576,75.24
2.653,3.37,4.662,5.059,5.401,73.49
2.664,3.386,4.699,5.099,5.444,71.46
2.738,3.483,4.841,5.253,5.609,68.48
2.814,3.592,5.035,5.464,5.833,65.41
3.186,3.985,5.036,5.465,5.834,61.71
3.162,3.864,4.493,4.875,5.205,55.76
2.713,3.363,4.329,4.697,5.015,47.13
2.226,2.98,4.181,4.537,4.844,29.64
2.115,3.055,4.135,4.487,4.791,21.99
1.766,2.494,3.304,3.585,3.828,27.44
1.074,1.485,1.907,2.069,2.209,52.12
1.162,1.71,2.003,2.174,2.321,111.81
2.029,2.88,3.781,4.103,4.381,127.36
3.413,4.185,5.008,5.434,5.802,126.87
4.63,5.545,5.712,6.198,6.618,124.33
4.827,5.781,5.997,6.507,6.948,116.52
5.104,6.197,6.71,7.281,7.774,100.79
5.833,7.25,8.187,8.884,9.485,99.9
6.195,7.775,8.907,9.665,10.319,104.43
5.831,7.294,8.392,9.106,9.723,103.41
5.244,6.546,7.598,8.245,8.803,95.16
4.852,6.058,7.083,7.686,8.206,86.48
4.673,5.831,6.833,7.415,7.916,80.8
4.453,5.549,6.561,7.119,7.601,76.8
4.214,5.248,6.331,6.87,7.335,74.08
4.018,5.011,6.185,6.711,7.166,72.25
3.881,4.853,6.052,6.567,7.012,71.73
3.766,4.72,6.02,6.532,6.975,72.9
3.921,4.891,5.938,6.443,6.88,75.56
4.268,5.269,6.195,6.722,7.177,78.94
4.621,5.679,6.556,7.114,7.596,83.94
5.185,6.364,7.224,7.839,8.369,90.98
5.903,7.271,8.171,8.867,9.467,96.88
6.704,8.301,9.338,10.133,10.819,97.63
7.171,8.912,10.067,10.924,11.663,92.37
7.374,9.188,10.427,11.315,12.08,85.11
7.486,9.344,10.606,11.509,12.288,80.21
7.535,9.422,10.682,11.591,12.376,78.32
7.611,9.54,10.794,11.713,12.505,77.92
7.723,9.708,11.017,11.955,12.764,77.23
7.894,9.962,11.433,12.406,13.246,75.98
8.071,10.235,11.937,12.953,13.83,73.86
7.827,9.921,11.593,12.58,13.431,70.51
7.132,8.997,10.597,11.499,12.277,64.66
6.129,7.676,9.124,9.901,10.571,56.46
4.875,6.044,7.277,7.896,8.431,46.05
3.529,4.328,5.455,5.919,6.32,30.06
2.789,3.437,4.348,4.718,5.037,5.87
2.384,2.939,3.748,4.067,4.342,335.3
