2,10,50,80,120,dir
2.92,3.342,3.369,3.656,3.903,-40.42
2.845,3.238,3.148,3.416,3.647,-47.27
3.034,3.458,3.263,3.541,3.78,-47.97
3.395,3.889,3.58,3.885,4.148,-43.68
3.936,4.557,4.186,4.542,4.85,-36.34
4.596,5.404,5.059,5.49,5.861,-31.29
5.035,5.986,5.728,6.216,6.636,-30.22
5.182,6.198,6.085,6.603,7.05,-33.81
5.168,6.196,6.245,6.777,7.235,-35.26
5.235,6.308,6.593,7.154,7.638,-35.52
5.125,6.21,6.739,7.313,7.808,-38.89
4.931,5.997,6.768,7.344,7.841,-45.06
4.767,5.801,6.708,7.279,7.772,-51.3
4.505,5.474,6.442,6.99,7.463,-57.25
4.188,5.083,6.14,6.663,7.114,-64.3
3.84,4.669,5.908,6.411,6.845,-73.45
3.561,4.377,5.781,6.273,6.698,-83.1
3.485,4.323,5.768,6.259,6.683,-91.69
3.464,4.326,5.776,6.268,6.692,-99.59
3.462,4.351,5.815,6.31,6.737,-107.01
3.462,4.374,5.846,6.344,6.773,-114.19
3.535,4.351,5.613,6.091,6.503,-119.24
3.958,4.726,5.312,5.764,6.154,-120.12
3.726,4.384,4.793,5.201,5.553,-118.09
3.547,4.127,4.447,4.826,5.152,67.72
3.611,4.189,4.428,4.805,5.13,74.89
3.767,4.373,4.524,4.909,5.241,82.8
3.875,4.497,4.472,4.853,5.181,89.03
3.944,4.574,4.342,4.712,5.03,96.76
4.35,5.086,4.723,5.125,5.472,107.89
4.873,5.762,5.398,5.857,6.254,115.54
5.274,6.308,6.084,6.602,7.049,118.22
5.387,6.502,6.523,7.078,7.557,116.25
5.334,6.495,6.784,7.361,7.86,110.75
5.122,6.269,6.801,7.38,7.879,104.04
4.761,5.824,6.599,7.161,7.645,96.82
4.462,5.442,6.394,6.938,7.408,90.56
4.101,4.997,6.089,6.607,7.054,86.06
3.68,4.483,5.725,6.212,6.633,82.68
3.383,4.15,5.499,5.967,6.371,78.87
3.168,3.93,5.258,5.706,6.092,74.82
2.948,3.709,4.956,5.378,5.742,72.23
2.712,3.472,4.594,4.985,5.322,71.77
2.411,3.141,4.086,4.434,4.734,73.09
2.053,2.706,3.474,3.77,4.025,78.54
1.826,2.338,3.044,3.303,3.527,99.48
2.703,3.197,3.48,3.776,4.032,123.01
3.5,4.133,4.397,4.771,5.094,137.33
4.316,5.129,5.41,5.871,6.268,145.61
4.89,5.84,6.126,6.647,7.097,150.57
5.131,6.141,6.413,6.959,7.43,154.13
5.006,5.969,6.171,6.696,7.149,154.71
4.675,5.543,5.628,6.107,6.52,153.34
4.514,5.341,5.365,5.822,6.216,153.24
4.546,5.39,5.427,5.889,6.287,154.42
4.58,5.442,5.54,6.012,6.418,155.01
4.58,5.461,5.641,6.121,6.535,154.87
4.602,5.531,5.839,6.336,6.765,153.46
4.514,5.475,5.96,6.467,6.905,149.95
4.173,5.078,5.789,6.282,6.707,144.34
3.85,4.668,5.531,6.002,6.408,138.92
3.569,4.317,5.326,5.779,6.17,135.65
3.392,4.106,5.269,5.718,6.104,131.68
3.364,4.069,5.122,5.558,5.934,125.37
3.105,3.756,4.793,5.201,5.553,119.14
2.741,3.327,4.401,4.776,5.099,116.89
2.479,3.045,4.05,4.395,4.692,118.07
2.24,2.797,3.681,3.994,4.265,120.19
2.055,2.605,3.393,3.682,3.931,123.05
2.288,2.789,3.467,3.762,4.017,126.97
2.864,3.354,3.673,3.986,4.255,128.51
3.035,3.525,3.778,4.1,4.377,127.27
3.244,3.762,3.968,4.306,4.597,126.19
3.489,4.054,4.194,4.551,4.859,125.95
3.663,4.264,4.329,4.697,5.015,126.73
3.69,4.29,4.235,4.595,4.906,126.62
3.56,4.121,3.923,4.257,4.545,123.06
3.564,4.126,3.826,4.152,4.433,119.31
3.831,4.465,4.13,4.482,4.785,119.77
4.143,4.868,4.553,4.941,5.275,121.14
4.414,5.237,5.058,5.489,5.86,120.81
4.521,5.423,5.467,5.932,6.334,119.32
4.449,5.401,5.732,6.22,6.641,117.2
4.126,5.022,5.602,6.079,6.49,113.38
3.639,4.391,5.071,5.503,5.875,106.04
3.087,3.715,4.566,4.955,5.29,96.73
2.625,3.183,4.178,4.534,4.84,84.74
2.448,3.012,3.977,4.316,4.608,70.24
2.346,2.924,3.816,4.141,4.421,56.71
2.285,2.879,3.694,4.008,4.28,43.12
2.324,2.948,3.719,4.036,4.309,28.17
2.496,3.166,3.971,4.309,4.601,15.11
2.752,3.486,4.404,4.779,5.102,4.86
3.343,4.069,4.973,5.396,5.762,353.86
4.033,4.769,5.197,5.639,6.021,340.48
4.14,4.905,5.411,5.872,6.269,324.7
4.701,5.744,6.746,7.32,7.816,301.22
5.751,7.326,9.433,10.236,10.929,281.74
7.744,9.939,12.639,13.715,14.643,271.49
9.129,11.717,14.6,15.843,16.915,270.58
10.227,13.157,16.252,17.635,18.829,271.43
11.744,15.15,18.176,19.723,21.058,264.9
12.835,16.636,19.526,21.188,22.622,256.32
13.068,16.949,20.015,21.719,23.189,254.89
12.543,16.244,19.339,20.985,22.405,252.82
12.147,15.66,18.598,20.181,21.547,246.81
11.581,14.834,17.572,19.068,20.358,241.1
10.577,13.468,16.045,17.411,18.589,234.73
9.486,11.983,14.273,15.488,16.536,227.85
8.382,10.494,12.46,13.521,14.436,222.93
7.564,9.402,11.137,12.085,12.903,220.0
6.968,8.62,10.294,11.17,11.926,217.55
6.637,8.184,9.775,10.607,11.325,215.82
6.44,7.932,9.534,10.346,11.046,214.44
6.262,7.711,9.386,10.185,10.874,212.78
6.022,7.407,9.075,9.847,10.514,209.73
5.596,6.865,8.573,9.303,9.932,206.0
5.369,6.541,7.908,8.581,9.162,202.55
5.299,6.375,7.169,7.779,8.306,199.32
4.833,5.725,6.291,6.827,7.288,196.82
4.432,5.183,5.604,6.081,6.493,194.22
4.134,4.794,5.088,5.521,5.895,190.34
3.996,4.622,4.801,5.21,5.562,185.44
4.002,4.634,4.707,5.108,5.453,180.92
4.113,4.776,4.784,5.191,5.543,179.46
4.209,4.904,4.886,5.302,5.661,179.28
4.23,4.943,4.92,5.339,5.7,178.16
4.118,4.816,4.796,5.204,5.556,175.72
3.918,4.586,4.593,4.984,5.321,171.62
3.711,4.367,4.44,4.818,5.144,164.54
3.395,4.039,4.264,4.627,4.94,155.37
2.91,3.52,4.117,4.467,4.77,146.89
2.61,3.177,3.984,4.323,4.616,139.84
2.321,2.835,3.826,4.152,4.433,135.42
2.064,2.568,3.542,3.844,4.104,133.25
1.805,2.327,3.106,3.37,3.598,130.46
1.482,1.959,2.532,2.748,2.933,128.53
1.136,1.468,1.83,1.986,2.12,138.1
1.101,1.305,1.524,1.654,1.766,166.0
1.243,1.431,1.626,1.764,1.884,186.42
1.46,1.669,1.879,2.039,2.177,202.49
1.618,1.863,2.117,2.297,2.453,213.89
2.01,2.234,2.396,2.6,2.776,221.1
2.293,2.561,2.743,2.976,3.178,226.28
2.579,2.901,3.093,3.356,3.583,225.85
3.054,3.471,3.661,3.973,4.241,220.61
3.621,4.162,4.324,4.692,5.01,212.66
4.099,4.758,4.856,5.269,5.626,204.26
4.549,5.33,5.391,5.85,6.246,197.84
4.951,5.853,5.918,6.422,6.856,193.91
5.184,6.169,6.271,6.805,7.265,191.1
5.24,6.263,6.435,6.983,7.455,189.3
5.131,6.146,6.407,6.952,7.423,188.85
4.935,5.925,6.3,6.836,7.299,187.94
4.573,5.51,6.016,6.528,6.97,186.57
4.057,4.895,5.558,6.031,6.439,185.44
3.649,4.392,5.096,5.53,5.904,184.79
3.193,3.833,4.696,5.096,5.441,184.86
2.922,3.506,4.405,4.78,5.103,185.97
2.582,3.118,4.005,4.346,4.64,189.61
2.41,2.921,3.718,4.034,4.308,197.18
2.637,3.185,4.05,4.395,4.692,204.24
