2,10,50,80,120,dir
5.239,6.292,6.869,7.454,7.958,-66.84
5.52,6.63,7.16,7.769,8.295,-66.49
5.82,7.012,7.513,8.153,8.704,-65.38
6.183,7.473,7.949,8.626,9.209,-63.38
6.495,7.883,8.368,9.08,9.695,-62.5
6.653,8.1,8.643,9.379,10.013,-63.65
6.722,8.209,8.83,9.582,10.23,-66.35
6.731,8.244,8.955,9.717,10.375,-69.65
6.686,8.218,9.052,9.823,10.487,-72.54
6.636,8.194,9.162,9.942,10.615,-75.12
6.595,8.179,9.313,10.106,10.79,-77.45
6.471,8.045,9.329,10.123,10.808,-79.74
6.409,7.971,9.335,10.13,10.815,-81.34
6.378,7.935,9.355,10.151,10.838,-81.95
6.42,7.995,9.513,10.323,11.021,-82.48
6.453,8.048,9.607,10.425,11.13,-82.74
6.433,8.025,9.661,10.483,11.193,-82.13
6.495,8.105,9.751,10.581,11.297,-81.7
6.513,8.13,9.782,10.615,11.333,-82.78
6.472,8.071,9.722,10.55,11.263,-85.67
6.387,7.97,9.649,10.47,11.179,-89.65
6.551,8.174,9.745,10.575,11.29,-93.23
7.014,8.762,10.194,11.062,11.81,-96.55
7.169,8.931,10.225,11.095,11.846,-99.63
7.167,8.887,10.052,10.908,11.646,79.39
7.231,8.933,9.982,10.832,11.565,81.72
7.46,9.23,10.217,11.087,11.837,85.96
7.759,9.611,10.564,11.463,12.239,88.97
7.974,9.893,10.821,11.742,12.537,90.01
8.015,9.955,10.876,11.802,12.6,89.49
7.935,9.853,10.782,11.7,12.492,88.63
7.776,9.65,10.59,11.491,12.269,88.48
7.549,9.366,10.321,11.2,11.957,89.63
7.353,9.14,10.192,11.06,11.808,91.3
7.253,9.06,10.294,11.17,11.926,92.6
7.231,9.061,10.499,11.393,12.164,92.04
7.365,9.247,10.808,11.728,12.522,90.59
7.344,9.223,10.835,11.757,12.553,88.78
7.267,9.122,10.772,11.689,12.48,86.58
7.116,8.927,10.564,11.463,12.239,85.47
7.055,8.849,10.497,11.391,12.161,84.25
7.129,8.956,10.645,11.551,12.333,81.81
7.118,8.943,10.633,11.538,12.319,80.31
6.96,8.74,10.462,11.353,12.121,80.57
6.993,8.796,10.592,11.494,12.271,80.87
6.901,8.669,10.287,11.163,11.918,79.67
7.153,8.961,10.384,11.268,12.03,77.57
7.251,9.044,10.338,11.218,11.977,75.17
7.066,8.755,9.928,10.773,11.502,73.34
6.635,8.152,9.152,9.931,10.603,73.29
6.161,7.501,8.257,8.96,9.566,75.96
5.717,6.892,7.318,7.941,8.478,86.41
5.663,6.815,6.917,7.506,8.014,104.29
5.999,7.261,7.288,7.908,8.444,118.0
6.102,7.437,7.531,8.172,8.725,123.27
5.962,7.316,7.565,8.209,8.764,127.45
5.786,7.149,7.575,8.22,8.776,132.28
5.663,7.026,7.653,8.304,8.866,136.98
5.451,6.767,7.529,8.17,8.723,144.04
5.14,6.369,7.266,7.885,8.418,149.17
4.887,6.037,6.976,7.57,8.082,152.32
4.797,5.925,6.945,7.536,8.046,157.76
4.709,5.814,6.928,7.518,8.026,159.44
4.296,5.29,6.518,7.073,7.551,159.46
3.79,4.655,5.958,6.465,6.903,161.21
3.528,4.337,5.581,6.056,6.466,162.16
3.308,4.077,5.31,5.762,6.152,161.78
3.202,3.973,5.205,5.648,6.03,160.28
3.198,3.993,5.231,5.676,6.06,158.24
3.474,4.243,5.186,5.627,6.008,154.5
3.756,4.468,4.896,5.313,5.672,148.59
3.598,4.211,4.493,4.875,5.205,144.12
3.582,4.171,4.365,4.737,5.057,139.45
3.775,4.407,4.542,4.929,5.262,133.87
3.921,4.59,4.645,5.04,5.381,126.92
4.074,4.787,4.734,5.137,5.485,121.87
4.407,5.214,5.088,5.521,5.895,121.28
4.798,5.723,5.595,6.071,6.482,121.91
5.141,6.181,6.114,6.634,7.083,120.64
5.37,6.494,6.558,7.116,7.598,116.96
5.542,6.737,6.989,7.584,8.097,110.92
5.771,7.054,7.551,8.194,8.748,103.98
6.042,7.448,8.243,8.945,9.55,97.81
6.309,7.84,8.948,9.71,10.367,91.83
6.569,8.192,9.441,10.245,10.938,85.04
6.658,8.316,9.63,10.45,11.157,78.25
6.633,8.286,9.647,10.468,11.177,72.09
6.402,7.987,9.349,10.145,10.831,67.0
6.076,7.576,8.987,9.752,10.412,62.67
5.73,7.138,8.534,9.26,9.887,58.82
5.394,6.713,8.105,8.795,9.39,55.91
5.34,6.659,8.169,8.864,9.464,53.89
5.406,6.757,8.396,9.111,9.727,52.04
5.696,7.117,8.523,9.249,9.874,43.48
5.66,7.024,8.2,8.898,9.5,34.6
5.186,6.477,7.849,8.517,9.094,26.0
4.488,5.889,8.39,9.104,9.72,14.14
4.443,6.365,9.365,10.162,10.85,2.17
4.668,6.937,9.872,10.712,11.437,356.64
4.906,7.302,10.648,11.554,12.336,351.37
5.175,7.605,11.283,12.243,13.072,337.59
5.923,8.261,12.257,13.3,14.2,308.97
5.9,7.764,10.949,11.881,12.685,283.25
5.094,6.589,8.86,9.614,10.265,265.2
4.61,5.96,7.92,8.594,9.176,256.12
3.584,4.631,6.229,6.759,7.217,255.92
2.71,3.593,5.274,5.723,6.11,264.49
3.058,4.102,6.29,6.825,7.287,273.37
4.118,5.391,7.885,8.556,9.135,270.81
5.215,6.673,8.898,9.655,10.309,264.85
6.313,7.997,10.12,10.981,11.725,258.35
6.95,8.787,10.782,11.7,12.492,255.59
6.895,8.701,10.665,11.573,12.356,257.57
6.657,8.375,10.301,11.178,11.934,260.15
6.485,8.143,10.052,10.908,11.646,263.04
6.782,8.524,10.558,11.457,12.232,264.19
7.179,9.039,11.247,12.204,13.03,262.78
