wind_speed,direction
14.031,77.645
14.543,81.215
15.79,82.467
16.569,81.806
16.935,80.172
17.255,80.395
15.371,78.009
15.412,78.69
15.816,76.083
16.117,78.785
16.156,80.3
15.789,78.111
16.078,70.925
16.462,68.569
16.75,69.034
16.542,68.009
16.549,66.868
16.509,63.435
14.675,58.465
13.242,56.475
11.619,57.783
10.303,72.44
13.094,80.889
12.687,83.541
13.741,85.563
14.123,84.336
15.932,85.946
15.903,85.275
15.48,87.553
15.142,88.968
14.149,87.221
12.902,91.931
12.926,91.975
13.279,93.18
12.548,90.666
11.924,94.236
11.528,92.203
12.58,87.367
12.215,86.553
12.277,92.095
12.666,90.666
12.726,86.143
11.668,98.637
12.387,92.517
11.99,95.08
12.234,91.206
13.246,90.567
14.272,88.929
13.432,86.666
13.342,86.112
13.25,87.221
13.395,86.698
13.797,85.601
15.09,81.369
14.903,82.02
14.438,82.108
14.281,79.242
14.209,78.024
13.819,76.961
14.14,76.251
15.188,72.613
15.363,72.937
15.153,71.565
15.767,71.061
14.945,68.305
14.927,66.801
15.678,69.382
16.69,69.848
15.84,69.558
15.093,71.25
14.29,72.553
13.171,76.504
11.501,76.251
12.04,77.047
10.25,83.66
11.183,81.347
11.447,84.352
11.999,88.768
13.202,78.794
15.054,82.444
14.519,86.099
13.869,87.979
13.086,95.477
13.048,101.31
15.027,88.172
14.143,88.668
13.776,92.07
13.387,92.827
13.226,95.782
13.335,99.926
14.199,91.232
14.763,93.434
14.636,90.0
14.839,97.263
14.075,100.042
13.914,95.356
13.076,94.259
14.87,92.161
14.426,92.779
13.617,95.947
14.083,95.826
14.464,97.407
14.763,92.291
14.254,96.137
14.523,98.561
14.587,97.199
15.411,93.851
16.242,89.497
15.634,83.884
15.976,82.569
16.166,79.472
16.98,79.324
17.074,77.775
16.36,77.042
15.833,73.918
15.789,75.727
16.299,77.521
16.676,77.374
17.25,78.857
17.761,80.064
17.634,82.725
17.916,83.927
18.595,81.927
17.849,81.989
17.97,82.515
17.448,84.333
16.795,82.819
17.098,84.289
17.536,82.176
18.234,79.254
18.861,74.991
18.468,72.35
18.619,72.867
18.821,71.307
18.285,68.121
17.192,66.037
16.217,64.925
15.884,64.537
15.385,66.088
16.664,71.565
17.212,72.772
18.1,75.677
18.427,75.869
18.039,75.677
18.302,76.239
18.284,76.977
18.913,78.323
18.974,80.102
18.805,79.452
18.94,77.6
18.649,73.566
19.184,71.44
18.626,68.349
18.484,66.965
18.122,65.521
18.346,66.418
19.431,63.255
18.349,61.728
17.061,59.58
16.791,60.433
16.692,61.467
16.577,59.816
17.091,58.201
16.478,57.836
14.665,61.305
13.57,65.148
12.794,71.232
12.115,76.092
9.578,81.793
8.26,83.991
9.082,83.047
10.009,80.538
10.886,79.739
13.459,74.787
14.796,72.933
15.648,71.259
