wind_speed,direction
4.557,105.524
4.662,104.743
5.585,135.855
4.609,138.814
4.258,138.24
3.24,143.13
3.141,108.435
3.37,93.691
2.79,85.914
1.186,108.435
0.918,231.34
1.66,254.745
2.22,284.932
3.443,267.709
3.522,275.711
5.144,277.125
5.75,257.471
6.012,259.695
7.875,252.429
7.035,264.611
5.959,287.103
5.876,290.556
6.184,279.66
8.773,210.7
8.025,218.797
8.48,227.337
9.731,229.16
9.013,228.888
9.8,233.13
10.097,231.563
11.203,214.735
10.858,218.967
11.637,218.089
12.263,209.168
10.595,212.939
10.25,209.659
9.927,217.439
8.659,203.629
8.149,203.429
8.441,190.154
8.275,190.305
7.701,187.352
4.622,187.696
4.837,190.176
5.523,189.039
3.983,190.62
4.89,177.138
5.394,177.397
6.164,147.265
6.208,150.396
7.6,138.289
8.056,133.755
7.705,121.122
7.758,101.129
7.755,90.0
8.229,88.264
8.851,78.69
9.31,72.051
9.189,67.913
10.829,64.592
10.627,59.264
11.099,52.125
10.0,55.561
10.859,43.708
12.764,42.797
12.325,37.828
9.404,35.217
7.814,32.347
4.043,31.504
1.01,158.199
3.131,186.34
3.308,144.689
3.95,133.831
7.005,111.615
7.384,104.5
8.019,113.429
8.273,108.97
8.232,98.489
8.621,94.635
10.373,91.317
10.932,84.805
11.143,84.226
12.006,77.988
11.583,78.811
12.116,75.677
12.355,74.134
12.32,69.717
13.51,64.628
12.541,65.225
11.541,63.997
10.74,71.565
11.257,67.724
10.626,67.949
10.567,71.565
10.081,73.96
9.818,81.773
8.706,89.284
10.122,94.667
9.906,98.79
11.652,97.628
15.42,84.841
16.678,77.932
17.86,71.447
18.628,68.199
19.747,64.759
19.134,60.154
19.334,56.889
19.773,56.424
19.023,53.039
19.188,48.145
19.363,37.208
19.513,26.952
20.095,14.697
20.538,7.07
19.524,8.259
18.867,359.527
6.168,307.569
6.542,294.567
8.203,227.386
11.48,251.754
13.401,247.341
13.187,240.069
11.811,230.877
11.372,228.93
10.832,228.691
8.016,226.888
10.767,226.397
8.156,213.93
8.247,216.529
8.282,209.954
9.106,209.358
10.388,204.727
10.402,201.541
9.864,196.144
8.775,189.058
9.927,190.176
10.445,176.009
10.789,170.858
10.543,165.324
11.294,164.31
11.685,161.565
11.81,161.754
10.918,155.179
9.738,156.705
9.137,154.134
9.102,150.642
10.457,151.011
10.829,152.85
11.762,151.004
11.573,154.537
9.74,147.529
10.072,148.671
9.593,145.069
9.851,140.659
9.523,128.073
9.378,137.161
9.197,126.714
9.91,123.69
8.811,121.661
9.283,135.546
8.599,122.535
8.559,116.939
8.669,133.152
7.971,134.356
7.722,131.468
7.779,140.906
8.127,147.995
8.278,146.07
8.984,152.723
10.128,148.069
9.633,146.104
10.459,146.689
9.884,142.696
9.094,142.815
9.016,143.447
8.952,138.965
8.665,133.831
7.865,129.806
7.791,132.207
6.846,127.875
6.627,136.637
6.949,142.306
6.373,138.18
6.415,142.907
5.922,134.145
5.506,140.528
7.607,138.991
5.875,141.911
6.088,154.486
5.813,151.783
6.939,156.666
8.063,160.168
9.453,150.725
11.545,147.155
10.799,150.173
9.89,146.31
9.026,144.554
8.381,135.603
8.629,127.367
8.628,121.39
9.146,111.656
9.689,107.266
10.268,110.637
9.227,110.647
9.899,111.961
8.5,106.22
9.418,100.713
7.705,103.134
8.658,105.038
8.748,106.621
7.499,93.814
6.787,96.34
6.254,93.434
6.675,98.584
6.976,86.933
7.359,91.941
8.997,115.498
8.772,129.806
8.439,105.479
9.242,103.285
9.305,105.524
8.503,95.877
9.489,94.514
10.019,93.576
9.883,87.825
9.877,85.657
10.217,101.31
9.28,70.084
10.966,74.055
12.247,78.232
11.174,70.953
12.276,65.799
10.871,77.255
9.993,69.274
9.404,58.496
6.671,45.0
8.42,57.265
7.799,79.939
7.476,81.469
9.408,84.068
10.915,90.0
11.724,91.181
14.369,92.426
