wind_speed,direction
5.501,271.548
6.274,289.231
10.863,233.011
9.613,218.885
8.791,245.12
7.228,250.751
7.614,265.03
6.941,309.987
6.569,304.509
10.472,305.538
11.493,300.63
9.734,290.556
11.458,283.885
10.357,274.135
11.656,267.079
13.213,256.633
11.836,247.286
11.043,254.055
8.172,255.53
7.31,257.905
6.51,264.401
6.943,256.464
7.182,260.87
8.521,259.019
8.368,249.647
8.868,239.452
9.696,240.44
10.832,247.23
12.212,248.72
12.429,244.949
13.687,248.395
12.676,253.74
12.676,258.579
14.283,280.713
13.35,298.74
10.566,309.094
8.82,320.301
12.489,297.35
14.669,287.819
15.031,282.995
16.5,283.291
16.465,282.433
17.858,280.125
17.383,284.34
14.117,288.768
12.861,284.859
12.644,258.254
15.39,260.154
14.113,262.875
15.892,255.964
16.861,253.586
19.615,256.76
20.591,258.893
20.554,258.417
17.419,257.789
17.873,261.469
19.508,260.66
18.423,257.6
17.576,257.648
17.201,257.381
13.197,265.601
12.118,257.863
16.019,257.276
15.2,254.12
14.741,255.257
14.414,256.329
9.303,253.379
13.816,251.061
14.598,246.286
13.88,247.816
14.305,247.457
13.256,240.054
10.83,253.872
13.299,246.801
13.03,244.419
13.128,242.216
11.874,246.405
11.529,247.046
10.286,240.945
9.729,244.094
9.844,244.412
8.84,246.695
7.682,250.974
6.49,250.866
3.434,259.509
4.18,297.824
4.639,307.875
4.127,309.036
4.099,322.651
4.191,327.995
4.151,322.352
4.985,340.71
4.76,5.356
5.05,34.114
6.347,29.427
4.886,61.557
2.051,85.914
2.814,103.24
1.881,93.814
4.303,123.232
6.274,103.761
10.735,78.69
14.425,73.583
15.343,71.854
17.048,70.123
18.01,69.95
19.758,69.066
21.538,64.764
23.401,63.163
22.93,58.291
22.806,47.663
23.08,34.123
23.179,23.198
24.936,17.789
22.97,10.191
22.974,359.051
22.491,354.835
15.105,356.547
11.057,0.0
11.544,356.186
12.438,327.75
12.477,334.463
13.879,330.895
13.483,322.918
4.427,262.875
11.968,4.276
6.779,339.444
2.831,2.602
8.277,61.699
6.772,72.646
7.339,50.194
8.128,55.305
8.419,53.531
8.925,44.502
8.249,59.421
7.922,65.056
6.877,65.376
6.359,65.695
3.992,83.517
4.748,73.78
4.978,59.886
4.931,51.34
3.161,8.13
3.187,101.31
4.265,1.847
4.746,28.301
4.86,43.531
7.953,48.013
4.034,118.217
3.368,105.376
4.883,98.13
5.096,84.068
5.326,80.036
7.116,77.799
8.469,69.353
8.696,71.075
8.383,77.276
9.674,74.268
10.152,69.444
8.181,60.488
9.135,46.169
7.811,50.947
7.487,46.606
6.393,52.067
9.161,62.7
6.264,56.094
5.038,58.717
8.129,52.399
12.398,50.477
13.663,49.794
13.313,21.501
13.395,38.66
12.259,40.539
14.375,47.4
15.364,56.182
17.594,49.74
17.832,48.778
17.77,48.526
17.239,43.264
16.327,35.487
12.428,8.531
8.131,332.242
7.69,296.147
6.599,272.203
8.721,262.2
10.241,263.211
12.972,248.806
12.833,239.226
13.624,230.932
12.232,234.866
11.201,234.019
11.383,233.005
11.814,235.305
12.839,237.7
12.78,240.186
13.042,239.507
12.749,240.673
12.68,243.687
11.307,244.29
11.551,245.095
11.132,245.772
10.548,250.253
11.958,236.976
11.817,243.435
11.669,246.721
11.927,243.705
12.242,238.431
12.648,239.133
13.184,238.109
11.752,247.855
12.511,244.463
10.688,237.061
11.652,236.822
11.223,240.018
10.081,246.615
9.72,244.44
10.354,247.81
11.536,242.879
11.729,234.462
11.987,234.811
10.018,222.99
10.329,227.961
9.48,227.121
9.058,223.299
8.133,220.601
9.004,222.221
8.507,225.591
8.81,220.426
8.952,227.246
9.149,221.698
8.852,218.157
7.466,221.009
7.034,209.745
6.521,212.471
6.651,223.493
6.438,222.647
6.63,224.236
7.023,222.138
6.821,210.784
7.358,206.131
5.545,202.521
6.224,202.203
6.499,190.491
6.768,182.121
6.672,168.486
7.438,155.48
7.106,142.125
8.26,127.367
7.448,121.607
7.272,115.844
6.863,110.266
9.289,106.049
8.932,103.157
7.572,100.008
7.804,105.732
8.401,111.037
7.477,111.297
8.052,108.97
7.648,111.961
7.04,106.607
7.483,114.444
7.535,110.772
7.218,117.408
7.123,99.951
7.084,89.091
7.215,91.818
8.347,100.823
8.471,126.384
8.878,126.714
9.01,121.607
8.341,115.844
8.678,106.389
8.889,111.037
8.783,108.905
9.306,106.991
9.712,102.45
8.437,82.674
7.492,88.21
6.872,84.193
6.413,91.061
7.681,89.012
