SETTLEMENTDATE,NEM,BARRA_speed,BARRA_dir,MERRA_speed,MERRA_dir
2012-01-01 12:00:00,5.85,6.17,-9.06,7.72,-6.75
2012-01-01 13:00:00,4.98,5.77,-7.22,7.86,-6.22
2012-01-01 14:00:00,5.78,5.77,-8.32,7.98,-6.79
2012-01-01 15:00:00,4.76,5.69,-11.43,7.97,-8.01
2012-01-01 16:00:00,3.72,6.77,-17.64,7.74,-9.54
2012-01-01 17:00:00,2.66,7.01,-17.39,7.46,-12.4
2012-01-01 18:00:00,1.83,6.35,-23.0,7.19,-16.38
2012-01-01 19:00:00,1.52,6.46,-22.46,6.82,-19.9
2012-01-01 20:00:00,1.37,7.45,-20.62,6.42,-23.63
2012-01-01 21:00:00,2.29,6.13,-20.3,6.07,-27.04
2012-01-01 22:00:00,2.34,6.2,-27.56,5.83,-29.16
2012-01-01 23:00:00,2.26,5.61,-36.84,5.73,-29.62
2012-01-02 00:00:00,1.3,4.88,-41.83,5.62,-29.49
2012-01-02 01:00:00,0.49,4.6,-44.98,5.36,-29.88
2012-01-02 02:00:00,0.88,4.6,-42.76,5.1,-30.17
2012-01-02 03:00:00,2.18,5.21,-49.78,4.94,-29.68
2012-01-02 04:00:00,3.4,4.67,-48.44,4.92,-29.02
2012-01-02 05:00:00,1.33,5.05,-56.97,4.76,-30.14
2012-01-02 06:00:00,0.87,4.54,-20.79,4.47,-33.55
2012-01-02 07:00:00,0.48,3.47,-25.63,3.99,-39.31
2012-01-02 08:00:00,0.4,3.61,-33.61,3.39,-46.57
2012-01-02 09:00:00,0.52,3.48,-52.04,2.86,-51.05
2012-01-02 10:00:00,0.92,4.35,-43.54,2.52,-46.34
2012-01-02 11:00:00,1.39,3.79,-36.59,2.68,-34.08
2012-01-02 12:00:00,1.48,5.31,-70.63,3.31,-27.11
2012-01-02 13:00:00,1.25,5.83,-61.44,3.91,-27.26
2012-01-02 14:00:00,1.06,4.41,-27.24,4.3,-27.1
2012-01-02 15:00:00,1.17,5.39,-27.74,4.67,-24.69
2012-01-02 16:00:00,1.21,5.74,-31.58,5.11,-22.18
2012-01-02 17:00:00,0.46,6.0,-28.69,5.21,-20.36
2012-01-02 18:00:00,1.22,5.44,-29.01,5.1,-21.51
2012-01-02 19:00:00,1.63,4.65,-36.49,5.09,-24.59
2012-01-02 20:00:00,0.78,5.68,-17.87,5.23,-25.95
2012-01-02 21:00:00,0.25,5.01,-11.76,5.4,-23.97
2012-01-02 22:00:00,0.15,4.59,-9.7,5.52,-22.64
2012-01-02 23:00:00,1.02,5.86,-12.02,5.73,-21.3
2012-01-03 00:00:00,1.92,5.41,7.78,6.12,-19.75
2012-01-03 01:00:00,1.88,5.47,11.67,6.45,-19.55
2012-01-03 02:00:00,4.75,5.77,17.65,6.64,-21.69
2012-01-03 03:00:00,5.98,11.33,-2.83,6.81,-23.32
2012-01-03 04:00:00,14.62,10.49,-8.8,7.14,-22.66
2012-01-03 05:00:00,12.2,10.31,-13.41,7.63,-20.69
2012-01-03 06:00:00,9.03,10.48,-21.37,8.28,-21.75
2012-01-03 07:00:00,7.84,11.07,-22.74,8.74,-25.35
2012-01-03 08:00:00,8.82,10.13,-29.81,9.03,-29.54
2012-01-03 09:00:00,10.22,10.23,-34.83,9.38,-33.4
2012-01-03 10:00:00,10.31,12.06,-41.51,9.86,-36.44
2012-01-03 11:00:00,9.9,11.72,-44.2,10.13,-39.64
2012-01-03 12:00:00,11.36,11.22,-48.04,10.33,-43.53
2012-01-03 13:00:00,12.9,11.03,-48.84,10.71,-48.02
2012-01-03 14:00:00,11.72,11.16,-52.46,11.08,-52.16
2012-01-03 15:00:00,10.66,11.92,-55.99,11.1,-57.42
2012-01-03 16:00:00,9.52,12.28,-61.16,11.07,-64.9
2012-01-03 17:00:00,7.15,12.43,-67.72,11.3,-71.67
2012-01-03 18:00:00,6.61,12.57,-75.41,11.63,-76.98
2012-01-03 19:00:00,5.6,13.43,-78.74,11.63,-80.66
2012-01-03 20:00:00,9.96,13.88,-82.24,11.86,-83.24
2012-01-03 21:00:00,11.76,14.05,-87.27,11.94,-84.96
2012-01-03 22:00:00,14.45,14.7,-93.73,12.13,-87.36
2012-01-03 23:00:00,12.86,15.1,-101.76,12.44,-91.69
2012-01-04 00:00:00,13.71,15.12,-105.37,12.83,-96.54
2012-01-04 01:00:00,13.92,14.87,-106.61,12.85,-100.17
2012-01-04 02:00:00,11.9,15.21,-105.25,12.86,-102.21
2012-01-04 03:00:00,11.58,15.46,-102.35,12.89,-102.92
2012-01-04 04:00:00,15.33,16.75,-105.59,12.98,-103.49
2012-01-04 05:00:00,18.02,17.03,-110.31,12.95,-104.91
2012-01-04 06:00:00,18.92,15.45,-111.58,12.89,-107.07
2012-01-04 07:00:00,14.42,15.46,-110.96,12.73,-109.31
2012-01-04 08:00:00,15.98,15.45,-115.25,12.6,-110.62
2012-01-04 09:00:00,14.18,14.53,-115.34,12.65,-111.12
2012-01-04 10:00:00,12.0,12.61,-124.71,12.62,-110.91
2012-01-04 11:00:00,15.93,12.02,-121.76,12.36,-109.24
2012-01-04 12:00:00,18.31,14.44,-108.57,12.23,-105.56
2012-01-04 13:00:00,16.97,15.35,-102.48,12.12,-101.66
2012-01-04 14:00:00,17.1,13.71,-112.65,11.68,-99.09
2012-01-04 15:00:00,18.96,11.52,-105.61,11.03,-98.32
2012-01-04 16:00:00,16.6,15.33,-104.98,10.79,-97.51
2012-01-04 17:00:00,16.69,16.37,-103.55,11.1,-96.76
2012-01-04 18:00:00,19.38,15.44,-115.73,11.33,-96.85
2012-01-04 19:00:00,18.48,14.97,-114.39,11.54,-95.63
2012-01-04 20:00:00,18.96,16.89,-110.6,11.98,-94.38
2012-01-04 21:00:00,16.2,17.16,-106.37,12.32,-94.36
2012-01-04 22:00:00,16.54,17.28,-107.49,12.36,-94.49
2012-01-04 23:00:00,17.62,17.61,-103.38,12.39,-95.31
2012-01-05 00:00:00,15.08,16.49,-103.99,12.58,-95.33
2012-01-05 01:00:00,16.85,16.89,-102.37,12.35,-94.89
2012-01-05 02:00:00,16.19,16.83,-105.08,11.99,-94.86
2012-01-05 03:00:00,14.46,16.74,-104.34,12.0,-95.7
2012-01-05 04:00:00,15.61,17.62,-108.69,12.09,-97.67
2012-01-05 05:00:00,18.88,17.36,-109.99,12.37,-97.02
2012-01-05 06:00:00,19.37,14.53,-113.98,13.1,-95.03
2012-01-05 07:00:00,20.22,15.76,-118.13,14.25,-97.02
2012-01-05 08:00:00,20.4,14.8,-122.1,15.2,-101.9
2012-01-05 09:00:00,18.6,13.35,-134.83,15.7,-108.25
2012-01-05 10:00:00,19.53,15.23,-118.33,15.73,-110.29
2012-01-05 11:00:00,20.49,17.46,-113.98,15.39,-109.58
2012-01-05 12:00:00,18.18,12.66,-146.93,14.9,-108.01
2012-01-05 13:00:00,15.25,12.17,-146.44,14.02,-108.08
2012-01-05 14:00:00,18.83,12.84,-146.94,13.0,-108.13
2012-01-05 15:00:00,19.01,12.91,-139.57,11.44,-110.64
2012-01-05 16:00:00,16.4,11.11,-125.39,9.59,-114.15
2012-01-05 17:00:00,15.53,11.42,-130.51,7.95,-115.58
2012-01-05 18:00:00,14.9,10.74,-136.02,4.8,-120.0
2012-01-05 19:00:00,14.5,10.96,-152.12,1.02,120.57
2012-01-05 20:00:00,12.86,10.22,-47.85,4.85,70.29
2012-01-05 21:00:00,7.3,10.49,157.28,6.66,67.77
2012-01-05 22:00:00,0.64,13.06,85.18,6.97,76.4
2012-01-05 23:00:00,0.16,13.82,86.47,7.24,89.38
2012-01-06 00:00:00,1.18,11.75,93.64,7.69,105.87
2012-01-06 01:00:00,3.26,13.32,96.18,8.9,116.8
2012-01-06 02:00:00,4.47,16.62,108.13,9.92,120.03
2012-01-06 03:00:00,5.53,16.1,98.26,11.29,115.83
2012-01-06 04:00:00,4.68,16.21,101.24,13.0,107.79
2012-01-06 05:00:00,4.82,16.72,98.48,13.99,102.34
2012-01-06 06:00:00,8.18,16.78,101.14,15.21,100.02
2012-01-06 07:00:00,12.88,16.12,96.37,16.46,97.2
2012-01-06 08:00:00,17.91,14.46,96.36,17.32,94.27
2012-01-06 09:00:00,20.38,16.67,92.32,17.64,91.77
2012-01-06 10:00:00,20.64,17.79,86.0,17.97,89.11
2012-01-06 11:00:00,20.97,18.87,83.94,18.29,86.09
2012-01-06 12:00:00,20.88,19.56,82.39,18.41,83.42
2012-01-06 13:00:00,20.88,20.24,79.26,18.4,81.22
2012-01-06 14:00:00,20.95,20.65,77.78,18.23,79.02
2012-01-06 15:00:00,20.92,19.17,76.32,17.91,76.89
2012-01-06 16:00:00,20.94,18.29,77.76,17.56,75.66
2012-01-06 17:00:00,20.79,17.84,77.42,17.09,74.58
2012-01-06 18:00:00,20.59,16.41,77.65,16.36,73.52
2012-01-06 19:00:00,20.25,18.28,74.24,15.33,72.75
2012-01-06 20:00:00,12.89,16.81,69.0,14.58,72.88
2012-01-06 21:00:00,12.19,15.23,70.08,13.8,72.7
2012-01-06 22:00:00,14.9,16.88,69.53,13.07,73.32
2012-01-06 23:00:00,11.14,16.93,67.4,12.7,73.9
2012-01-07 00:00:00,11.57,16.54,67.99,12.84,73.83
2012-01-07 01:00:00,19.81,16.62,61.41,13.35,73.07
2012-01-07 02:00:00,20.45,16.76,63.73,13.55,72.59
2012-01-07 03:00:00,20.45,14.89,61.61,13.85,70.62
2012-01-07 04:00:00,20.9,15.03,60.06,14.0,67.54
2012-01-07 05:00:00,20.94,15.18,59.7,14.0,64.26
2012-01-07 06:00:00,20.9,17.15,58.35,14.35,60.14
2012-01-07 07:00:00,20.88,18.18,49.76,15.22,54.84
2012-01-07 08:00:00,20.96,16.37,51.0,15.26,51.55
2012-01-07 09:00:00,20.88,14.94,46.91,14.95,50.15
2012-01-07 10:00:00,20.39,13.94,51.29,14.38,49.72
2012-01-07 11:00:00,20.84,13.2,59.35,13.72,49.67
2012-01-07 12:00:00,18.68,14.52,54.92,13.36,49.17
2012-01-07 13:00:00,20.82,14.31,51.12,13.21,48.84
2012-01-07 14:00:00,20.76,13.31,53.03,13.17,48.78
2012-01-07 15:00:00,20.84,14.43,48.91,13.21,48.38
2012-01-07 16:00:00,20.62,14.35,52.42,13.22,47.92
2012-01-07 17:00:00,20.86,14.1,49.67,13.16,46.34
2012-01-07 18:00:00,20.46,14.76,44.65,12.79,44.5
2012-01-07 19:00:00,20.04,14.7,40.83,11.99,43.19
2012-01-07 20:00:00,19.37,12.18,41.81,11.31,42.21
2012-01-07 21:00:00,18.18,13.16,43.67,11.07,39.96
2012-01-07 22:00:00,18.14,12.0,35.6,10.59,37.84
2012-01-07 23:00:00,18.15,11.37,31.7,9.98,37.57
2012-01-08 00:00:00,18.95,11.24,41.03,9.48,38.22
2012-01-08 01:00:00,18.84,10.07,42.02,9.21,38.3
2012-01-08 02:00:00,17.53,10.03,29.14,9.13,36.49
2012-01-08 03:00:00,17.61,10.82,22.23,9.05,32.84
2012-01-08 04:00:00,16.02,9.3,26.96,8.7,28.94
2012-01-08 05:00:00,13.12,8.23,29.98,8.09,25.97
2012-01-08 06:00:00,11.24,8.25,32.94,7.6,23.89
2012-01-08 07:00:00,9.93,7.89,27.2,7.08,23.7
2012-01-08 08:00:00,4.36,7.52,20.11,6.49,25.56
2012-01-08 09:00:00,7.04,7.45,18.31,6.06,28.11
2012-01-08 10:00:00,4.35,6.87,15.22,5.9,30.13
2012-01-08 11:00:00,1.78,6.14,21.76,5.95,29.19
2012-01-08 12:00:00,2.17,6.54,19.71,6.32,25.27
2012-01-08 13:00:00,2.66,5.67,15.41,6.89,20.36
2012-01-08 14:00:00,2.32,5.94,16.15,7.28,15.79
2012-01-08 15:00:00,3.08,6.59,5.45,7.28,12.03
2012-01-08 16:00:00,1.8,6.15,9.14,6.84,8.73
2012-01-08 17:00:00,1.46,5.13,3.07,6.18,6.45
2012-01-08 18:00:00,1.78,4.55,18.2,5.44,4.96
2012-01-08 19:00:00,1.72,4.48,15.15,4.86,4.19
2012-01-08 20:00:00,1.72,4.83,10.44,4.65,2.97
2012-01-08 21:00:00,1.24,4.36,11.25,4.54,1.26
2012-01-08 22:00:00,0.63,4.12,7.67,4.26,-0.56
2012-01-08 23:00:00,1.13,5.2,19.22,3.66,-3.62
2012-01-09 00:00:00,0.5,5.28,5.77,2.93,-8.17
2012-01-09 01:00:00,0.17,4.42,3.13,2.34,-11.72
2012-01-09 02:00:00,0.0,2.42,-10.32,2.1,-10.35
2012-01-09 03:00:00,0.0,2.77,-28.44,2.46,-6.21
2012-01-09 04:00:00,0.0,1.26,-44.52,3.23,-5.47
2012-01-09 05:00:00,0.0,2.2,-41.3,3.96,-4.73
2012-01-09 06:00:00,0.11,3.68,-11.38,4.44,-7.07
2012-01-09 07:00:00,0.14,2.99,-5.62,4.56,-11.2
2012-01-09 08:00:00,0.0,2.17,-24.75,4.18,-16.59
2012-01-09 09:00:00,0.0,2.14,-2.61,3.68,-22.34
2012-01-09 10:00:00,0.0,2.87,-27.43,3.5,-24.4
2012-01-09 11:00:00,0.6,3.89,-23.95,3.86,-24.69
2012-01-09 12:00:00,0.5,4.97,-11.18,4.52,-25.91
2012-01-09 13:00:00,0.82,5.43,-8.32,5.17,-29.03
2012-01-09 14:00:00,2.24,7.45,-17.58,5.61,-33.21
2012-01-09 15:00:00,2.48,6.99,-23.23,5.89,-36.41
2012-01-09 16:00:00,3.0,6.77,-30.27,6.1,-39.77
2012-01-09 17:00:00,2.22,6.2,-36.18,6.44,-44.2
2012-01-09 18:00:00,4.56,7.05,-52.24,6.88,-48.27
2012-01-09 19:00:00,2.33,6.35,-67.13,7.26,-51.07
2012-01-09 20:00:00,0.98,7.32,-72.98,7.55,-54.26
2012-01-09 21:00:00,1.27,7.39,-71.48,7.64,-59.37
2012-01-09 22:00:00,1.02,7.06,-83.23,7.5,-66.83
2012-01-09 23:00:00,1.2,7.58,-69.17,7.13,-75.77
2012-01-10 00:00:00,1.12,7.31,-84.61,6.67,-82.38
2012-01-10 01:00:00,0.34,7.05,-79.93,6.2,-83.06
2012-01-10 02:00:00,1.28,7.46,-80.5,6.06,-79.07
2012-01-10 03:00:00,1.4,7.23,-74.59,6.31,-73.98
2012-01-10 04:00:00,0.68,6.09,-73.85,6.75,-70.34
2012-01-10 05:00:00,1.74,6.81,-73.36,7.13,-68.73
2012-01-10 06:00:00,1.27,6.68,-84.73,7.57,-70.26
2012-01-10 07:00:00,1.77,6.46,-80.89,7.69,-73.28
2012-01-10 08:00:00,2.75,7.15,-85.68,7.6,-77.7
2012-01-10 09:00:00,4.97,6.7,-90.45,7.64,-82.62
2012-01-10 10:00:00,5.5,7.96,-91.51,7.93,-86.44
2012-01-10 11:00:00,6.22,8.3,-88.27,8.2,-88.37
2012-01-10 12:00:00,4.64,8.76,-91.64,8.35,-88.52
2012-01-10 13:00:00,3.26,9.52,-90.85,8.4,-88.57
2012-01-10 14:00:00,3.56,9.21,-93.29,8.4,-88.76
2012-01-10 15:00:00,5.48,9.56,-92.84,8.3,-88.86
2012-01-10 16:00:00,7.04,10.04,-97.25,8.23,-88.79
2012-01-10 17:00:00,6.24,10.37,-97.52,8.44,-89.61
2012-01-10 18:00:00,3.87,10.52,-100.58,8.85,-90.27
2012-01-10 19:00:00,3.46,11.19,-104.26,9.25,-89.63
2012-01-10 20:00:00,3.69,11.67,-104.26,9.84,-89.32
2012-01-10 21:00:00,3.83,12.38,-104.95,10.4,-89.75
2012-01-10 22:00:00,4.2,12.7,-107.14,10.95,-91.25
2012-01-10 23:00:00,5.31,12.66,-104.03,11.09,-93.59
2012-01-11 00:00:00,6.52,13.25,-98.7,11.03,-96.27
2012-01-11 01:00:00,7.1,14.06,-102.58,10.84,-100.24
2012-01-11 02:00:00,8.4,14.36,-106.7,10.72,-104.67
2012-01-11 03:00:00,8.5,14.38,-113.18,10.42,-110.14
2012-01-11 04:00:00,9.6,15.05,-120.32,10.07,-117.13
2012-01-11 05:00:00,8.91,14.31,-121.58,9.8,-124.2
2012-01-11 06:00:00,9.1,14.0,-124.54,10.15,-128.77
2012-01-11 07:00:00,9.56,13.68,-128.56,9.82,-131.81
2012-01-11 08:00:00,8.86,12.33,-133.36,9.34,-131.63
2012-01-11 09:00:00,7.01,10.42,-133.63,8.96,-129.43
2012-01-11 10:00:00,4.91,9.25,-137.8,8.68,-124.74
2012-01-11 11:00:00,6.51,9.87,-144.75,8.59,-115.36
2012-01-11 12:00:00,7.57,10.05,-143.72,8.99,-104.94
2012-01-11 13:00:00,8.92,8.26,-150.32,9.8,-97.15
2012-01-11 14:00:00,9.89,6.29,-140.57,10.64,-93.4
2012-01-11 15:00:00,10.57,6.36,-120.73,11.34,-92.49
2012-01-11 16:00:00,10.16,6.38,-107.4,11.9,-93.97
2012-01-11 17:00:00,10.34,7.69,-92.99,12.07,-97.07
2012-01-11 18:00:00,10.64,11.65,-103.81,11.96,-99.9
2012-01-11 19:00:00,10.63,12.18,-105.97,11.41,-102.46
2012-01-11 20:00:00,10.08,12.15,-111.0,10.94,-104.71
2012-01-11 21:00:00,9.25,12.14,-110.98,10.66,-107.29
2012-01-11 22:00:00,8.82,11.97,-112.56,10.14,-110.38
2012-01-11 23:00:00,8.2,12.19,-114.84,9.76,-114.59
2012-01-12 00:00:00,8.17,10.4,-119.1,9.45,-117.49
2012-01-12 01:00:00,7.54,9.84,-116.53,9.1,-118.1
2012-01-12 02:00:00,6.46,9.64,-112.57,8.74,-117.03
2012-01-12 03:00:00,6.85,10.65,-112.31,8.44,-114.38
2012-01-12 04:00:00,6.96,9.77,-112.18,8.3,-110.91
2012-01-12 05:00:00,5.54,10.02,-118.49,8.09,-106.6
2012-01-12 06:00:00,3.4,9.3,-120.09,7.85,-103.1
2012-01-12 07:00:00,1.4,9.16,-123.26,7.73,-99.59
2012-01-12 08:00:00,1.46,8.33,-127.09,7.63,-95.68
2012-01-12 09:00:00,2.15,8.25,-137.25,7.57,-93.12
2012-01-12 10:00:00,2.29,7.88,-143.44,7.44,-90.12
2012-01-12 11:00:00,2.51,6.26,-147.55,7.68,-86.17
2012-01-12 12:00:00,2.92,4.61,-110.7,8.23,-83.35
2012-01-12 13:00:00,3.72,5.77,-91.87,8.74,-82.48
2012-01-12 14:00:00,4.07,7.11,-87.29,9.09,-82.75
2012-01-12 15:00:00,4.39,6.7,-77.57,9.47,-83.28
2012-01-12 16:00:00,5.32,8.26,-84.5,9.98,-84.56
2012-01-12 17:00:00,10.1,10.42,-90.28,10.62,-86.0
2012-01-12 18:00:00,10.71,11.5,-91.62,11.16,-87.74
2012-01-12 19:00:00,14.96,12.85,-97.14,11.15,-89.32
2012-01-12 20:00:00,16.55,14.05,-100.58,11.38,-91.22
2012-01-12 21:00:00,16.98,14.65,-103.0,11.58,-93.13
2012-01-12 22:00:00,13.83,14.88,-103.61,11.73,-95.16
2012-01-12 23:00:00,12.97,15.63,-103.12,11.72,-98.38
2012-01-13 00:00:00,11.92,16.13,-106.1,11.48,-101.85
2012-01-13 01:00:00,8.97,15.96,-107.49,11.3,-104.4
2012-01-13 02:00:00,7.3,14.73,-108.06,11.07,-106.15
2012-01-13 03:00:00,5.89,14.88,-107.49,10.83,-106.31
2012-01-13 04:00:00,9.19,15.36,-110.57,10.91,-105.73
2012-01-13 05:00:00,11.4,14.82,-110.85,10.88,-104.68
2012-01-13 06:00:00,11.63,15.21,-115.87,11.6,-104.67
2012-01-13 07:00:00,10.44,14.25,-118.64,11.7,-104.49
2012-01-13 08:00:00,10.57,13.04,-121.04,11.66,-103.33
2012-01-13 09:00:00,12.6,11.44,-123.98,11.71,-101.5
2012-01-13 10:00:00,12.95,10.92,-131.05,11.88,-98.87
2012-01-13 11:00:00,13.26,10.63,-132.98,12.06,-97.13
2012-01-13 12:00:00,13.96,9.41,-126.69,12.14,-96.21
2012-01-13 13:00:00,15.64,10.8,-111.98,12.18,-95.46
2012-01-13 14:00:00,16.66,13.29,-106.01,12.13,-95.42
2012-01-13 15:00:00,16.78,14.41,-102.44,12.1,-95.75
2012-01-13 16:00:00,17.12,15.57,-103.29,12.15,-96.35
2012-01-13 17:00:00,17.24,16.4,-107.32,12.37,-97.38
2012-01-13 18:00:00,16.92,16.31,-102.81,12.54,-97.55
2012-01-13 19:00:00,17.06,17.05,-105.22,12.25,-97.0
2012-01-13 20:00:00,17.36,17.76,-105.17,12.36,-97.32
2012-01-13 21:00:00,17.47,18.18,-106.86,12.56,-98.74
2012-01-13 22:00:00,17.2,18.76,-110.24,12.78,-101.03
2012-01-13 23:00:00,17.44,19.4,-113.29,12.82,-103.65
2012-01-14 00:00:00,17.28,19.7,-114.41,12.77,-106.1
2012-01-14 01:00:00,17.32,19.61,-118.56,12.85,-108.04
2012-01-14 02:00:00,17.2,18.9,-123.71,12.95,-110.09
2012-01-14 03:00:00,16.73,18.48,-133.43,13.0,-112.86
2012-01-14 04:00:00,14.92,17.54,-145.62,12.86,-115.82
2012-01-14 05:00:00,9.18,15.98,-153.09,12.58,-118.86
2012-01-14 06:00:00,14.33,16.11,-150.93,12.65,-122.21
2012-01-14 07:00:00,13.34,15.15,-156.76,12.32,-125.35
2012-01-14 08:00:00,6.16,13.38,-164.09,11.55,-126.66
2012-01-14 09:00:00,5.16,10.08,-163.29,10.55,-125.94
2012-01-14 10:00:00,6.23,8.85,-157.83,9.88,-119.53
2012-01-14 11:00:00,9.43,8.1,-141.48,9.57,-110.38
2012-01-14 12:00:00,12.51,7.59,-127.46,9.48,-102.47
2012-01-14 13:00:00,13.72,7.52,-102.54,9.88,-96.59
2012-01-14 14:00:00,13.84,9.28,-112.25,10.38,-94.39
2012-01-14 15:00:00,15.46,8.8,-116.46,10.64,-94.65
2012-01-14 16:00:00,17.5,8.38,-109.42,10.72,-96.25
2012-01-14 17:00:00,17.33,12.02,-105.23,10.98,-100.62
2012-01-14 18:00:00,17.02,11.58,-117.54,11.21,-106.53
2012-01-14 19:00:00,16.06,13.65,-120.13,11.02,-111.85
2012-01-14 20:00:00,14.3,14.18,-126.77,10.63,-117.0
2012-01-14 21:00:00,14.15,15.36,-135.81,10.1,-120.89
2012-01-14 22:00:00,13.9,14.98,-140.0,9.78,-123.09
2012-01-14 23:00:00,12.22,15.03,-144.62,9.46,-124.48
2012-01-15 00:00:00,9.11,14.49,-155.91,8.76,-125.89
2012-01-15 01:00:00,6.46,14.52,-164.48,7.82,-129.89
2012-01-15 02:00:00,4.61,13.06,172.23,7.25,-134.66
2012-01-15 03:00:00,5.04,14.22,165.16,6.69,-143.05
2012-01-15 04:00:00,5.71,13.84,163.08,6.09,-152.65
2012-01-15 05:00:00,6.33,13.77,167.36,5.88,-160.8
2012-01-15 06:00:00,3.98,11.68,169.5,5.14,-169.23
2012-01-15 07:00:00,3.9,11.52,117.41,5.33,171.99
2012-01-15 08:00:00,3.5,9.57,168.68,5.41,158.5
2012-01-15 09:00:00,1.61,7.39,159.85,5.08,149.68
2012-01-15 10:00:00,0.8,6.67,141.57,4.54,139.32
2012-01-15 11:00:00,0.66,5.42,111.88,4.11,121.18
2012-01-15 12:00:00,3.45,5.34,64.82,4.35,89.96
2012-01-15 13:00:00,4.28,13.71,69.15,5.83,61.88
2012-01-15 14:00:00,7.62,13.76,63.15,7.63,49.16
2012-01-15 15:00:00,8.68,12.28,57.22,8.81,46.32
2012-01-15 16:00:00,12.96,12.45,60.09,9.38,47.19
2012-01-15 17:00:00,12.46,12.48,53.22,9.51,51.28
2012-01-15 18:00:00,9.18,11.5,56.09,9.78,54.3
2012-01-15 19:00:00,12.8,11.97,58.54,10.01,55.45
2012-01-15 20:00:00,12.16,11.51,60.72,10.46,56.21
2012-01-15 21:00:00,14.27,11.57,56.06,10.35,54.85
2012-01-15 22:00:00,13.38,11.32,54.84,9.66,52.46
2012-01-15 23:00:00,9.9,10.13,54.36,8.74,49.73
2012-01-16 00:00:00,7.72,8.59,55.95,8.31,46.93
2012-01-16 01:00:00,6.52,8.89,43.32,8.12,43.75
2012-01-16 02:00:00,11.71,9.26,39.36,8.28,39.39
2012-01-16 03:00:00,10.92,9.07,28.44,8.52,33.75
2012-01-16 04:00:00,14.64,10.57,26.66,9.03,28.11
2012-01-16 05:00:00,17.04,10.78,30.4,9.8,24.4
2012-01-16 06:00:00,18.36,10.24,23.68,10.76,23.43
2012-01-16 07:00:00,17.05,10.94,26.36,11.2,25.37
2012-01-16 08:00:00,15.19,9.32,28.73,10.99,28.01
2012-01-16 09:00:00,10.72,12.24,27.46,10.42,28.89
2012-01-16 10:00:00,8.88,9.03,28.18,10.02,28.82
2012-01-16 11:00:00,6.02,8.53,29.12,9.43,29.57
2012-01-16 12:00:00,7.4,8.76,28.24,8.75,30.56
2012-01-16 13:00:00,10.3,8.26,29.1,8.34,31.23
2012-01-16 14:00:00,5.32,8.11,24.81,8.26,31.24
2012-01-16 15:00:00,3.66,8.47,20.26,8.35,29.7
2012-01-16 16:00:00,4.41,8.31,19.58,8.5,27.72
2012-01-16 17:00:00,5.09,7.91,28.26,8.48,24.8
2012-01-16 18:00:00,4.11,7.27,25.36,8.04,21.31
2012-01-16 19:00:00,2.88,7.14,24.91,7.41,17.95
2012-01-16 20:00:00,2.04,7.22,23.47,6.65,13.55
2012-01-16 21:00:00,1.86,7.44,16.59,5.79,9.27
2012-01-16 22:00:00,1.29,6.67,6.41,4.87,5.34
2012-01-16 23:00:00,1.38,6.51,-1.2,4.06,2.49
2012-01-17 00:00:00,0.81,6.17,-7.08,3.46,0.64
2012-01-17 01:00:00,0.12,5.84,-11.4,2.97,-0.28
2012-01-17 02:00:00,0.0,3.9,-17.27,2.5,1.16
2012-01-17 03:00:00,0.0,2.16,-36.78,2.17,5.3
2012-01-17 04:00:00,0.13,2.96,-65.61,2.04,11.94
2012-01-17 05:00:00,0.51,2.78,-72.24,2.12,19.35
2012-01-17 06:00:00,0.41,0.67,90.9,2.27,24.21
2012-01-17 07:00:00,0.14,0.95,123.46,2.13,25.52
2012-01-17 08:00:00,0.0,1.03,114.25,1.94,21.69
2012-01-17 09:00:00,0.0,0.84,95.35,1.91,11.75
2012-01-17 10:00:00,0.11,1.45,46.83,2.18,1.22
2012-01-17 11:00:00,0.58,2.26,16.23,2.76,-9.34
2012-01-17 12:00:00,1.1,2.6,33.08,3.48,-17.86
2012-01-17 13:00:00,1.48,4.15,0.0,4.16,-25.06
2012-01-17 14:00:00,1.52,4.95,-0.16,4.64,-30.93
2012-01-17 15:00:00,1.3,4.74,-9.47,4.96,-35.92
2012-01-17 16:00:00,1.66,4.91,-17.97,5.12,-41.19
2012-01-17 17:00:00,1.72,4.6,-27.79,5.31,-46.48
2012-01-17 18:00:00,1.18,4.61,-55.12,5.6,-52.68
2012-01-17 19:00:00,0.7,5.1,-67.06,5.79,-59.52
2012-01-17 20:00:00,1.24,5.53,-73.86,5.95,-68.29
2012-01-17 21:00:00,2.13,5.77,-88.76,6.1,-77.83
2012-01-17 22:00:00,1.95,6.4,-91.69,6.26,-87.03
2012-01-17 23:00:00,1.89,7.35,-99.49,6.4,-95.39
2012-01-18 00:00:00,3.0,8.9,-99.08,6.49,-102.13
2012-01-18 01:00:00,2.24,9.47,-104.12,6.53,-107.12
2012-01-18 02:00:00,2.08,9.78,-110.21,6.58,-111.26
2012-01-18 03:00:00,2.04,9.98,-112.14,6.65,-115.14
2012-01-18 04:00:00,2.12,11.16,-112.32,6.74,-119.51
2012-01-18 05:00:00,5.26,11.12,-112.49,6.76,-124.47
2012-01-18 06:00:00,5.63,9.66,-110.74,6.94,-127.27
2012-01-18 07:00:00,5.23,10.16,-112.04,6.79,-128.53
2012-01-18 08:00:00,6.33,9.16,-114.35,6.55,-126.0
2012-01-18 09:00:00,4.93,7.09,-120.83,6.52,-120.58
