SETTLEMENTDATE,NEM,BARRA_speed,BARRA_dir,BARRA_dir_delta,BARRA_power,MERRA_speed,MERRA_dir,BARRA_error,MERRA_power
2013-01-04 17:00:00,15.96,11.53,247.05,-6.11,15.15,8.44,234.71,-0.81,6.31
2013-01-04 18:00:00,14.62,10.29,240.94,3.15,12.09,7.54,233.54,-2.53,4.01
2013-01-04 19:00:00,12.46,9.73,244.09,0.32,10.37,6.52,231.12,-2.09,2.21
2013-01-04 20:00:00,7.76,9.84,244.41,2.29,10.71,5.45,231.92,2.95,1.12
2013-01-04 21:00:00,3.48,8.84,246.7,4.27,7.52,4.47,236.78,4.04,0.58
2013-01-04 22:00:00,2.02,7.68,250.97,-0.1,4.32,3.51,247.91,2.3,0.3
2013-01-04 23:00:00,2.7,6.49,250.87,8.64,2.17,2.73,270.75,-0.53,0.0
2013-01-05 00:00:00,1.34,3.43,259.51,38.31,0.0,2.66,307.14,-1.34,0.0
2013-01-05 01:00:00,2.86,4.18,297.82,10.06,0.48,3.49,334.81,-2.38,0.0
2013-01-05 02:00:00,3.36,4.64,307.88,1.16,0.65,4.49,345.76,-2.71,0.59
2013-01-05 03:00:00,2.73,4.13,309.04,13.61,0.46,5.07,348.82,-2.27,0.87
2013-01-05 04:00:00,2.83,4.1,322.65,5.35,0.45,5.06,348.04,-2.38,0.87
2013-01-05 05:00:00,2.1,4.19,328.0,-5.65,0.48,4.69,346.19,-1.62,0.68
2013-01-05 06:00:00,2.55,4.15,322.35,18.36,0.47,4.42,352.43,-2.08,0.56
2013-01-05 07:00:00,1.89,4.99,340.71,-335.35,0.83,4.26,2.61,-1.06,0.51
2013-01-05 08:00:00,1.45,4.76,5.36,28.75,0.71,4.17,13.15,-0.74,0.48
2013-01-05 09:00:00,1.06,5.05,34.11,-4.68,0.86,4.08,22.82,-0.2,0.45
2013-01-05 10:00:00,0.88,6.35,29.43,32.13,1.99,4.05,43.65,1.11,0.44
2013-01-05 11:00:00,1.12,4.89,61.56,24.35,0.77,4.81,66.62,-0.35,0.73
2013-01-05 12:00:00,2.3,2.05,85.91,17.33,0.0,6.23,80.73,-2.3,1.85
2013-01-05 13:00:00,4.42,2.81,103.24,-9.43,0.0,7.63,86.87,-4.42,4.21
2013-01-05 14:00:00,9.71,1.88,93.81,29.42,0.0,8.82,88.62,-9.71,7.45
2013-01-05 15:00:00,11.7,4.3,123.23,-19.47,0.52,10.0,88.03,-11.18,11.22
2013-01-05 16:00:00,10.68,6.27,103.76,-25.07,1.9,11.22,85.7,-8.78,14.5
2013-01-05 17:00:00,10.86,10.74,78.69,-5.11,13.34,12.06,81.51,2.48,16.06
2013-01-05 18:00:00,14.07,14.42,73.58,-1.73,18.03,12.12,79.0,3.96,16.15
2013-01-05 19:00:00,16.2,15.34,71.85,-1.73,18.28,11.58,77.7,2.08,15.24
2013-01-05 20:00:00,17.9,17.05,70.12,-0.17,18.49,11.69,75.57,0.59,15.45
2013-01-05 21:00:00,17.76,18.01,69.95,-0.88,18.53,12.01,72.71,0.77,15.99
2013-01-05 22:00:00,18.91,19.76,69.07,-4.31,18.56,12.1,68.87,-0.35,16.12
2013-01-05 23:00:00,18.22,21.54,64.76,-1.6,18.57,11.76,67.22,0.35,15.57
2013-01-06 00:00:00,16.51,23.4,63.16,-4.87,18.57,11.78,68.98,2.06,15.61
2013-01-06 01:00:00,17.07,22.93,58.29,-10.63,18.57,12.1,68.89,1.5,16.12
2013-01-06 02:00:00,16.64,22.81,47.66,-13.54,18.57,12.51,64.13,1.93,16.67
2013-01-06 03:00:00,16.84,23.08,34.12,-10.92,18.57,13.02,52.4,1.73,17.2
2013-01-06 04:00:00,18.28,23.18,23.2,-5.41,18.57,14.63,34.41,0.29,18.1
2013-01-06 05:00:00,18.16,24.94,17.79,-7.6,18.58,13.96,30.09,0.42,17.83
2013-01-06 06:00:00,17.15,22.97,10.19,348.86,18.57,13.24,28.32,1.42,17.38
2013-01-06 07:00:00,12.9,22.97,359.05,-4.21,18.57,13.81,27.04,5.67,17.75
2013-01-06 08:00:00,10.7,22.49,354.84,1.71,18.57,14.1,20.45,7.87,17.9
2013-01-06 09:00:00,7.34,15.1,356.55,-356.55,18.23,13.84,11.35,10.89,17.77
2013-01-06 10:00:00,6.82,11.06,0.0,356.19,14.14,14.45,353.49,7.32,18.04
2013-01-06 11:00:00,4.7,11.54,356.19,-28.44,15.17,14.35,332.35,10.47,18.0
2013-01-06 12:00:00,1.78,12.44,327.75,6.71,16.58,13.43,310.61,14.8,17.52
2013-01-06 13:00:00,1.13,12.48,334.46,-3.56,16.63,10.5,296.83,15.5,12.69
2013-01-06 14:00:00,2.7,13.88,330.9,-7.98,17.79,7.57,289.5,15.09,4.07
2013-01-06 15:00:00,0.9,13.48,322.92,-60.04,17.55,5.74,292.47,16.65,1.35
2013-01-06 16:00:00,2.5,4.43,262.88,-258.6,0.57,4.38,308.07,-1.93,0.55
2013-01-06 17:00:00,1.12,11.97,4.28,335.16,15.92,2.64,333.27,14.8,0.0
2013-01-06 18:00:00,0.12,6.78,339.44,-336.84,2.59,1.49,42.49,2.47,0.0
2013-01-06 19:00:00,0.52,2.83,2.6,59.1,0.0,3.25,77.93,-0.52,0.0
2013-01-06 20:00:00,7.15,8.28,61.7,10.95,5.85,5.57,78.64,-1.3,1.21
2013-01-06 21:00:00,13.14,6.77,72.65,-22.46,2.57,6.51,75.38,-10.57,2.2
2013-01-06 22:00:00,0.5,7.34,50.19,5.11,3.59,6.21,74.32,3.09,1.83
2013-01-06 23:00:00,0.18,8.13,55.3,-1.77,5.44,5.65,75.46,5.26,1.28
2013-01-07 00:00:00,0.05,8.42,53.53,-9.03,6.25,5.22,75.24,6.2,0.96
2013-01-07 01:00:00,1.48,8.93,44.5,14.92,7.8,5.06,73.49,6.32,0.87
2013-01-07 02:00:00,2.33,8.25,59.42,5.64,5.77,5.1,71.46,3.44,0.89
2013-01-07 03:00:00,2.6,7.92,65.06,0.32,4.9,5.25,68.48,2.3,0.98
2013-01-07 04:00:00,1.2,6.88,65.38,0.31,2.75,5.46,65.41,1.55,1.13
2013-01-07 05:00:00,0.5,6.36,65.69,17.83,2.0,5.46,61.71,1.5,1.13
2013-01-07 06:00:00,0.03,3.99,83.52,-9.74,0.42,4.88,55.76,0.39,0.77
2013-01-07 07:00:00,0.14,4.75,73.78,-13.89,0.7,4.7,47.13,0.56,0.68
2013-01-07 08:00:00,0.12,4.98,59.89,-8.55,0.82,4.54,29.64,0.7,0.61
2013-01-07 09:00:00,0.38,4.93,51.34,-43.21,0.79,4.49,21.99,0.41,0.59
2013-01-07 10:00:00,0.12,3.16,8.13,93.18,0.0,3.58,27.44,-0.12,0.32
2013-01-07 11:00:00,0.04,3.19,101.31,-99.46,0.0,2.07,52.12,-0.04,0.0
2013-01-07 12:00:00,0.08,4.26,1.85,26.45,0.51,2.17,111.81,0.43,0.0
2013-01-07 13:00:00,0.04,4.75,28.3,15.23,0.7,4.1,127.36,0.66,0.45
2013-01-07 14:00:00,0.62,4.86,43.53,4.48,0.76,5.43,126.87,0.14,1.11
2013-01-07 15:00:00,1.27,7.95,48.01,70.21,4.97,6.2,124.33,3.7,1.81
2013-01-07 16:00:00,4.96,4.03,118.22,-12.84,0.43,6.51,116.52,-4.53,2.2
2013-01-07 17:00:00,14.48,3.37,105.38,-7.25,0.0,7.28,100.79,-14.48,3.47
2013-01-07 18:00:00,14.4,4.88,98.13,-14.06,0.77,8.88,99.9,-13.63,7.64
2013-01-07 19:00:00,14.58,5.1,84.07,-4.03,0.89,9.66,104.43,-13.69,10.14
2013-01-07 20:00:00,13.16,5.33,80.04,-2.24,1.04,9.11,103.41,-12.12,8.37
2013-01-07 21:00:00,13.02,7.12,77.8,-8.45,3.16,8.24,95.16,-9.86,5.74
2013-01-07 22:00:00,3.89,8.47,69.35,1.73,6.4,7.69,86.48,2.51,4.34
2013-01-07 23:00:00,4.45,8.7,71.08,6.2,7.08,7.42,80.8,2.63,3.75
2013-01-08 00:00:00,8.55,8.38,77.28,-3.01,6.14,7.12,76.8,-2.41,3.16
2013-01-08 01:00:00,13.96,9.67,74.27,-4.83,10.17,6.87,74.08,-3.79,2.73
2013-01-08 02:00:00,14.93,10.15,69.44,-8.95,11.67,6.71,72.25,-3.26,2.48
2013-01-08 03:00:00,1.33,8.18,60.49,-14.32,5.58,6.57,71.73,4.25,2.28
2013-01-08 04:00:00,0.1,9.14,46.17,4.78,8.47,6.53,72.9,8.37,2.23
2013-01-08 05:00:00,0.54,7.81,50.95,-4.34,4.63,6.44,75.56,4.09,2.11
2013-01-08 06:00:00,1.65,7.49,46.61,5.46,3.9,6.72,78.94,2.25,2.5
2013-01-08 07:00:00,15.13,6.39,52.07,10.63,2.04,7.11,83.94,-13.09,3.15
2013-01-08 08:00:00,11.93,9.16,62.7,-6.61,8.53,7.84,90.98,-3.4,4.7
2013-01-08 09:00:00,12.82,6.26,56.09,2.63,1.88,8.87,96.88,-10.94,7.61
2013-01-08 10:00:00,16.71,5.04,58.72,-6.32,0.86,10.13,97.63,-15.85,11.61
2013-01-08 11:00:00,17.58,8.13,52.4,-1.92,5.44,10.92,92.37,-12.14,13.8
2013-01-08 12:00:00,16.66,12.4,50.48,-0.69,16.53,11.32,85.11,-0.13,14.72
2013-01-08 13:00:00,17.34,13.66,49.79,-28.29,17.67,11.51,80.21,0.33,15.11
2013-01-08 14:00:00,18.37,13.31,21.5,17.16,17.43,11.59,78.32,-0.94,15.26
2013-01-08 15:00:00,18.82,13.4,38.66,1.88,17.5,11.71,77.92,-1.32,15.48
2013-01-08 16:00:00,16.97,12.26,40.54,6.86,16.35,11.96,77.23,-0.62,15.91
2013-01-08 17:00:00,17.5,14.38,47.4,8.78,18.02,12.41,75.98,0.52,16.55
2013-01-08 18:00:00,19.14,15.36,56.18,-6.44,18.29,12.95,73.86,-0.85,17.13
2013-01-08 19:00:00,12.65,17.59,49.74,-0.96,18.51,12.58,70.51,5.86,16.75
2013-01-08 20:00:00,14.57,17.83,48.78,-0.25,18.52,11.5,64.66,3.95,15.09
2013-01-08 21:00:00,18.88,17.77,48.53,-5.27,18.52,9.9,56.46,-0.36,10.9
2013-01-08 22:00:00,17.25,17.24,43.26,-7.77,18.5,7.9,46.05,1.25,4.85
2013-01-08 23:00:00,5.44,16.33,35.49,-26.96,18.43,5.92,30.06,12.99,1.52
2013-01-09 00:00:00,0.17,12.43,8.53,323.71,16.57,4.72,5.87,16.4,0.69
2013-01-09 01:00:00,0.97,8.13,332.24,-36.09,5.44,4.07,335.3,4.47,0.45
2013-01-09 02:00:00,3.3,7.69,296.15,-23.95,4.34,4.62,296.65,1.04,0.65
2013-01-09 03:00:00,3.28,6.6,272.2,-10.0,2.32,6.65,269.17,-0.96,2.39
2013-01-09 04:00:00,9.96,8.72,262.2,1.01,7.15,8.87,256.12,-2.81,7.61
2013-01-09 05:00:00,16.21,10.24,263.21,-14.4,11.94,10.19,251.49,-4.27,11.79
2013-01-09 06:00:00,17.53,12.97,248.81,-9.58,17.15,10.95,246.89,-0.38,13.87
2013-01-09 07:00:00,12.5,12.83,239.23,-8.3,17.02,10.44,244.14,4.52,12.52
2013-01-09 08:00:00,15.48,13.62,230.93,3.94,17.64,9.87,239.01,2.16,10.81
2013-01-09 09:00:00,16.66,12.23,234.87,-0.85,16.31,9.8,234.39,-0.35,10.59
2013-01-09 10:00:00,17.08,11.2,234.02,-1.02,14.46,9.76,234.33,-2.62,10.46
2013-01-09 11:00:00,16.52,11.38,233.0,2.3,14.85,9.68,235.09,-1.67,10.21
2013-01-09 12:00:00,16.78,11.81,235.3,2.4,15.66,9.71,233.7,-1.12,10.3
2013-01-09 13:00:00,16.69,12.84,237.7,2.49,17.03,9.77,231.89,0.34,10.49
2013-01-09 14:00:00,17.84,12.78,240.19,-0.68,16.97,9.86,230.54,-0.87,10.78
2013-01-09 15:00:00,18.17,13.04,239.51,1.16,17.21,9.84,231.14,-0.96,10.71
2013-01-09 16:00:00,18.25,12.75,240.67,3.02,16.94,9.86,232.67,-1.31,10.78
2013-01-09 17:00:00,18.24,12.68,243.69,0.6,16.86,9.8,234.37,-1.38,10.59
2013-01-09 18:00:00,17.65,11.31,244.29,0.81,14.7,9.7,235.26,-2.95,10.27
2013-01-09 19:00:00,16.18,11.55,245.1,0.67,15.19,9.42,235.32,-0.99,9.37
2013-01-09 20:00:00,17.05,11.13,245.77,4.48,14.3,9.26,235.98,-2.75,8.85
2013-01-09 21:00:00,16.81,10.55,250.25,-13.27,12.83,9.23,235.91,-3.98,8.76
2013-01-09 22:00:00,18.11,11.96,236.98,6.46,15.91,9.26,234.93,-2.2,8.85
2013-01-09 23:00:00,18.39,11.82,243.44,3.28,15.68,9.42,234.43,-2.71,9.37
2013-01-10 00:00:00,16.27,11.67,246.72,-3.02,15.41,9.56,235.37,-0.86,9.82
2013-01-10 01:00:00,15.8,11.93,243.7,-5.27,15.86,9.57,236.98,0.06,9.85
2013-01-10 02:00:00,2.44,12.24,238.43,0.7,16.32,9.46,239.03,13.88,9.5
2013-01-10 03:00:00,2.02,12.65,239.13,-1.02,16.83,9.38,240.66,14.81,9.24
2013-01-10 04:00:00,7.55,13.18,238.11,9.75,17.33,9.28,241.48,9.78,8.92
2013-01-10 05:00:00,15.84,11.75,247.86,-3.4,15.56,9.3,241.47,-0.28,8.98
2013-01-10 06:00:00,16.58,12.51,244.46,-7.4,16.67,9.77,240.25,0.09,10.49
2013-01-10 07:00:00,15.28,10.69,237.06,-0.24,13.21,9.86,239.67,-2.07,10.78
2013-01-10 08:00:00,17.1,11.65,236.82,3.2,15.38,9.92,239.3,-1.72,10.97
2013-01-10 09:00:00,16.52,11.22,240.02,6.6,14.5,10.0,238.5,-2.02,11.22
2013-01-10 10:00:00,16.58,10.08,246.62,-2.18,11.46,10.25,237.67,-5.12,11.97
2013-01-10 11:00:00,17.48,9.72,244.44,3.37,10.33,10.52,236.67,-7.15,12.75
2013-01-10 12:00:00,17.97,10.35,247.81,-4.93,12.27,10.65,235.92,-5.7,13.1
2013-01-10 13:00:00,16.82,11.54,242.88,-8.42,15.17,10.62,235.34,-1.65,13.02
2013-01-10 14:00:00,16.16,11.73,234.46,0.35,15.52,10.46,233.81,-0.64,12.58
2013-01-10 15:00:00,17.14,11.99,234.81,-11.82,15.95,10.17,231.73,-1.19,11.73
2013-01-10 16:00:00,16.07,10.02,222.99,4.97,11.28,9.8,229.1,-4.79,10.59
2013-01-10 17:00:00,13.56,10.33,227.96,-0.84,12.21,9.45,226.39,-1.35,9.47
2013-01-10 18:00:00,12.16,9.48,227.12,-3.82,9.56,9.03,225.01,-2.6,8.11
2013-01-10 19:00:00,11.3,9.06,223.3,-2.7,8.21,8.56,223.99,-3.09,6.66
2013-01-10 20:00:00,11.8,8.13,220.6,1.62,5.44,8.24,223.59,-6.36,5.74
2013-01-10 21:00:00,9.09,9.0,222.22,3.37,8.02,8.08,223.0,-1.07,5.31
2013-01-10 22:00:00,6.08,8.51,225.59,-5.16,6.51,7.98,222.78,0.43,5.05
2013-01-10 23:00:00,3.11,8.81,220.43,6.82,7.42,7.85,222.47,4.31,4.73
2013-01-11 00:00:00,4.78,8.95,227.25,-5.55,7.86,7.82,222.08,3.08,4.65
2013-01-11 01:00:00,6.7,9.15,221.7,-3.54,8.5,7.89,220.48,1.8,4.82
2013-01-11 02:00:00,5.19,8.85,218.16,2.85,7.55,7.91,218.37,2.36,4.87
2013-01-11 03:00:00,5.9,7.47,221.01,-11.27,3.86,7.68,217.09,-2.04,4.32
2013-01-11 04:00:00,4.43,7.03,209.74,2.73,3.0,7.07,218.0,-1.43,3.07
2013-01-11 05:00:00,2.24,6.52,212.47,11.02,2.21,6.16,219.88,-0.03,1.77
2013-01-11 06:00:00,1.78,6.65,223.49,-0.84,2.39,5.58,221.59,0.61,1.22
2013-01-11 07:00:00,1.51,6.44,222.65,1.59,2.11,5.25,221.76,0.6,0.98
2013-01-11 08:00:00,2.38,6.63,224.24,-2.1,2.37,5.21,218.4,-0.01,0.96
2013-01-11 09:00:00,3.26,7.02,222.14,-11.36,2.99,5.5,211.29,-0.27,1.16
2013-01-11 10:00:00,4.02,6.82,210.78,-4.65,2.65,6.0,202.04,-1.37,1.6
2013-01-11 11:00:00,2.46,7.36,206.13,-3.61,3.63,6.5,194.8,1.17,2.19
2013-01-11 12:00:00,2.0,5.54,202.52,-0.32,1.19,6.95,188.77,-0.81,2.87
2013-01-11 13:00:00,3.31,6.22,202.2,-11.71,1.84,7.01,181.62,-1.47,2.97
2013-01-11 14:00:00,6.6,6.5,190.49,-8.37,2.19,6.63,173.72,-4.41,2.37
2013-01-11 15:00:00,4.66,6.77,182.12,-13.63,2.57,6.32,167.03,-2.09,1.96
2013-01-11 16:00:00,5.09,6.67,168.49,-13.01,2.42,6.33,161.92,-2.67,1.97
2013-01-11 17:00:00,4.34,7.44,155.48,-13.36,3.79,6.59,155.29,-0.55,2.31
2013-01-11 18:00:00,2.7,7.11,142.12,-14.75,3.15,6.89,146.76,0.45,2.77
2013-01-11 19:00:00,1.29,8.26,127.37,-5.76,5.8,7.1,136.81,4.51,3.13
2013-01-11 20:00:00,1.52,7.45,121.61,-5.77,3.81,7.33,127.21,2.29,3.57
2013-01-11 21:00:00,3.01,7.27,115.84,-5.57,3.45,7.54,119.25,0.44,4.01
2013-01-11 22:00:00,4.0,6.86,110.27,-4.22,2.72,7.69,113.87,-1.28,4.34
2013-01-11 23:00:00,3.66,9.29,106.05,-2.89,8.95,7.72,112.05,5.29,4.41
2013-01-12 00:00:00,2.74,8.93,103.16,-3.15,7.8,7.66,113.63,5.06,4.27
2013-01-12 01:00:00,2.4,7.57,100.01,5.72,4.07,7.64,116.63,1.67,4.23
2013-01-12 02:00:00,1.96,7.8,105.73,5.31,4.6,7.66,119.23,2.64,4.27
2013-01-12 03:00:00,2.01,8.4,111.04,0.26,6.19,7.47,119.38,4.18,3.86
2013-01-12 04:00:00,1.66,7.48,111.3,-2.33,3.88,7.11,117.24,2.22,3.15
2013-01-12 05:00:00,1.0,8.05,108.97,2.99,5.23,6.94,113.17,4.23,2.85
2013-01-12 06:00:00,1.44,7.65,111.96,-5.35,4.25,7.02,107.85,2.81,2.99
2013-01-12 07:00:00,1.54,7.04,106.61,7.83,3.02,6.97,103.84,1.48,2.9
2013-01-12 08:00:00,2.57,7.48,114.44,-3.67,3.88,7.08,102.48,1.31,3.09
2013-01-12 09:00:00,2.96,7.54,110.77,6.64,4.01,7.32,103.58,1.05,3.55
2013-01-12 10:00:00,2.96,7.22,117.41,-17.46,3.35,7.69,107.61,0.39,4.34
2013-01-12 11:00:00,2.99,7.12,99.95,-10.86,3.16,8.11,113.02,0.17,5.39
2013-01-12 12:00:00,4.08,7.08,89.09,2.73,3.09,8.66,117.17,-0.99,6.96
2013-01-12 13:00:00,5.38,7.22,91.82,9.0,3.35,9.11,118.85,-2.03,8.37
2013-01-12 14:00:00,5.46,8.35,100.82,25.56,6.05,9.14,118.1,0.59,8.47
2013-01-12 15:00:00,7.9,8.47,126.38,0.33,6.4,9.1,117.42,-1.5,8.34
2013-01-12 16:00:00,8.12,8.88,126.71,-5.1,7.64,9.15,116.9,-0.48,8.5
2013-01-12 17:00:00,6.85,9.01,121.61,-5.77,8.05,9.32,116.51,1.2,9.05
2013-01-12 18:00:00,4.5,8.34,115.84,-9.45,6.02,9.43,114.39,1.52,9.4
2013-01-12 19:00:00,2.95,8.68,106.39,4.65,7.02,9.22,110.09,4.07,8.72
2013-01-12 20:00:00,2.38,8.89,111.04,-2.14,7.67,9.08,105.45,5.29,8.27
2013-01-12 21:00:00,2.86,8.78,108.9,-1.91,7.33,8.79,103.71,4.47,7.36
2013-01-12 22:00:00,2.97,9.31,106.99,-4.54,9.01,8.55,105.09,6.04,6.63
2013-01-12 23:00:00,1.94,9.71,102.45,-19.78,10.3,8.39,104.72,8.36,6.17
