SETTLEMENTDATE,NEM,BARRA_speed,BARRA_dir,MERRA_speed,MERRA_dir
2011-01-05 17:00:00,1.85,15.66,98.12,6.76,75.92
2011-01-05 18:00:00,0.85,16.34,107.84,5.72,84.49
2011-01-05 19:00:00,4.38,16.17,99.01,6.82,93.37
2011-01-05 20:00:00,4.05,18.04,101.28,8.56,90.81
2011-01-05 21:00:00,15.06,17.31,94.03,9.65,84.85
2011-01-05 22:00:00,18.8,19.91,88.56,10.98,78.35
2011-01-05 23:00:00,12.62,17.49,84.46,11.7,75.59
2011-01-06 00:00:00,8.36,17.51,84.36,11.57,77.57
2011-01-06 01:00:00,12.58,17.22,82.23,11.18,80.15
2011-01-06 02:00:00,12.95,18.73,87.49,10.91,83.04
2011-01-06 03:00:00,11.86,15.93,75.84,11.46,84.19
2011-01-06 04:00:00,11.26,15.67,78.0,12.2,82.78
2011-01-06 05:00:00,10.22,16.93,84.96,12.84,80.94
2011-01-06 06:00:00,7.38,13.15,80.49,13.28,79.39
2011-01-06 07:00:00,11.58,10.95,80.39,13.47,76.96
2011-01-06 08:00:00,20.16,14.11,79.04,12.79,74.15
2011-01-06 09:00:00,18.26,14.44,79.64,12.04,71.88
2011-01-06 10:00:00,16.92,13.21,81.18,11.24,70.75
2011-01-06 11:00:00,13.18,11.6,70.08,10.4,71.27
2011-01-06 12:00:00,12.8,9.38,67.38,9.67,71.92
2011-01-06 13:00:00,14.48,9.15,67.3,9.38,70.15
2011-01-06 14:00:00,15.76,9.91,71.74,9.19,65.24
2011-01-06 15:00:00,18.49,11.3,72.48,8.96,61.42
2011-01-06 16:00:00,18.15,13.36,76.04,8.65,60.42
2011-01-06 17:00:00,19.55,13.68,79.89,8.64,61.67
2011-01-06 18:00:00,15.54,12.5,73.89,9.05,62.68
2011-01-06 19:00:00,8.26,15.14,77.28,9.43,65.78
2011-01-06 20:00:00,3.82,13.9,80.64,9.55,72.28
2011-01-06 21:00:00,4.74,14.5,85.86,9.99,78.29
2011-01-06 22:00:00,6.72,14.59,98.06,10.22,83.35
2011-01-06 23:00:00,6.85,13.33,95.62,10.31,86.47
2011-01-07 00:00:00,7.47,11.84,92.11,10.59,86.16
2011-01-07 01:00:00,4.57,12.28,96.38,10.53,84.47
2011-01-07 02:00:00,2.64,13.14,79.72,10.49,83.26
2011-01-07 03:00:00,2.0,11.19,64.84,10.63,81.94
2011-01-07 04:00:00,1.9,11.59,66.44,10.92,79.31
2011-01-07 05:00:00,2.7,10.17,69.05,10.78,77.08
2011-01-07 06:00:00,3.46,7.99,66.15,10.69,75.76
2011-01-07 07:00:00,5.67,9.12,75.86,11.2,73.34
2011-01-07 08:00:00,9.01,11.64,67.08,11.37,70.65
2011-01-07 09:00:00,12.96,13.17,64.17,11.74,69.47
2011-01-07 10:00:00,20.14,12.08,74.96,11.89,68.9
2011-01-07 11:00:00,18.27,12.42,72.2,11.84,67.89
2011-01-07 12:00:00,15.75,13.23,71.77,11.96,65.36
2011-01-07 13:00:00,17.78,12.95,62.86,12.42,60.03
2011-01-07 14:00:00,18.77,12.36,60.79,12.58,56.16
2011-01-07 15:00:00,18.27,11.7,57.24,12.04,55.49
2011-01-07 16:00:00,18.18,11.38,58.99,11.4,55.65
2011-01-07 17:00:00,16.06,11.23,60.27,11.03,53.93
2011-01-07 18:00:00,17.1,10.27,60.65,10.44,51.95
2011-01-07 19:00:00,11.9,9.36,54.11,9.54,50.5
2011-01-07 20:00:00,8.36,9.44,36.44,8.98,47.76
2011-01-07 21:00:00,6.86,8.87,39.08,8.56,42.4
2011-01-07 22:00:00,5.03,7.92,39.19,8.02,36.03
2011-01-07 23:00:00,4.14,7.05,37.34,7.42,31.25
2011-01-08 00:00:00,2.46,6.2,35.78,6.63,27.87
2011-01-08 01:00:00,1.35,6.46,36.08,5.78,25.48
2011-01-08 02:00:00,0.66,5.67,30.75,5.02,24.27
2011-01-08 03:00:00,0.4,5.25,19.45,4.41,23.35
2011-01-08 04:00:00,0.11,3.68,49.04,3.91,22.0
2011-01-08 05:00:00,0.04,1.75,74.73,3.31,20.31
2011-01-08 06:00:00,0.04,0.65,-33.62,2.6,20.8
2011-01-08 07:00:00,0.04,0.98,-39.41,2.09,21.22
2011-01-08 08:00:00,0.1,1.44,155.73,1.76,19.17
2011-01-08 09:00:00,0.27,1.11,136.89,1.69,13.3
2011-01-08 10:00:00,0.83,0.93,53.42,1.91,4.77
2011-01-08 11:00:00,1.89,1.26,-73.28,2.59,-10.52
2011-01-08 12:00:00,3.1,3.25,47.35,3.76,-22.59
2011-01-08 13:00:00,3.86,3.81,10.4,5.18,-30.44
2011-01-08 14:00:00,4.61,4.56,-6.99,6.43,-37.75
2011-01-08 15:00:00,4.95,4.45,-9.86,7.24,-46.04
2011-01-08 16:00:00,4.64,4.53,-25.99,7.7,-55.45
2011-01-08 17:00:00,3.42,4.62,-37.64,7.82,-62.25
2011-01-08 18:00:00,1.86,7.23,-76.62,7.88,-66.52
2011-01-08 19:00:00,2.32,8.22,-83.61,7.96,-70.44
2011-01-08 20:00:00,3.64,9.26,-90.44,8.2,-75.57
2011-01-08 21:00:00,4.46,10.24,-97.94,8.41,-79.79
2011-01-08 22:00:00,5.22,11.5,-102.37,8.54,-83.4
2011-01-08 23:00:00,5.54,11.94,-107.71,8.81,-89.76
2011-01-09 00:00:00,6.14,11.86,-109.16,9.0,-97.27
2011-01-09 01:00:00,9.56,12.22,-110.25,9.09,-103.23
2011-01-09 02:00:00,6.05,12.61,-111.43,9.03,-108.12
2011-01-09 03:00:00,5.32,12.52,-114.08,8.85,-112.34
2011-01-09 04:00:00,4.8,12.51,-118.03,8.64,-114.68
2011-01-09 05:00:00,5.12,12.54,-120.04,8.33,-114.77
2011-01-09 06:00:00,4.24,11.53,-112.98,8.82,-113.95
2011-01-09 07:00:00,5.54,10.41,-108.39,8.92,-112.43
2011-01-09 08:00:00,6.78,9.97,-111.71,8.82,-108.87
2011-01-09 09:00:00,7.24,10.21,-114.93,8.9,-104.34
2011-01-09 10:00:00,9.32,10.88,-115.77,9.13,-99.69
2011-01-09 11:00:00,11.48,10.96,-115.25,9.19,-94.52
2011-01-09 12:00:00,12.46,11.28,-104.73,9.39,-89.53
2011-01-09 13:00:00,15.38,11.25,-105.9,9.76,-86.39
2011-01-09 14:00:00,15.41,11.81,-104.1,9.97,-84.59
2011-01-09 15:00:00,17.69,12.26,-103.38,10.11,-83.48
2011-01-09 16:00:00,18.76,12.13,-104.11,10.26,-83.09
2011-01-09 17:00:00,20.38,11.97,-97.83,10.59,-83.76
2011-01-09 18:00:00,21.23,15.59,-101.75,11.05,-85.24
2011-01-09 19:00:00,21.46,15.86,-104.05,11.13,-86.74
2011-01-09 20:00:00,21.16,15.88,-101.81,11.25,-87.87
2011-01-09 21:00:00,21.2,15.88,-103.18,11.22,-88.62
2011-01-09 22:00:00,20.31,16.21,-104.78,11.09,-89.54
2011-01-09 23:00:00,18.07,16.3,-105.74,10.93,-91.37
2011-01-10 00:00:00,15.0,16.77,-104.28,10.79,-93.7
2011-01-10 01:00:00,12.56,16.51,-103.43,10.66,-96.13
2011-01-10 02:00:00,11.22,16.33,-105.44,10.5,-98.14
2011-01-10 03:00:00,10.35,15.37,-103.54,10.22,-99.53
2011-01-10 04:00:00,11.57,15.03,-103.55,10.05,-100.37
2011-01-10 05:00:00,10.56,14.7,-106.08,9.96,-100.08
2011-01-10 06:00:00,10.73,11.58,-100.08,10.15,-98.89
2011-01-10 07:00:00,11.57,11.04,-101.37,10.2,-96.35
2011-01-10 08:00:00,11.84,10.48,-101.28,10.41,-93.48
2011-01-10 09:00:00,11.44,11.57,-98.78,10.82,-91.13
2011-01-10 10:00:00,12.18,10.76,-98.47,11.31,-89.13
2011-01-10 11:00:00,13.71,11.46,-100.0,11.67,-87.22
2011-01-10 12:00:00,15.62,11.73,-96.0,11.83,-85.74
2011-01-10 13:00:00,16.25,12.97,-95.82,12.0,-84.33
2011-01-10 14:00:00,18.1,12.76,-93.47,12.27,-83.82
2011-01-10 15:00:00,16.14,12.95,-94.82,12.59,-84.4
2011-01-10 16:00:00,15.56,14.35,-93.84,12.84,-85.31
2011-01-10 17:00:00,15.95,14.56,-94.79,13.14,-86.76
2011-01-10 18:00:00,15.68,13.39,-88.93,13.38,-88.81
2011-01-10 19:00:00,16.0,14.91,-92.76,13.32,-91.09
2011-01-10 20:00:00,16.62,15.59,-99.66,13.5,-93.84
2011-01-10 21:00:00,15.14,16.51,-100.01,13.46,-96.56
2011-01-10 22:00:00,14.66,16.0,-99.44,13.2,-99.16
2011-01-10 23:00:00,14.84,15.28,-104.92,12.78,-101.14
2011-01-11 00:00:00,15.26,14.57,-105.15,12.44,-102.16
2011-01-11 01:00:00,13.72,14.25,-103.21,12.21,-102.35
2011-01-11 02:00:00,13.4,15.63,-106.73,12.06,-101.84
2011-01-11 03:00:00,13.41,14.92,-110.62,12.05,-100.78
2011-01-11 04:00:00,13.55,15.81,-106.14,12.2,-100.01
2011-01-11 05:00:00,14.76,15.69,-108.94,12.37,-99.73
2011-01-11 06:00:00,14.9,14.22,-106.06,12.68,-99.92
2011-01-11 07:00:00,13.9,13.03,-107.7,12.65,-100.57
2011-01-11 08:00:00,16.3,14.08,-110.07,12.61,-100.95
2011-01-11 09:00:00,17.13,14.18,-109.72,12.6,-100.89
2011-01-11 10:00:00,16.37,14.25,-109.03,12.57,-100.16
2011-01-11 11:00:00,17.68,14.84,-109.92,12.53,-99.16
2011-01-11 12:00:00,18.26,15.03,-110.84,12.46,-98.75
2011-01-11 13:00:00,19.78,15.82,-111.83,12.44,-97.99
2011-01-11 14:00:00,18.69,15.86,-111.76,12.5,-96.96
2011-01-11 15:00:00,18.37,16.07,-112.17,12.67,-96.36
2011-01-11 16:00:00,19.38,16.33,-112.1,12.92,-96.71
2011-01-11 17:00:00,19.74,16.27,-110.87,13.19,-98.11
2011-01-11 18:00:00,18.8,15.8,-104.93,13.38,-99.52
2011-01-11 19:00:00,19.31,16.81,-104.13,13.36,-100.77
2011-01-11 20:00:00,19.22,17.26,-109.45,13.58,-101.72
2011-01-11 21:00:00,18.86,17.24,-108.26,13.69,-103.04
2011-01-11 22:00:00,18.4,16.87,-106.43,13.7,-104.85
2011-01-11 23:00:00,16.39,17.16,-110.21,13.58,-107.51
2011-01-12 00:00:00,12.9,18.15,-111.27,13.34,-110.61
2011-01-12 01:00:00,5.26,19.93,-114.64,12.97,-113.97
2011-01-12 02:00:00,4.59,18.67,-117.92,12.45,-117.35
2011-01-12 03:00:00,12.61,17.79,-118.07,11.76,-119.8
2011-01-12 04:00:00,15.57,15.92,-120.61,11.19,-121.81
2011-01-12 05:00:00,14.4,17.22,-123.29,10.81,-123.81
2011-01-12 06:00:00,19.05,14.75,-119.18,11.17,-124.8
2011-01-12 07:00:00,16.06,13.89,-121.19,11.27,-124.57
2011-01-12 08:00:00,18.15,11.91,-123.44,11.07,-122.75
2011-01-12 09:00:00,16.25,10.8,-127.0,10.85,-119.23
2011-01-12 10:00:00,13.07,11.1,-127.04,10.82,-114.58
2011-01-12 11:00:00,16.92,12.52,-131.47,10.91,-109.23
2011-01-12 12:00:00,18.92,12.56,-134.91,11.18,-104.36
2011-01-12 13:00:00,21.04,11.99,-141.25,11.58,-101.27
2011-01-12 14:00:00,21.34,10.56,-143.88,11.95,-99.78
2011-01-12 15:00:00,21.56,9.9,-143.06,12.27,-99.16
2011-01-12 16:00:00,21.72,10.72,-132.23,12.6,-99.75
2011-01-12 17:00:00,21.6,11.23,-136.26,13.0,-101.06
2011-01-12 18:00:00,21.64,13.1,-126.82,13.18,-102.11
2011-01-12 19:00:00,21.66,13.7,-127.19,12.99,-102.98
2011-01-12 20:00:00,21.76,13.36,-128.3,12.96,-104.66
2011-01-12 21:00:00,21.69,13.2,-127.98,12.93,-107.22
2011-01-12 22:00:00,21.56,13.17,-128.46,12.64,-110.46
2011-01-12 23:00:00,21.52,13.73,-131.2,12.44,-114.88
2011-01-13 00:00:00,21.38,13.62,-136.62,12.16,-119.43
2011-01-13 01:00:00,21.4,13.95,-138.18,12.07,-122.25
2011-01-13 02:00:00,21.24,15.03,-143.4,12.1,-124.0
2011-01-13 03:00:00,20.96,15.58,-149.54,11.89,-124.26
2011-01-13 04:00:00,20.32,15.88,-158.29,11.46,-124.92
2011-01-13 05:00:00,19.56,16.0,-168.31,10.74,-126.16
2011-01-13 06:00:00,17.6,15.0,-170.03,10.09,-129.75
2011-01-13 07:00:00,15.33,14.52,140.11,9.5,-133.85
2011-01-13 08:00:00,13.23,13.91,129.46,8.9,-139.91
2011-01-13 09:00:00,5.3,13.93,124.81,7.65,-148.97
2011-01-13 10:00:00,1.7,8.41,137.82,5.87,-149.39
2011-01-13 11:00:00,2.57,6.25,-176.14,5.04,-136.15
2011-01-13 12:00:00,6.03,4.35,162.31,5.51,-123.19
2011-01-13 13:00:00,13.86,5.5,161.94,6.2,-120.84
2011-01-13 14:00:00,17.78,3.04,-65.8,6.5,-125.69
2011-01-13 15:00:00,2.51,2.76,-55.8,6.11,-132.77
2011-01-13 16:00:00,4.68,5.52,-100.28,4.78,-154.82
2011-01-13 17:00:00,11.45,3.63,-121.8,3.67,128.25
2011-01-13 18:00:00,18.33,8.35,74.11,9.74,83.87
2011-01-13 19:00:00,20.89,14.81,68.2,13.52,75.21
2011-01-13 20:00:00,16.49,15.7,75.71,13.98,71.21
2011-01-13 21:00:00,21.06,17.83,74.96,14.41,66.98
2011-01-13 22:00:00,21.48,17.2,81.19,14.35,65.38
2011-01-13 23:00:00,20.27,16.12,75.6,14.78,61.86
2011-01-14 00:00:00,20.91,16.0,66.14,14.74,59.43
2011-01-14 01:00:00,21.41,15.82,63.8,14.36,59.62
2011-01-14 02:00:00,20.96,15.12,62.28,14.07,62.72
2011-01-14 03:00:00,21.06,13.21,64.05,14.33,66.42
2011-01-14 04:00:00,20.59,14.9,64.99,14.44,67.83
2011-01-14 05:00:00,21.46,15.07,63.01,14.17,67.3
2011-01-14 06:00:00,21.41,13.63,66.7,13.87,66.2
2011-01-14 07:00:00,21.12,13.77,57.99,13.4,64.94
2011-01-14 08:00:00,20.83,14.9,64.6,12.92,63.91
2011-01-14 09:00:00,21.53,14.25,65.21,12.53,62.4
2011-01-14 10:00:00,21.3,14.75,67.11,12.05,60.31
2011-01-14 11:00:00,21.6,15.79,67.52,11.85,57.9
2011-01-14 12:00:00,21.34,12.77,61.78,11.78,56.3
2011-01-14 13:00:00,20.83,13.98,65.84,11.48,55.79
2011-01-14 14:00:00,21.22,14.48,62.81,11.1,56.63
2011-01-14 15:00:00,21.38,13.84,65.35,10.92,58.28
2011-01-14 16:00:00,21.38,13.44,57.1,10.94,60.22
2011-01-14 17:00:00,20.94,12.72,64.47,10.95,62.33
2011-01-14 18:00:00,20.27,11.78,64.02,10.91,65.6
2011-01-14 19:00:00,18.55,11.68,70.52,10.72,68.65
2011-01-14 20:00:00,15.83,11.13,67.17,10.58,71.34
2011-01-14 21:00:00,12.95,10.9,58.08,10.42,73.42
2011-01-14 22:00:00,12.06,11.34,62.68,10.36,74.74
2011-01-14 23:00:00,8.27,9.94,66.69,10.21,73.78
2011-01-15 00:00:00,10.86,10.65,55.86,10.28,70.79
2011-01-15 01:00:00,12.71,10.98,55.21,10.33,66.47
2011-01-15 02:00:00,11.04,11.87,61.89,10.24,61.48
2011-01-15 03:00:00,8.73,10.67,52.21,9.91,56.92
2011-01-15 04:00:00,8.08,9.67,60.3,9.38,52.93
2011-01-15 05:00:00,11.2,9.22,57.5,8.49,50.66
2011-01-15 06:00:00,8.16,8.31,55.43,7.84,50.28
2011-01-15 07:00:00,7.98,9.36,54.35,7.23,50.5
2011-01-15 08:00:00,5.81,7.4,49.91,6.9,48.68
2011-01-15 09:00:00,6.1,8.26,56.03,6.77,44.15
2011-01-15 10:00:00,7.02,8.37,56.33,6.66,39.35
2011-01-15 11:00:00,8.14,7.79,43.97,6.49,35.41
2011-01-15 12:00:00,5.16,7.57,48.03,6.48,32.66
2011-01-15 13:00:00,5.63,7.33,38.77,6.72,30.49
2011-01-15 14:00:00,6.4,6.95,30.26,7.09,28.2
2011-01-15 15:00:00,9.07,7.44,28.45,7.36,25.81
2011-01-15 16:00:00,8.25,6.97,30.17,7.33,24.36
2011-01-15 17:00:00,5.31,6.85,20.34,7.17,22.91
2011-01-15 18:00:00,4.28,5.74,19.89,6.91,20.49
2011-01-15 19:00:00,2.92,6.09,13.92,6.54,16.24
2011-01-15 20:00:00,1.74,6.13,5.26,6.12,10.46
2011-01-15 21:00:00,1.39,6.22,0.0,5.64,3.91
2011-01-15 22:00:00,1.12,5.98,3.96,5.18,-3.57
2011-01-15 23:00:00,0.4,4.91,-12.4,4.83,-12.82
2011-01-16 00:00:00,0.26,4.1,-28.42,4.69,-21.77
2011-01-16 01:00:00,0.16,4.52,-37.15,4.7,-28.71
2011-01-16 02:00:00,0.18,5.04,-71.85,4.65,-35.35
2011-01-16 03:00:00,0.38,5.66,-76.1,4.56,-40.92
2011-01-16 04:00:00,0.18,5.64,-84.26,4.53,-45.42
2011-01-16 05:00:00,0.43,5.35,-81.03,4.69,-52.36
2011-01-16 06:00:00,0.48,4.61,-59.05,4.93,-61.51
2011-01-16 07:00:00,0.54,4.71,-69.16,5.02,-68.56
2011-01-16 08:00:00,1.27,4.24,-87.22,5.26,-71.22
2011-01-16 09:00:00,2.35,4.24,-92.18,5.68,-70.6
2011-01-16 10:00:00,2.26,4.4,-100.02,6.18,-69.31
2011-01-16 11:00:00,3.44,3.97,-92.55,6.59,-71.08
2011-01-16 12:00:00,4.24,4.54,-90.54,6.78,-75.42
2011-01-16 13:00:00,5.91,6.15,-84.72,6.94,-78.32
2011-01-16 14:00:00,7.04,8.45,-77.17,7.21,-79.25
2011-01-16 15:00:00,9.52,8.45,-78.44,7.47,-79.21
2011-01-16 16:00:00,11.14,8.48,-89.66,7.91,-79.02
2011-01-16 17:00:00,13.52,8.77,-95.17,8.56,-81.57
2011-01-16 18:00:00,15.98,10.4,-102.58,9.36,-85.05
2011-01-16 19:00:00,17.07,10.23,-101.4,9.76,-88.12
2011-01-16 20:00:00,15.54,10.13,-104.54,10.06,-91.68
2011-01-16 21:00:00,16.74,10.13,-104.98,10.28,-95.62
2011-01-16 22:00:00,17.2,9.75,-101.8,10.31,-99.45
2011-01-16 23:00:00,17.08,10.03,-100.59,10.1,-103.11
2011-01-17 00:00:00,18.95,11.12,-109.5,9.85,-107.12
2011-01-17 01:00:00,19.73,10.73,-111.41,9.74,-111.62
2011-01-17 02:00:00,19.82,10.26,-115.12,9.6,-116.21
2011-01-17 03:00:00,21.25,10.3,-123.37,9.55,-120.82
2011-01-17 04:00:00,21.18,11.53,-127.74,9.46,-125.47
2011-01-17 05:00:00,21.32,12.07,-132.72,9.11,-128.42
2011-01-17 06:00:00,20.42,12.28,-135.92,9.14,-129.19
2011-01-17 07:00:00,11.26,12.28,-140.6,8.64,-129.23
2011-01-17 08:00:00,0.94,9.24,-140.35,7.6,-126.32
2011-01-17 09:00:00,0.64,5.84,-140.11,6.39,-119.43
2011-01-17 10:00:00,1.06,4.21,-137.87,5.04,-107.96
2011-01-17 11:00:00,5.06,2.29,-111.52,4.68,-84.53
2011-01-17 12:00:00,5.88,5.69,-98.63,5.87,-66.63
2011-01-17 13:00:00,6.38,4.92,34.61,7.05,-58.54
2011-01-17 14:00:00,5.14,3.91,-63.83,7.96,-50.11
2011-01-17 15:00:00,5.76,5.64,-23.79,9.09,-41.64
2011-01-17 16:00:00,6.08,8.4,-34.63,10.19,-37.33
2011-01-17 17:00:00,8.06,8.79,-28.04,10.46,-36.95
2011-01-17 18:00:00,10.94,9.48,-36.54,9.74,-37.4
2011-01-17 19:00:00,5.56,8.65,-41.29,8.94,-37.52
2011-01-17 20:00:00,2.68,8.24,-42.74,8.4,-37.79
2011-01-17 21:00:00,1.01,7.33,-48.05,7.78,-37.83
2011-01-17 22:00:00,2.85,6.56,-49.02,7.24,-36.81
2011-01-17 23:00:00,3.77,7.13,-45.1,7.06,-31.49
2011-01-18 00:00:00,4.72,6.43,-36.0,7.28,-24.72
2011-01-18 01:00:00,4.04,6.07,-41.3,7.54,-20.14
2011-01-18 02:00:00,3.52,6.13,-35.7,7.93,-18.58
2011-01-18 03:00:00,3.46,6.87,-37.75,8.21,-18.85
2011-01-18 04:00:00,3.38,6.09,-46.08,8.38,-20.17
2011-01-18 05:00:00,4.53,5.84,-36.06,8.21,-21.93
2011-01-18 06:00:00,2.72,6.67,-21.39,8.25,-25.61
2011-01-18 07:00:00,3.08,6.97,-20.06,7.93,-29.24
