wind_speed,direction
3.466,128.157
2.419,170.538
4.228,210.466
5.617,220.101
4.784,205.346
5.771,208.61
5.682,214.992
6.068,168.69
6.479,175.601
10.836,132.797
9.298,117.474
9.901,112.109
9.819,105.255
10.098,101.003
10.148,96.52
10.199,94.899
10.02,91.736
9.839,84.094
9.666,83.089
8.401,79.824
7.861,71.565
7.121,69.444
5.685,61.557
2.853,56.31
1.061,90.0
0.611,180.0
2.11,229.399
4.691,215.218
5.224,225.0
3.989,225.0
4.758,220.914
6.638,196.39
8.122,182.862
10.513,170.538
10.243,157.751
11.303,128.047
10.293,110.556
10.22,92.121
9.407,87.709
9.276,82.235
8.99,73.301
8.762,73.301
9.536,67.38
8.329,62.7
8.135,51.582
7.706,39.174
6.523,16.504
6.932,310.601
8.119,285.709
8.2,282.339
9.124,278.366
10.653,270.0
9.838,250.145
13.522,266.76
13.039,273.367
10.853,273.468
9.78,270.0
7.737,136.736
8.722,143.13
8.655,149.036
8.991,141.632
8.345,143.531
7.599,138.18
7.098,130.101
6.781,123.69
6.43,113.199
4.793,131.186
4.24,144.782
3.409,139.764
2.215,149.036
2.234,194.036
2.284,225.0
4.708,241.189
4.539,238.57
4.826,236.31
5.489,233.616
5.541,233.616
4.928,237.095
4.666,231.34
5.957,225.0
5.567,215.538
3.745,216.87
2.44,225.0
7.433,272.386
2.929,59.036
6.778,266.987
8.018,244.799
6.604,266.424
2.636,72.897
1.062,21.801
2.437,315.0
1.959,288.435
1.975,323.13
4.607,278.13
7.066,268.152
8.818,262.304
9.687,268.568
11.085,268.698
12.26,268.781
14.006,278.584
15.034,261.027
13.649,255.7
13.161,244.44
12.404,235.62
11.089,227.911
9.604,221.76
9.616,226.081
10.026,189.211
10.392,177.064
10.627,172.875
10.663,171.027
9.904,163.142
9.138,154.231
8.363,142.306
7.502,135.0
8.594,130.914
8.05,120.465
6.945,119.539
6.386,118.179
5.969,119.982
5.558,123.111
5.499,124.287
5.37,125.538
5.265,123.69
5.222,116.565
5.187,112.249
5.023,116.565
5.456,124.695
6.122,124.695
8.18,132.709
8.353,133.152
9.325,128.991
10.047,118.179
9.984,109.44
10.419,106.991
10.267,105.945
10.153,103.24
10.078,100.008
9.607,99.462
8.095,91.432
7.31,85.364
6.209,84.805
4.774,85.426
3.73,108.435
3.271,122.735
2.983,132.274
3.498,144.462
4.045,156.037
4.648,159.146
4.64,155.772
5.177,152.354
6.383,156.037
8.654,153.435
11.331,139.844
11.775,135.0
9.824,123.69
9.826,118.072
9.375,112.751
9.358,105.255
9.371,107.879
9.232,113.199
8.72,107.819
8.697,105.709
7.086,101.31
6.528,109.983
6.414,121.827
6.703,126.87
6.465,125.134
6.215,129.806
5.816,129.289
5.419,130.365
5.693,135.0
5.924,133.531
6.432,135.0
6.378,126.027
7.643,140.528
9.451,149.744
10.026,129.56
9.379,138.503
11.274,116.565
11.061,114.102
11.009,109.29
10.872,103.707
10.493,95.572
9.471,93.18
9.835,94.514
13.075,59.657
16.12,35.789
11.678,74.055
7.19,65.095
8.692,74.249
9.35,66.974
9.682,57.724
8.762,56.31
8.001,53.13
7.443,36.529
6.466,47.862
6.385,63.435
5.525,54.162
5.091,84.805
6.297,79.695
9.442,66.037
9.31,61.189
9.501,56.976
9.741,51.34
9.806,51.009
9.526,64.359
9.697,59.036
9.273,63.435
9.219,64.359
9.711,63.435
8.42,60.461
8.336,53.13
4.894,43.025
3.0,26.565
2.124,0.0
2.579,320.906
3.288,276.582
5.26,214.439
8.565,259.846
9.479,299.358
9.251,269.193
13.215,251.742
12.18,253.301
11.435,248.078
12.393,240.255
12.625,239.036
8.13,214.919
8.924,223.854
6.669,214.287
5.152,182.793
6.766,189.09
6.846,193.496
8.416,209.476
6.787,223.363
7.585,218.368
4.455,213.69
7.296,236.822
7.968,243.435
9.473,240.803
9.391,244.094
10.74,238.134
11.071,234.162
10.71,231.546
10.689,224.061
10.77,218.234
10.161,214.509
9.907,201.501
9.828,187.352
8.42,182.862
6.97,192.995
7.731,186.34
7.616,172.875
8.487,171.027
8.761,167.196
7.998,164.055
8.123,135.0
7.104,130.236
7.536,129.472
5.594,119.476
4.309,111.801
3.03,111.801
2.505,147.529
3.704,173.991
3.333,180.0
4.577,185.194
5.22,170.538
6.1,165.466
6.344,161.565
6.734,156.037
6.01,146.31
6.095,147.265
4.654,135.0
5.244,124.992
6.921,111.037
8.494,99.462
10.314,113.429
9.116,104.534
8.471,102.529
8.437,100.125
8.114,107.103
7.832,101.31
7.897,99.211
7.798,96.009
7.171,90.0
6.574,81.384
7.644,71.565
6.999,74.291
6.258,80.218
6.039,83.884
6.357,81.87
6.394,79.875
6.712,77.905
6.665,77.471
9.118,90.0
8.134,97.765
8.903,56.31
9.624,55.008
9.435,59.036
8.832,73.301
9.781,62.241
9.347,68.749
7.745,97.125
6.851,109.44
8.055,109.179
8.818,96.582
9.713,80.538
8.846,66.615
8.779,56.689
8.469,58.298
9.427,66.801
9.149,72.121
8.4,61.389
9.176,61.073
7.079,64.537
7.532,47.386
8.608,66.037
8.964,74.745
9.22,74.578
9.891,72.121
10.253,73.61
9.227,67.011
10.765,65.556
9.725,54.866
9.775,55.408
9.759,57.265
7.982,58.671
6.881,70.017
6.495,90.0
7.383,87.797
5.471,93.366
7.87,88.025
9.132,81.384
10.519,81.674
9.402,77.471
10.122,81.254
9.506,95.194
8.499,95.711
8.508,104.036
9.316,105.945
10.219,101.592
10.114,101.31
11.959,87.563
11.83,83.796
12.099,77.988
11.791,74.745
11.804,66.801
12.222,68.875
11.315,71.114
10.237,69.444
12.126,64.654
11.54,65.433
11.287,66.194
11.797,64.722
12.627,56.689
12.083,54.162
11.779,52.431
12.372,48.094
11.967,45.0
11.991,42.58
11.004,33.341
10.499,32.574
10.061,30.465
10.152,38.884
9.56,42.797
7.744,53.13
5.779,68.962
8.38,74.476
9.592,46.736
10.533,50.44
9.506,46.548
11.098,37.235
10.879,36.529
11.467,34.592
11.302,49.764
12.519,37.747
11.965,22.38
12.631,16.991
10.482,11.689
10.46,1.636
9.46,329.859
8.967,300.141
8.609,300.964
8.802,296.565
9.632,304.931
10.966,296.565
9.681,298.909
10.39,284.708
9.002,287.928
7.946,274.538
8.572,261.511
8.758,258.366
8.577,262.147
7.742,255.466
7.503,248.199
6.342,252.35
6.32,250.017
6.299,262.875
6.813,256.504
5.954,257.735
6.603,196.26
7.36,183.945
6.949,182.121
7.882,168.69
7.784,166.866
7.959,164.291
8.024,161.03
7.89,155.695
7.419,145.305
8.146,154.885
8.806,156.801
9.306,154.722
8.746,143.746
9.121,140.194
8.586,142.125
8.503,138.814
10.216,140.599
10.016,140.599
10.37,138.122
10.342,139.236
9.846,135.0
9.49,133.877
9.091,130.236
8.378,123.69
7.892,117.408
7.234,112.62
6.859,118.301
7.662,104.826
7.47,99.728
6.974,95.042
6.126,91.909
5.961,90.0
5.757,98.13
6.139,97.853
5.884,92.121
5.83,79.114
5.472,78.232
5.135,82.235
4.403,86.633
2.812,116.565
3.603,120.964
5.494,84.289
9.983,103.496
10.718,101.31
9.572,105.422
9.662,100.62
10.159,96.911
9.954,90.0
10.243,82.405
10.406,75.53
10.397,70.463
9.182,63.435
8.887,56.31
8.871,52.001
8.332,50.389
7.873,50.599
6.993,51.34
4.6,35.217
3.692,45.0
4.6,45.0
4.174,33.69
7.857,22.932
1.82,180.0
8.512,37.405
9.05,36.384
6.73,47.726
9.532,38.991
10.343,39.56
5.058,150.945
5.919,140.711
6.194,95.194
5.56,99.462
5.21,85.236
6.315,79.38
6.776,72.474
7.129,62.354
5.432,43.264
4.222,25.201
2.892,351.254
3.606,309.289
5.44,300.069
5.535,305.838
5.701,204.775
7.565,307.875
3.167,129.289
5.612,234.782
4.325,210.256
7.142,153.435
11.074,149.859
11.811,142.853
11.201,135.0
10.375,127.747
10.038,130.426
9.455,127.875
9.577,131.496
9.833,131.496
9.807,129.401
9.395,122.005
8.982,117.979
8.578,115.866
7.914,113.629
7.891,107.928
6.784,107.241
6.394,109.654
5.482,106.26
5.21,104.621
4.629,116.565
4.764,117.758
4.455,123.69
5.081,144.782
2.268,213.69
7.866,155.772
10.799,149.859
10.474,149.036
9.679,142.765
8.983,140.44
10.363,139.574
10.315,135.0
10.038,127.875
9.842,124.16
9.274,118.179
9.058,112.479
7.931,116.565
6.492,117.474
6.066,116.565
5.192,119.745
4.229,120.465
3.38,127.569
2.272,90.0
3.871,137.49
6.278,180.0
7.848,162.121
8.535,160.017
7.939,153.838
7.232,157.068
7.506,144.162
13.098,149.47
12.709,146.31
11.775,142.001
11.199,137.121
10.404,136.123
10.249,130.426
9.925,128.928
9.401,122.735
8.792,120.651
8.498,118.179
8.238,106.189
7.426,113.199
6.89,125.311
6.318,123.111
6.111,119.476
6.152,122.471
5.169,120.069
5.373,135.0
6.813,151.557
9.002,135.0
8.083,167.471
7.025,155.726
6.685,149.589
7.864,154.259
9.12,149.172
10.491,142.306
10.546,141.766
9.664,133.423
9.125,125.446
8.236,114.59
7.683,122.905
7.981,116.162
7.709,106.074
7.936,101.689
8.072,110.556
6.581,108.435
6.463,94.236
5.626,99.866
5.542,126.384
5.103,126.027
4.134,154.983
4.404,188.13
6.807,200.433
7.352,196.887
7.017,198.759
6.724,194.036
6.53,198.083
6.126,196.928
8.59,193.627
8.602,184.205
8.487,180.0
7.251,157.457
9.743,115.906
6.558,94.399
7.477,114.842
8.03,100.784
8.132,90.881
7.583,103.349
7.333,96.882
6.18,87.663
5.313,85.914
4.518,70.56
2.816,69.145
1.25,45.0
5.755,45.855
5.929,341.565
5.428,222.184
5.268,224.029
7.443,227.793
6.782,220.365
7.067,236.889
7.269,224.236
7.811,221.285
7.404,212.8
6.235,191.56
5.971,211.608
6.53,210.174
5.994,188.653
5.964,158.682
5.608,162.408
4.98,171.469
4.512,184.399
4.549,182.726
4.982,186.789
6.063,182.337
7.55,193.349
8.312,197.613
8.185,189.752
7.214,196.22
7.286,200.323
7.427,202.166
7.561,206.131
7.167,208.856
7.538,207.44
6.88,206.565
7.495,211.139
9.16,201.161
13.467,147.821
13.242,146.31
12.732,135.0
11.742,134.029
10.45,132.879
10.426,131.878
9.797,138.366
9.728,138.366
9.682,130.601
9.723,127.185
9.905,127.747
9.505,125.362
9.447,124.508
9.035,129.611
9.902,131.055
9.39,140.013
9.811,141.766
11.257,144.605
10.542,145.222
11.243,139.399
11.147,134.091
11.445,138.576
12.084,141.546
12.642,142.125
12.656,138.468
10.997,133.995
12.143,128.66
11.536,126.327
11.752,123.69
11.748,121.866
11.117,120.964
10.431,117.255
9.624,114.304
9.588,112.109
10.71,111.125
10.588,109.179
9.844,104.931
9.14,108.853
9.195,104.676
9.637,101.56
9.433,103.392
9.494,106.314
9.74,110.556
10.362,114.228
10.712,113.703
10.802,115.408
10.447,115.906
10.649,122.828
12.309,126.384
12.165,126.384
11.427,122.969
11.606,116.565
11.288,113.025
11.028,109.747
10.265,106.991
10.008,111.501
9.553,109.537
9.58,103.627
10.423,94.864
10.7,95.711
9.903,99.66
9.482,98.842
9.441,98.842
9.889,102.265
9.215,100.784
9.27,102.381
9.768,102.095
10.014,103.392
10.188,100.784
10.232,104.036
10.514,103.671
10.329,113.199
9.374,112.62
9.708,116.565
10.292,119.539
10.728,110.136
10.484,99.728
10.854,94.514
10.267,98.13
9.662,97.352
9.862,95.356
9.74,93.27
10.219,87.455
10.171,83.796
9.381,83.367
8.29,83.991
7.608,86.729
7.757,96.52
7.52,93.366
6.749,93.945
7.319,95.527
8.171,96.911
10.23,77.32
10.053,78.111
9.565,77.661
9.015,63.435
8.79,64.44
7.716,66.037
8.264,65.772
9.506,82.875
10.012,84.805
8.951,84.289
10.067,83.48
9.031,98.881
10.241,94.635
9.274,96.17
10.611,91.302
10.74,86.186
10.318,84.805
9.793,84.428
8.84,90.0
9.452,95.856
8.504,91.685
9.418,96.009
9.39,103.671
9.1,96.34
9.061,90.0
9.122,96.911
8.275,92.489
7.456,90.0
7.861,92.203
9.07,84.472
9.401,82.648
10.283,81.87
10.905,74.876
10.215,72.072
9.312,78.311
8.93,83.884
6.634,85.03
8.441,82.147
9.628,73.009
9.659,73.443
9.795,70.641
9.368,68.749
9.012,73.009
8.926,66.801
7.5,75.068
8.007,62.65
8.362,61.927
9.176,65.556
8.695,67.89
7.668,57.381
7.307,62.447
7.36,73.74
7.359,72.35
7.134,67.751
7.552,65.556
8.421,57.995
8.512,53.531
8.64,55.175
9.222,58.392
8.647,56.31
7.326,58.57
7.459,60.642
6.144,58.24
7.221,46.332
6.558,45.0
6.147,48.013
5.38,50.194
4.908,54.162
4.371,62.103
4.51,74.476
3.585,75.068
6.906,108.435
7.033,77.905
4.15,100.62
8.851,83.884
8.778,78.232
10.089,76.866
11.298,69.623
9.822,64.231
8.553,57.529
5.773,351.87
6.107,15.255
6.66,42.51
5.349,26.565
5.854,45.0
6.637,41.987
6.269,22.38
4.895,340.71
5.167,316.736
4.323,296.565
4.042,299.358
4.101,327.995
4.387,275.44
6.071,232.306
4.827,233.13
5.908,239.421
5.153,234.162
6.456,231.34
6.186,219.289
6.568,248.199
10.475,225.0
11.289,208.74
9.109,194.534
8.985,158.199
9.319,151.699
9.185,146.889
8.54,141.71
8.693,136.637
9.049,135.0
8.45,130.101
8.019,108.97
6.578,91.79
5.911,84.094
5.293,68.629
5.364,32.005
5.557,311.497
7.853,207.096
1.714,156.037
2.213,107.103
6.307,136.397
6.877,115.71
7.014,208.301
6.079,186.71
7.558,141.34
7.826,114.444
7.847,95.711
8.07,90.0
5.91,104.036
8.934,107.354
9.432,101.889
9.092,90.0
8.43,86.82
8.298,79.992
7.578,68.962
7.692,62.241
6.723,52.306
6.866,19.654
5.992,353.418
6.83,297.475
6.373,278.746
6.499,274.236
5.637,270.0
8.365,232.125
9.607,229.236
10.327,217.747
8.33,216.529
7.336,210.964
10.134,210.579
12.758,144.162
11.987,148.57
10.381,144.638
10.089,136.123
9.363,139.97
8.944,137.386
8.675,141.072
8.521,141.072
7.518,146.31
8.164,125.134
7.416,129.806
7.751,133.781
7.836,140.826
8.37,136.081
8.945,138.013
7.69,138.503
8.734,142.253
8.847,137.121
8.529,131.76
10.784,142.883
10.725,139.399
8.928,139.399
9.891,144.293
9.643,144.09
9.83,143.13
9.74,140.013
8.532,136.123
8.509,135.0
7.975,135.0
7.585,124.287
7.359,118.443
8.092,112.479
7.624,110.323
7.09,113.199
6.932,110.772
6.8,108.435
7.019,100.305
7.04,93.468
6.178,95.711
5.074,75.379
4.703,70.71
4.201,72.474
3.522,79.38
3.12,85.914
2.882,94.399
2.956,77.905
4.327,72.897
5.022,94.086
4.24,107.103
5.584,115.017
9.365,102.995
9.383,102.804
9.514,90.0
9.583,77.196
9.467,66.801
9.785,59.421
9.725,53.13
9.988,51.34
8.783,27.407
8.214,8.366
7.912,353.29
7.847,316.332
8.768,315.0
3.325,302.005
11.696,284.621
12.355,263.019
12.771,260.727
11.994,252.719
11.265,238.815
10.737,245.323
9.215,239.744
8.855,234.782
8.522,137.726
8.99,131.348
9.066,137.386
10.401,135.0
9.946,130.764
9.075,128.157
8.663,132.397
9.261,131.186
8.702,125.311
8.422,115.017
8.227,115.201
7.345,111.501
6.379,114.145
5.826,120.964
5.127,120.579
4.756,120.964
4.018,124.508
4.026,132.879
4.61,146.31
4.745,149.931
4.854,151.189
3.935,141.843
6.187,149.036
8.561,146.31
9.417,139.635
8.9,136.469
8.705,119.745
9.32,122.471
9.64,121.329
9.665,107.819
9.286,107.819
9.393,107.241
9.233,103.57
8.877,98.13
7.254,99.462
5.6,96.34
4.356,95.194
3.076,115.017
2.658,143.973
4.486,188.13
4.553,199.29
5.886,195.068
5.729,196.26
6.36,186.34
6.88,183.945
6.864,167.471
7.864,165.964
9.643,153.435
11.136,138.24
11.055,128.418
9.519,123.178
10.277,127.875
9.679,117.35
9.915,112.989
9.543,107.879
9.662,105.709
9.152,109.654
8.692,121.329
7.208,111.801
6.026,107.819
4.854,99.462
3.353,96.34
1.963,135.0
2.025,146.31
1.735,173.66
3.348,214.695
4.372,237.095
5.749,233.13
4.891,194.744
5.447,198.435
6.004,192.095
7.258,188.13
6.472,184.764
5.413,175.601
7.843,150.642
8.664,127.405
8.19,99.462
7.981,90.0
6.704,86.424
0.565,245.556
4.587,201.801
4.801,186.71
5.392,156.801
2.976,153.435
2.363,210.256
6.054,207.474
6.651,187.595
7.029,188.881
5.468,193.496
5.617,203.499
6.346,201.038
6.764,195.422
6.951,185.906
6.604,175.764
5.777,180.0
7.105,176.186
8.336,170.538
10.319,136.169
8.193,123.69
8.321,117.553
8.441,117.474
8.515,111.161
7.985,113.962
7.413,100.125
8.019,88.152
8.986,78.024
8.212,71.565
7.113,72.553
5.49,81.87
4.613,77.735
4.017,73.301
2.969,93.576
2.312,104.036
1.993,111.801
1.633,102.529
1.01,80.538
3.957,168.111
3.585,159.444
5.839,180.0
7.194,165.964
7.805,149.036
7.383,140.906
8.175,138.576
9.639,124.824
8.816,111.371
8.641,105.068
9.019,101.31
9.231,101.31
9.122,99.162
8.994,99.162
8.653,96.17
7.074,91.591
6.614,84.957
5.569,75.964
4.969,62.447
2.554,72.897
1.791,90.0
2.132,120.964
2.53,151.39
3.343,132.51
5.439,156.501
4.667,143.13
6.662,157.62
8.716,158.199
10.087,146.976
11.269,128.928
10.068,110.772
10.44,106.858
10.227,98.366
10.27,93.468
10.394,84.289
11.259,73.811
11.656,68.839
11.54,64.231
10.884,53.973
11.803,40.972
11.737,35.272
11.131,26.565
10.671,10.539
12.106,311.73
9.596,8.427
7.711,329.744
3.547,312.138
9.73,316.042
10.183,10.62
7.151,255.964
10.548,242.354
6.711,232.125
7.81,240.642
7.8,203.629
7.96,153.435
9.011,150.642
7.463,86.82
6.923,96.226
7.031,230.906
6.157,213.69
6.8,96.34
3.747,206.565
3.387,184.236
7.03,200.323
6.221,167.005
